Beta,Beta_err,E_peak,Sigma,Probabilidad_DM
-0.17444406770964307,-0.5262211653532752,1.5296869537729165,-0.2732019078918766,0.9995497708011989
2.655618583541222,-0.1745089701205691,0.9134429548593958,0.3816045105397871,0.9946651826370115
2.9560242822806773,-0.3743789185750923,1.6629466143326246,0.392246637538598,0.9952011885743891
3.121887985103681,-0.8158766457603289,0.9812748327065889,-0.14273066908144608,0.9947515971038405
3.162862993321926,-1.0205426819021517,0.9844823064022628,0.4395065126057744,0.999999934902466
1.070037866607755,-0.8181564120552275,1.8174992618677583,0.0011413790588091963,0.9999969820357667
1.496376054012401,-0.6451235774837663,1.003029470553618,0.022794016818089312,0.9993660149204859
1.18440748541232,-0.7135435302530172,0.983175072037813,0.40214130533418696,0.9999925651181422
1.2076343673889616,-0.1842230797016373,0.8653409056245839,0.771372577955981,0.9999999581269419
3.8266577918758693,-0.5553307690614755,0.6219029608912305,0.24062455044825964,0.9999999999999392
3.926805310111606,-1.648396927580871,1.6498214632245651,0.4680066603324563,0.9999999999995244
1.3191060593097763,-0.3299397825268658,0.6665179805548809,-1.1497077133898164,0.9999999999675218
3.6467956887784694,-0.2650402387275547,1.5316066319327222,0.16134594619363532,0.9999999984517711
2.255272505103306,-0.5609832716124872,0.9495363733761426,0.2065037865183612,1.0
0.01577875638904093,-0.1037494375383619,1.4112829130173843,-0.4605654245200082,0.9999948668389554
3.5121505369220305,-0.21119550695535166,0.9412629093189497,0.04916252532400639,0.9999999877555809
2.1947917577219247,-0.8155925145876799,0.7939998009844705,-0.9305850467042468,0.9999986031044004
1.973589623427257,-0.43062609038495414,1.225567713439471,0.3967208698311248,0.9999999969700284
2.098643725817057,-0.916139199133427,1.216165902285993,0.28442608403555797,0.9999608544662131
2.29269900304393,-0.9792245118064422,1.2013971243204515,0.41026645714232757,0.9999899485804482
2.9468941951023266,-0.47314401287412544,1.8291107101552946,0.12519686112223047,1.0
0.1248301494138592,-0.5164127030311059,0.8088184250921242,0.22491858398634276,0.9999999999442384
3.781970673912552,-0.3147062186132159,1.0546130545568877,0.43330158383697787,1.0
2.9361114316748544,-1.086027288449029,0.7470231774516278,0.4362753067831917,0.9999999999999456
1.9166644645413973,-0.4165744995934932,1.1189257528257768,0.2114806061102973,0.9999508224215174
3.7017406324372124,-0.604149623981219,0.8394151926838935,0.3776435162521896,0.9997798823411961
3.1595671932336202,-0.8329782042097434,1.2543063323312855,0.24627796829099535,0.9999998021669002
3.1920095926536702,-1.1338899601556236,0.8793826371743426,0.5071698534331195,0.9999999914730268
2.3830969299490943,-0.5268050907950622,0.6975780336511131,0.3893538603198552,0.9999999499884237
1.3675422735205767,-0.4654662439948844,0.7298934039632378,1.2693328782798687,0.9999999941531019
1.9709973655724853,-0.34949820512163315,1.039414119176137,0.49376097888362375,0.9999999999999993
3.7386220279179425,-0.6258017420709173,2.1997551772534747,0.37892498675262987,0.9994960969738469
0.3900514964589873,-0.44708854978349116,1.8531504364478428,0.021814133377564496,0.9999999999999996
1.5085297189712865,-0.8706324042770144,0.8446014196263466,0.8544390462554297,0.9999990099000087
3.5439439424829065,-0.7169250252645285,1.78254428401001,0.4423465753387872,0.9999999999999998
1.9624166934457512,-0.9136401693252518,0.7136585162083564,0.559553444359096,0.9992942733720597
2.2629254693318317,-0.1695396499690329,0.7461669643772854,0.34155845939358936,0.9999999999999793
2.718501688867274,-0.2950777087765982,1.0094508957986938,0.5984897793733401,0.9999999832925236
3.0265332645232967,-0.8374355934769809,0.8133140589458348,0.403165381308108,0.9999999999573186
1.2319790268315043,-0.40219515759570706,1.3825573219087859,-0.13123377001793865,0.9999999999999651
2.580810972660946,-0.431211787684653,0.8555797225017179,0.06437714136855625,0.999999999999986
3.137354111370733,-0.4996262856466261,0.9456654994321342,0.14189290454929962,0.99993093654824
3.5959369062691735,-1.2392760278580484,0.7283537820212285,0.28420757400720836,0.9999999979502219
2.3602146132953523,-1.0383416513622847,1.5462958351214424,0.55315494636157,0.9999098816657386
1.913707913980483,-0.9637704559137055,2.189209489582306,0.5149763996616117,0.9984772188710834
2.5140161804006493,-0.7456936676687144,1.14921911265538,0.11249005095544433,0.9999999893704258
3.953373050726696,-0.669789215428472,1.1720188094245565,0.5367850285391198,0.9999999998564142
3.570776368794748,-0.25134690657573266,0.7321524180652138,0.3323339534866199,0.9999999484108781
3.225050696138049,-1.1869530348398922,0.8236698132681364,0.3899859218546028,0.9999734489574489
1.4039779636693548,-0.205233202059179,1.4126285205443752,0.28837734520223124,0.999986368321929
2.7729081949712717,-1.1145256971708426,0.7220577713314641,0.39737430000548746,0.9999959711890992
3.6629466143326246,-0.5036239459875992,0.89768206179642,0.19186574196531098,1.0
3.0261245167454502,-0.5692801121367178,1.13640344813399,0.2949467724508963,0.9999995475605028
1.8430458105345693,-0.5841922723644567,0.7119758543517557,0.6012256116632371,0.9999978014033116
3.9281397068751196,-0.9742846160986594,1.2347702951609165,0.5341912411347718,0.9989964705732864
2.4861469968065726,-0.8297382846050426,1.1917303933628562,0.41316378501154943,0.9999999999999185
4.009450895798694,-0.8538719643217619,0.7763379096201752,-0.0059343570996067884,0.9998172557643213
2.5174598265402324,-0.31884925006757864,1.647676313240871,0.5682922115101608,0.9999929988639237
0.8969669019331548,-0.5111673656175996,0.7599698575543072,0.3966981988056917,0.9997154047246678
2.665299499499897,-0.8804142250382162,0.8907003976988751,-0.5519713322309393,1.0
1.3390537357091392,-0.19449914184159983,0.7019132112123438,-3.163135277313427,0.9991835892312522
3.895367288773362,-0.27425166700445175,0.9230366686707859,0.17875082240227164,0.9999714419750705
2.4307198878632823,-0.6287473708750606,1.1149444157125847,-0.02392261380798895,0.9999999994843976
0.7994783988379808,-0.784626847216578,0.7076553235311869,-0.592744726654097,0.9999999997219933
0.9693227061122022,-0.7975116829399065,1.8192806469724812,-0.3265015456316055,0.9999800073666927
0.5400790888041727,-0.6595558851598816,1.1014033505553307,-0.08037272685504357,0.999999999999825
3.584670384464349,-0.9702105291681443,0.7763379096201752,0.5693290942235072,0.9998336330452093
2.7745899502647946,-1.028677754757187,1.1809855807867304,0.5381491068597356,0.9999430482630063
2.216165902285993,-0.7856861025756003,0.7013952690139201,0.3028820005255746,0.9998883706803081
3.3265406685165617,-0.500450374094851,0.8608169638645377,0.38280412048356505,0.9999999999992459
3.269746373130767,-1.2292952317842207,0.6156344688774159,0.6719317575664525,0.9999999999996756
2.954917553734959,-0.7685304095693187,0.8197412972730104,0.505723052274056,0.9999999999286029
1.8321894610685132,-0.14636261804140574,0.8717480189918715,0.21861251565492054,0.9999998612982229
2.8677031332700977,-0.26897562018431215,1.250420002308894,0.5452075781061457,0.9999995196245673
1.7651467901080253,-1.0981604079487706,0.7588362247469583,-0.11078084845940403,0.9999891337351335
-0.20816905232516383,-0.28382965214014605,1.6828667956623247,0.04084588687144664,0.9999999999999951
3.9020573108084666,-0.5861974832306486,0.6332664111554245,0.20256795552191798,0.9951944767709546
2.2973227142053028,-1.1008911418066005,0.6364878963533654,0.47637185642517305,0.9969593629974812
3.2195845262142546,-0.461929212956828,0.6885088076565212,0.14677457460124047,0.9999999929220209
2.1489109931093564,-1.2376966367122317,1.4039779636693548,0.6677716922641709,0.9999999827343294
2.06595298031387,-0.2336615247487127,0.9582771255476976,0.4039232401436701,0.9973149206415376
3.30362797638389,-0.85294232897164,1.5417040232842885,0.42348526885353754,0.9999371403182236
3.1007150865730817,-0.8979094744881633,0.7744439689249651,0.553432070741581,0.9999999999999769
3.8714561740229536,-0.32882715728491674,0.716086853774832,0.4976191775990986,0.9999995530186947
2.8912028272602956,-0.5409092103994136,0.7681198941847973,0.2661672767593747,0.9999972411399237
3.249198357391113,-0.4277093938485824,1.8880109122450288,0.27847812077746265,0.9999999999999563
1.4243915544102774,-0.6876110506294081,0.623352681537992,-3.0445135300516943,0.9999999999957456
