Source_ID,Mean_Prob,Std_Dev,Coeff_Var,Median_Prob,Q25_Prob,Q75_Prob,IQR,Min_Prob,Max_Prob,Range,Skewness,E_peak,Beta,Sigma_det,Beta_Rel,log_E_peak,log_Beta,log_Sigma_det,log_Beta_Rel,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty,Consistent,Premium_Candidate,Stable_Candidate
552,0.09511339678449145,0.18091568751896184,1.9021050095375276,6.877668236444297e-07,1.8255826382337372e-11,0.06019783872432044,0.06019783870606461,2.4979754070050456e-55,0.4153684574130573,0.4153684574130573,1.4265830544299571,0.60684,0.239,5.8623,0.2665271966527197,-0.21692580031983064,-0.6216020990518624,0.7680680394539685,-0.5742584686127873,False,False,False,False,False,False,False
1123,0.09494865165035535,0.0871375337755995,0.9177331440066001,0.14884149085907913,3.6873632509624304e-05,0.1529255450720863,0.15288867143957668,2.8760239590709093e-41,0.1729393486881016,0.1729393486881016,-0.37394958347984264,0.023573,0.0633,5.1143,1.4897314375987363,-1.6275851437999462,-1.198596289982645,0.7087861997410012,0.1731079827199733,False,False,False,True,False,False,False
438,0.09429241487170031,0.14503974096410074,1.5381908054803994,5.0454530736058124e-05,1.545394668539796e-09,0.14219927463505577,0.1421992730896611,1.7425762725716775e-10,0.32921234347305744,0.32921234329879984,0.967457764188433,0.51122,0.2153,4.9363,1.9934974454249885,-0.2913921640051126,-0.6669559701765129,0.6934015457548047,0.29961568347042633,False,False,False,False,False,False,False
1015,0.09426805270588848,0.11719189384436973,1.2431770684627566,0.082740140092212,1.7481661462060004e-18,0.10205817864501693,0.10205817864501693,6.639418971821143e-26,0.2865419447922134,0.2865419447922134,0.9432818573150243,12.881,0.3764,4.1984,0.7526567481402763,1.109949580230588,-0.4243503852447807,0.6230838133595474,-0.12340304023478212,False,False,False,False,False,False,False
503,0.09407547520198314,0.06789272897931124,0.7216835377839756,0.11500027149423643,0.03594616628132745,0.14344016406396592,0.10749399778263848,0.010181443964081022,0.1658093302063049,0.15562788624222387,-0.2574974777899858,0.34709,0.0989,5.3376,1.1102123356926188,-0.4595578985941618,-1.0048037084028205,0.7273460246216259,0.04540604851689369,False,False,False,True,False,False,False
72,0.09403591248275303,0.14592885789181706,1.551841615831244,4.8116727784423186e-05,4.133032303541214e-06,0.13789153310990235,0.1378874000775988,5.828155570901538e-23,0.3322357795437748,0.3322357795437748,0.9989513640056189,13.594,0.1827,6.0771,0.7668308702791462,1.1333472655862429,-0.7382614526474622,0.7836963828161115,-0.11530041206676316,False,False,False,False,False,False,False
1097,0.09329781397922368,0.1274056101323329,1.365579653397968,0.004128672265133042,0.0012412467052220007,0.19802385558476931,0.19678260887954732,2.6474658734922844e-15,0.26309529534099135,0.2630952953409887,0.5058575765754019,0.15787,0.2837,5.8911,2.4839619316179062,-0.8017003910323132,-0.5471406642041478,0.7701963948425263,0.395144935701416,False,False,False,False,False,False,False
922,0.09311818691751601,0.11289949881608952,1.2124321835408365,0.05228650741881473,0.002314836111738265,0.14416280297297024,0.14184796686123197,0.0007111851290047754,0.26611560295505204,0.2654044178260473,0.7195574611673599,0.74002,0.4443,16.0634,0.20886788206167003,-0.13075654273893828,-0.3523236867591291,1.2058374740035451,-0.6801283370220089,False,False,False,False,False,False,False
80,0.09293970290866219,0.10005902425118637,1.0766013915872625,0.10495740812356079,1.6880444572886504e-05,0.1185458914699713,0.11852901102539841,8.148308042706432e-12,0.2411783344970577,0.24117833448890938,0.46619739567067886,0.45868,0.6221,7.7579,0.24352997910303809,-0.3384901961640768,-0.2061397986573304,0.8897441772067943,-0.6134475685043458,False,False,False,False,False,False,False
436,0.09248138755810892,0.14660295314049546,1.5852155894203512,9.52764215910299e-06,1.5915324723204003e-09,0.1267284767238731,0.12672847513234065,4.528887585194773e-20,0.3356689318329799,0.3356689318329799,1.0689095555045114,1.2045,0.3657,13.1948,0.2863002461033634,0.08080680433436215,-0.4368750396619556,1.1204028117933054,-0.543178278659202,False,False,False,False,False,False,False
1105,0.09236872921446812,0.11046898386435043,1.1959563896163605,0.03914123722949657,8.606495807922403e-08,0.1939896696133074,0.19398958354834933,2.1464833160380173e-08,0.2287126316997454,0.22871261023491224,0.38502873144706745,0.28678,0.3359,5.4389,0.5668353676689492,-0.5424511395889915,-0.4737899961583357,0.7355110739195219,-0.2465430597932087,False,False,False,False,False,False,False
582,0.09218036285708057,0.12881237351444824,1.3973947980679478,8.235870110726264e-07,1.2847618067823643e-10,0.19410668419438065,0.19410668406590448,4.862588182431038e-17,0.2667943063755349,0.26679430637553486,0.5274236981955716,0.36537,0.3089,11.2585,0.3544836516672062,-0.43726711480869124,-0.5101820916985493,1.0514805321567495,-0.45040378912531354,False,False,False,False,False,False,False
304,0.09167495804341694,0.1191158364385295,1.2993278206774685,0.023521024585555123,2.501876511631722e-05,0.1744501195185553,0.17442510075343898,1.4006088725178467e-05,0.26036462125913284,0.26035061517040764,0.580638038957236,0.83527,0.2137,10.401,1.0276087973795038,-0.07817311666481078,-0.6701954778359306,1.017075096376059,0.011827813613984828,False,False,False,False,False,False,False
953,0.09152588252462482,0.059743869546687034,0.6527537497720997,0.09833750588190071,0.049016574949476775,0.13575943473747196,0.08674285978799517,0.015040074396885433,0.15947582265738924,0.14443574826050382,-0.16208849030516803,0.068393,0.1097,4.5146,2.075660893345488,-1.1649883458960042,-0.9597933724252888,0.6546192772434656,0.3171564030404317,False,False,False,True,False,False,False
674,0.09143219799289155,0.1292739001559392,1.4138770461060033,2.9722879108980952e-08,5.677983661074772e-22,0.18303859055378977,0.18303859055378977,1.1381350202445811e-27,0.27412236968778886,0.27412236968778886,0.5916576196688222,0.83445,0.5112,7.2045,0.22437402190923317,-0.07859968100349077,-0.29140915484965624,0.8576038456946434,-0.6490274272490761,False,False,False,False,False,False,False
522,0.09128135753632591,0.12658274959653643,1.386731520495266,1.8146817004751127e-05,1.730119154351138e-05,0.1997532879110764,0.1997359867195329,2.097724556964814e-21,0.25661805176200486,0.25661805176200486,0.48440796753939463,0.52388,0.17,5.1572,0.6399999999999999,-0.28076818115777086,-0.769551078621726,0.7124139739919646,-0.1938200260161129,False,False,False,False,False,False,False
