Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,E_peak,Beta,Sigma_det,Beta_Rel,log_E_peak,log_Beta,log_Sigma_det,log_Beta_Rel,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
146,0.8061314660003156,0.3728900418878206,0.9719558231402707,0.9413605126117305,0.9841710013415647,0.14000544783536845,0.9931645450726432,11.498,0.34,9.0474,0.5352941176470588,1.060622304309956,-0.46852108295774486,0.956523791593644,-0.27140752905718035,False,False,True,False
596,0.8025013376024648,0.3988668648713421,0.9806092311870117,0.9602057282917413,0.9834162938873023,0.08941128033373673,0.9988641543125311,1.2712,0.4036,19.3727,0.23092170465807732,0.10421388419932318,-0.39404884243512706,1.2871901531602177,-0.6365352452108916,False,False,True,False
172,0.6531774602481754,0.29216556745683775,0.6355629966210236,0.6264170199993045,0.8384262465830228,0.1979180622154516,0.9675629758220746,0.13411,0.2563,5.5749,1.1498244245025362,-0.8725388374884626,-0.5912513938157561,0.7462370816147819,0.060631529665681166,False,False,True,False
331,0.6516696670378851,0.19363360381035236,0.6630513415215892,0.6036623196367312,0.6761684614071335,0.3867460949419002,0.9287201176820714,9.5884,0.2022,6.2851,1.1587537091988132,0.9817461432349174,-0.6942188487450177,0.7983121919826278,0.06399113734198054,False,False,True,False
106,0.6275481960657214,0.29733131136139174,0.6843807067740706,0.46711768002495246,0.8080800709435783,0.2088809311218641,0.9692815914641421,13.893,0.1439,11.8161,0.6108408617095206,1.1427960357135558,-0.8419392060633948,1.0724741577663524,-0.21407191886283325,False,False,True,False
110,0.6142387498373438,0.4711116679814675,0.8783887774099418,0.2137267347303377,0.9833664766586184,0.0007369406430619274,0.994974819744759,0.34322,0.3537,4.2845,0.5552728300819904,-0.46442741302449025,-0.4513649401852484,0.6319001471668083,-0.25549357636382075,False,False,True,False
29,0.6108832805412542,0.16888097831718277,0.6753176599143548,0.5005423659982354,0.6934894316349808,0.3800963929780107,0.8049705521806891,6.1427,0.7739,5.4138,0.3990179609768704,0.788359305564385,-0.11131515334030107,0.7335022077513035,-0.3990075549960003,False,False,True,False
66,0.5923131722657191,0.07335541167209157,0.5628662692439907,0.5595153379460182,0.6604379765129701,0.5029932479076917,0.6757530297179253,2.1508,0.1168,16.8691,0.5291095890410958,0.3326000278050816,-0.9325571572236193,1.2270919127337463,-0.2764543676875649,False,False,True,True
821,0.589358304805141,0.42431044622507963,0.6746178599116822,0.22055781982133324,0.9782294475155724,0.07837756635044477,0.9950088304266718,1.5437,0.6922,9.8576,0.3111817393816816,0.1885629041579057,-0.15976840504189108,0.9937711914493343,-0.5069858959961462,False,False,True,False
123,0.5857069716789299,0.3191963315114229,0.520352124419108,0.3149012398972023,0.9142622401902808,0.2563724878147264,0.9226467660733318,0.26898,0.1781,5.0611,0.7259966311061201,-0.5702800107505644,-0.7493360805367565,0.7042449184230212,-0.13906539458284953,False,False,True,False
781,0.5791358868736788,0.2621001390218408,0.6240805332506307,0.35709724775505686,0.7231394704374692,0.27773437160811143,0.9136278113171258,1.0893,0.5408,6.4758,0.4262204142011835,0.03714750363255473,-0.2669633170664205,0.8112934274442682,-0.3703657532079125,False,False,True,False
168,0.5758210798405371,0.42101663840256726,0.6165404239074455,0.2934480197063396,0.9488008461950881,0.020316112166215924,0.9999999972275966,0.22218,0.2072,5.0151,0.8938223938223938,-0.6532950375669138,-0.6836102489268046,0.7002795971800063,-0.048748768727279894,False,False,True,False
387,0.5565505415892857,0.38053735825447055,0.6733336147759175,0.3689803912520389,0.7609281632973783,3.0023797914001346e-11,0.9795105385910702,2.5505,0.4436,4.5218,0.7391794409377819,0.40662532786720573,-0.35300846252287754,0.6553113495137097,-0.13125012080775716,False,False,True,False
193,0.5514102807814795,0.30450625990399544,0.5778992504304608,0.44283358595211086,0.5944734061423858,0.14914669669098493,0.9926984646914551,0.23225,0.3411,6.1164,0.41659337437701555,-0.6340442773343206,-0.46711828059260274,0.7864958796363328,-0.38028764147992744,False,False,True,False
785,0.5512312841515573,0.44942798423349795,0.6917472201131323,0.15331841425517562,0.9149663095927949,0.0021259480469219163,0.993998528749762,0.78703,0.2986,7.3567,0.4450770261219022,-0.10400871289361972,-0.5249101966109935,0.8666830462421649,-0.3515648224462746,False,False,True,False
