Log(E_peak),Log(beta),Log(sigma),Log(beta_Rel)
1.0099180846659013,-1.391473966422806,2.0540182691117623,-0.7452031734567383
0.353916230920363,-0.8477116556169435,1.078221118535338,-0.2877772633246645
0.1067007323623542,-1.3925449767853315,1.0714180213651168,0.1422812923543925
-0.2440032542111027,-1.1101382787418117,1.9151100329885489,-0.7345256837931267
0.5391765020950162,-0.6963720236161103,0.9852557767326972,-0.2666000966281148
1.4952528600711832,-0.933674074637962,1.3376928189572486,-0.3868980287499189
0.515913563951504,-0.730253626869233,1.1221831000938682,-0.2641369277704866
-0.2687255876038575,-1.2104192878355746,2.337005161275957,-1.117482854228708
1.582937892153348,-1.1706962271689751,1.6217089527488189,-0.5029679119022735
1.5707180233278903,-1.343901797987168,0.7042191745716476,0.3346844897903059
0.6341547043808646,-0.9307019878844708,1.2501075883168922,-0.342570803088957
0.3374991945794436,-0.8601209135987634,1.1726262797479103,-0.3236377864094534
1.1818721590103336,-1.2448877336049289,1.314804368931693,-0.1402150503619365
0.4571246263034088,-1.2572748686953017,1.2490221571300686,-0.0924176081727618
0.8360137945203413,-1.1655792963184677,1.2367135633656372,-0.1870377335669127
-1.1508017825711503,-1.7212463990471711,0.8046504672818277,0.5743359288990366
0.7096345474057202,-0.9083330424043154,1.4526618147199248,-0.5402169596228094
1.5090276937017817,-1.1301817920206718,1.095605171319712,-0.0788297328905123
0.677241845946654,-0.1852198542541952,0.8646653112722631,-0.2974522634514311
0.3171018123980051,-1.068542129310995,1.7181827016127789,-0.6834846043271984
0.9841716313186312,-0.7532552902761587,1.2822277385660694,-0.4578695939484246
-0.8170150329964183,-1.0996328713435295,1.1112053658884844,-0.1251208689162339
0.2665139199091199,-0.6792307716613135,0.9297662223996562,-0.2793765431804614
0.4126621073725813,-0.9574244875598096,1.8617924019121768,-0.8723137970452332
0.0891276290442785,-1.400116927926312,1.0542222435206774,0.2090027952861242
-0.1544926752495895,-1.530177984021837,1.4917383859564202,-0.1080941799605701
0.7709476931058402,-0.9069286936239366,1.3162346181971385,-0.4322058283721942
0.6336805011103558,-0.870954940112042,0.6585837154070627,0.0272011305093864
1.458305392118017,-1.279014255846261,0.6236007198952573,0.319220883420972
1.0578942197245302,-1.515700160653214,1.6175989191267024,-0.217128110943772
0.9139568282488766,-1.0404816230270018,1.116298846799877,-0.0510333580943484
-4.612165427609189,-2.10790539730952,0.771536038555959,0.998326416110434
0.0734617292798349,-1.1726307269461749,1.297955188914619,-0.2329767226783985
1.0717715794167555,-0.6256183019491178,0.9625729374761828,-0.2118172915278631
-0.0364529896107161,-1.1643094285075744,1.2677113267266924,-0.1738778859551643
-0.440260903766192,-1.1518108830086011,1.5651828865554025,-0.499884253943238
1.0598662204109397,-1.0609802235513337,1.8449621466247723,-0.7746669206642294
5.128140683129993,-1.6903698325741012,1.1050432801996637,0.4500376772637317
0.2600713879850748,-1.469800301796918,1.077473286137835,0.1849676596453757
2.8788720769991767,-1.4647058799572297,1.5315900311206945,-0.2151478339317164
1.5939945410469103,-0.8748441704194698,1.2040385448055309,-0.2630244502674929
2.4141540976802074,-1.458420756053419,1.785020735194763,-0.4623979978989561
0.4863596256881288,-0.4922790233143864,1.1927151663876812,-0.4948837519804414
0.456092614887902,-1.011887159731648,0.944684966775625,-0.0674678388615643
1.0861105738013197,-1.1687703061329366,0.8107700112343635,0.1320858175190478
0.465962515279378,-0.8029952719769542,0.6360061943183231,0.1469943410341155
0.7025597715251587,-1.027334407733889,1.1207745815394268,-0.100509319517818
0.0980896903639522,-1.0888423912600234,1.9056491125907011,-0.8039476390921082
-0.0018976638610393,-1.1830961606243398,1.4877999228867558,-0.4120701227557222
0.1957889900358733,-1.1668528880872149,1.1688126304107145,-0.178008677101403
1.2184829875936447,-1.1897674820049158,1.517884414862199,-0.4053988013751461
0.3348556896172915,-0.9804683154687446,1.5875740340627889,-0.5833690374904994
0.1932637730013515,-1.2890368810047244,1.3967292466706058,-0.2266632796484899
2.515091939823924,-1.337242168318426,1.381385866013377,-0.1576078533616681
-0.8189285421773828,-0.7295540919820375,1.0891700730833953,-0.3850846879864506
-0.789868831815864,-1.454692883534176,1.5007481576058233,-0.1798191315749244
0.7381143408790178,-1.0443122496864945,1.643339152865025,-0.6293518893847544
-0.311126541668099,-1.138465589140962,1.1189323580148156,-0.1669292119254691
1.2796669440484556,-1.3477536589966768,0.7809362626690534,0.3129553600225888
-0.0611051824018296,-1.2479515521805615,2.415445803732393,-1.1609838407929394
-0.319175161059037,-1.844663962534938,0.97644627438929,0.5330837845376488
1.4035151549893448,-0.111932886592563,0.6183723883517107,-0.3821035953893109
1.219924913188828,-8.686758342857122e-05,0.6710802327388493,-1.2855833726713384
-0.5623762570029408,-1.2967086218813386,0.8798639642301539,0.1809373915139425
0.8338735168672197,-1.1630432629404497,1.091206044459816,-0.0200528976838901
-0.1975204635032216,-1.1186153432294272,1.3143876401653745,-0.30504330656478
0.5442045154573945,-1.0530567293021746,0.7718446011470076,0.1447236868978591
0.2867931756549739,-1.1870866433571443,1.839361759043804,-0.7194916714806205
-0.971062922929322,-1.1739251972991736,0.7618151176130693,0.1516488025880213
1.761236023121432,-0.3703865546218168,0.6750172016205663,-0.0073994224118878
0.5255630582700669,-1.176525770829699,1.3335218337381607,-0.2756995237824786
-4.313158249045718,-1.853871964321762,1.2882827691644416,0.2654916702849921
0.1255463236711902,-1.330683119433888,1.0242557345263548,0.1216715945227036
-0.1892098457039272,-1.1505805862031009,1.551270631475165,-0.391537517062907
-0.1020926318451817,-1.1073489661226996,1.5477402557340127,-0.5366251766841776
0.0575520010545326,-1.1029229967905798,1.5834073666466384,-0.4939564820336024
1.4277294795038933,-0.6931462513069913,0.7795892770038537,-0.1986270923180802
-0.8806121263776641,-1.4634415574284698,1.6029027900555497,-0.2532572138679805
0.0469241742300349,-1.109020403010311,1.2168860489164572,-0.1150052658603198
1.9714150233849952,-1.6020599913279625,1.0010540554317204,0.421603926869831
0.1971426649725627,-0.8005190851376441,1.078522066078808,-0.2208439664778815
0.4891847745799981,-0.894489815230026,0.9968923884967628,-0.1991751429648833
0.8855986599072528,-0.672436739812722,1.3080754237027552,-0.5732149244762591
2.269139196792179,-1.815308569182401,1.621114977509603,0.019428551838326
-0.2038699010509384,-1.0958256317158366,1.5030685278861309,-0.405863814494563
4.026288062023943,-1.9913998282380825,1.0923977856720657,0.596704874379192
1.1522883443830565,-1.3840499483435988,1.9395417155453705,-0.6073498798944834
0.7692517465919648,-1.1396619934290064,1.7058816650311976,-0.5931662781679798
-0.1540404303218936,-1.2175273758337135,1.7858976063307066,-0.6271365867012244
-1.7241590600953312,-1.1191864077192086,0.712632868181526,0.1862572637645788
0.5585525804154529,-1.3645162531850878,0.9689543457734964,0.2532572138679804
-0.0074199746666464,-1.2732727909734278,0.8865753197541674,0.2157768971415084
0.024321442141565,-1.4282911681913124,1.3568019191578513,-0.0531948919308001
0.6450290647211425,-1.0172766123314547,0.8528214393076506,0.0718896668883424
-2.528297664020443,-1.709965388637482,1.6437713711560975,-0.0805195968198871
0.4352549303958978,-1.1493537648169334,0.8885894361775805,0.0647536000292032
0.0466902213700569,-1.243363891754152,1.5712918020907582,-0.4025276690984471
1.3197928884804508,-1.2006594505464183,1.5931630733623925,-0.4628808156050522
0.7086333210153982,-0.8035474582966109,1.044477041859281,-0.2485289218716627
0.4184338800803244,-1.090979145788844,0.8675205192254128,0.0970171007861611
0.2619524328441316,-0.9262816496538774,1.4505092990410668,-0.507870531672605
-0.1240478995521632,-1.0665127121512945,1.986965108957326,-0.8920946026904805
0.5910089246773104,-0.839831707041488,0.9519055191717978,-0.1658511402888753
0.2865911834373263,-1.100726812682396,0.740489011333966,0.1511065689438539
0.0108509573739228,-1.048176964684088,0.960047217179546,0.0105463003541091
2.336679827345716,-1.454692883534176,0.6588886439657742,0.4992326439265868
-0.5437402757335277,-1.0123337350737254,0.8858472672881537,-0.0140766414990176
-1.911509529817604,-1.6757175447023074,1.2938109835772436,0.2332247466079652
0.394329080403031,-1.1687703061329366,1.848165091525732,-0.7206399835678144
1.6761721433041767,-1.2525881921135766,1.1412459050426065,0.0046366399330152
1.064083435963596,-0.7624562618571255,1.1158633605118564,-0.3106870291931821
1.2859621617313932,-1.282329496997738,0.690160625970622,0.3303826701133468
-1.1192892791212274,-1.3260580013659122,0.6945613285883722,0.2725102663789853
0.1991790260511266,-0.6873995607387406,0.941764779989639,-0.1969899275869596
0.256453144939036,-1.238072161579471,0.7153765052071367,0.3732048129562458
0.8538259266666414,-0.6468534537860207,0.857284238807806,-0.144705189775412
-0.7014307262628073,-1.0741724253752576,1.8054050173462344,-0.7109837265770445
-0.1440025963999245,-0.7804154737857453,1.0043987659030966,-0.1865630815313441
0.0149403497929365,-1.1295960947209729,0.808467556372229,0.0701125796535401
1.2986784505601874,-1.0746879085003505,0.7561338312906801,0.2201950799100131
0.7566056837488723,-0.9546770212133424,1.1769994319481292,-0.2160192059556325
0.9740462924235876,-0.6922900765951933,1.4649155848685356,-0.6319315817307217
0.8964876363168468,-0.8102290436531262,0.8132940326088313,0.0659838302961703
0.1844926885284231,-1.2975694635544748,1.4180741390094005,-0.17738572940868
0.2020248951040378,-1.0048037084028203,1.497809792511603,-0.5239045805382408
2.445386223032165,-1.38933983691012,1.2062347254901966,0.0337784263779585
-2.051064043960133,-1.7351821769904636,1.1062487086557913,0.4044990575565757
1.6016146111876757,-4.34316198075056e-05,0.6309869107702202,-1.7904415538375615
0.7110053634855482,-1.0574958938319192,1.3143118283184072,-0.2921965830361443
0.3068537486930087,-0.9034375616258644,1.05577192349387,-0.2691931653203103
-0.8793273767173924,-1.316052869248488,1.746611627490869,-0.4664631865376059
-0.6595757164109138,-1.284832642151542,1.255868045129119,-0.0919180674505573
1.6750814456877017,-0.0156077214757344,0.614781248141078,-0.3912170150461629
0.8638163664952808,-0.5845258318907643,1.0852941467814012,-0.381246907338685
-0.9244165448061872,-1.279014255846261,1.9769123173445349,-0.7478578905540404
0.1704670763859371,-1.0589857562944305,1.6888601228479905,-0.6146783827768183
0.1842370290163712,-1.4461169733561257,1.1499884564914762,0.1528347556928843
-2.814514508265531,-1.3001622741327543,0.8607571230815421,0.2300918342173421
0.2619286729906419,-0.0584885673655969,0.6091887360236691,-0.2769634703878563
-0.5378716478850937,-1.4341521813264824,1.5320418575274275,-0.1475465273537721
1.0866089445729477,-0.8754957751657177,1.44177052199121,-0.5401730004667515
-0.090347709252018,-1.2097148359667584,1.1930104418540204,-0.1163431653991539
1.678991565883618,-1.343901797987168,1.2418402272695106,0.0582315577324011
-0.1056063916530212,-1.1784864715952268,1.261062928328802,-0.061091044981561
0.8454763318309811,-1.3381873144627388,1.529204421410015,-0.2451721781989803
0.5132708844655156,-1.025028005701931,1.1075660807988017,-0.0947302184025886
1.388988785124714,-0.0165090281848335,0.7763306410324563,-0.4081876383927674
2.635081436010873,-1.7721132953863266,1.378910030018806,0.2208196152914063
1.500634350036307,-0.7221616669979526,0.9026120001208474,-0.1726689050027157
0.8079339627676135,-1.080398976215889,1.705554979920216,-0.6385676565363835
1.1192228869235834,-0.8604357338241503,0.950413539369381,-0.0272944977585791
1.107854147536859,-0.3960981682683286,0.8887914571054718,-0.2509479200215837
0.1851737123573369,-1.6615435063953952,1.14752792782225,0.4026951052471802
-5.209616303826601,-2.3872161432802645,0.7604978752265267,1.293012023648133
1.271632537487123,-1.058488567365597,0.9518036250729132,0.0274382483469396
-0.1520388704407565,-1.2448877336049289,1.0703112936368813,0.1135321719997545
0.9517356823899126,-1.260427655549908,0.9668829218293868,0.0890875520852279
