number,prob_DM,anomaly_score,anomaly_score_norm,combined_score
149,0.87,-11.309409062207337,0.0002060043188976124,0.4351030021594488
338,0.87,-11.309409068395585,0.00016970686556305736,0.4350848534327815
5,0.87,-11.309409071199054,0.0001532629830762744,0.43507663149153813
42,0.87,-11.30940907283122,0.00014368943811859936,0.4350718447190593
466,0.87,-11.30940907785331,0.00011423214164096862,0.4350571160708205
89,0.87,-11.30940907825753,0.00011186115443706512,0.43505593057721853
961,0.87,-11.30940907978168,0.00010292118531651795,0.43505146059265826
133,0.87,-11.30940908038514,9.938156290445477e-05,0.4350496907814522
966,0.87,-11.309409080867937,9.654970199335366e-05,0.4350482748509967
522,0.87,-11.309409082131255,8.913964848034084e-05,0.43504456982424017
714,0.87,-11.309409083877194,7.889876724220812e-05,0.4350394493836211
404,0.87,-11.309409088704786,5.0582297262735665e-05,0.43502529114863137
272,0.87,-11.309409089926104,4.341859312262386e-05,0.4350217092965613
975,0.87,-11.309409094610976,1.593926572240889e-05,0.4350079696328612
559,0.87,-11.309409095171,1.2654418242163956e-05,0.4350063272091211
186,0.87,-11.30940909617155,6.785645382478833e-06,0.43500339282269124
808,0.87,-11.30940909632058,5.911497282795608e-06,0.4350029557486414
1124,0.87,-11.309409096446664,5.171939847059548e-06,0.4350025859699235
1074,0.87,-11.309409096754615,3.3656397135928273e-06,0.4350016828198568
946,0.87,-11.309409096782543,3.2018288038671017e-06,0.43500160091440193
271,0.87,-11.309409096833264,2.9043294489383698e-06,0.43500145216472447
568,0.87,-11.30940909687547,2.656772267073393e-06,0.43500132838613353
630,0.87,-11.309409096989636,1.987122232094407e-06,0.43500099356111604
683,0.87,-11.309409097034276,1.725275069475174e-06,0.43500086263753474
859,0.87,-11.309409097132624,1.1484225979074836e-06,0.43500057421129895
167,0.87,-11.309409097140664,1.1012598406523466e-06,0.4350005506299203
943,0.87,-11.309409097155877,1.012027496472001e-06,0.43500050601374823
1055,0.87,-11.3094090971629,9.708310244604945e-07,0.43500048541551223
784,0.87,-11.309409097163185,9.691575542092323e-07,0.4350004845787771
789,0.87,-11.309409097194823,7.835915312170982e-07,0.4350003917957656
1047,0.87,-11.30940909722186,6.250047590583563e-07,0.4350003125023795
842,0.87,-11.30940909725097,4.5425258576869965e-07,0.4350002271262929
552,0.87,-11.3094090972607,3.9717997424304485e-07,0.4350001985899871
628,0.87,-11.309409097261703,3.9130100049078465e-07,0.43500019565050024
711,0.87,-11.30940909728077,2.79454980045557e-07,0.43500013972749
772,0.87,-11.309409097293564,2.0441075321286917e-07,0.4350001022053766
722,0.87,-11.30940909729687,1.8502760212868452e-07,0.43500009251380106
403,0.87,-11.309409097301064,1.6042031347751617e-07,0.43500008021015674
438,0.87,-11.309409097313264,8.886854629963636e-08,0.43500004443427315
716,0.87,-11.30940909731784,6.202026270329952e-08,0.43500003101013135
901,0.87,-11.309409097319442,5.26342773810029e-08,0.4350000263171387
825,0.87,-11.309409097319774,5.0684320740401745e-08,0.43500002534216037
886,0.87,-11.309409097319817,5.043693818151951e-08,0.4350000252184691
957,0.87,-11.309409097320902,4.406319931149483e-08,0.43500002203159965
548,0.87,-11.309409097322591,3.4153345040977e-08,0.4350000170766725
84,0.87,-11.309409097324062,2.5524059310555458e-08,0.43500001276202965
695,0.87,-11.309409097324398,2.3559550754725933e-08,0.4350000117797754
561,0.87,-11.309409097325243,1.8597347661852837e-08,0.43500000929867383
1002,0.87,-11.30940909732581,1.5279510989785194e-08,0.4350000076397555
335,0.87,-11.309409097326302,1.2383679859340191e-08,0.4350000061918399
607,0.87,-11.309409097328038,2.2118911147117615e-09,0.43500000110594556
681,0.87,-11.309409097328182,1.367880031466484e-09,0.43500000068394
899,0.87,-11.309409097328189,1.3242242857813835e-09,0.43500000066211214
629,0.87,-11.309409097328263,8.87666828930378e-10,0.4350000004438334
689,0.87,-11.309409097328322,5.384208634495735e-10,0.43500000026921043
1090,0.87,-11.309409097328333,4.802132025361061e-10,0.4350000002401066
107,0.87,-11.30940909732836,3.2014213502407074e-10,0.43500000016007107
713,0.87,-11.309409097328396,1.0186340659856796e-10,0.4350000000509317
151,0.87,-11.3094090973284,8.731149137020111e-11,0.43500000004365574
334,0.87,-11.309409097328404,5.820766091346741e-11,0.43500000002910383
1036,0.87,-11.309409097328407,4.3655745685100555e-11,0.43500000002182787
90,0.87,-11.309409097328407,4.3655745685100555e-11,0.43500000002182787
93,0.87,-11.309409097328407,4.3655745685100555e-11,0.43500000002182787
157,0.87,-11.30940909732841,1.4551915228366852e-11,0.43500000000727596
604,0.87,-11.309409097328412,1.4551915228366852e-11,0.43500000000727596
402,0.87,-11.309409097328414,0.0,0.435
514,0.87,-11.309409097328414,0.0,0.435
330,0.87,-11.309409097328414,0.0,0.435
977,0.87,-11.309409097328414,0.0,0.435
876,0.87,-11.309409097328414,0.0,0.435
508,0.87,-11.309409097328414,0.0,0.435
111,0.87,-11.309409097328414,0.0,0.435
360,0.87,-11.309409097328414,0.0,0.435
732,0.87,-11.309409097328414,0.0,0.435
970,0.87,-11.309409097328414,0.0,0.435
744,0.87,-11.309409097328414,0.0,0.435
337,0.87,-11.309409097328414,0.0,0.435
767,0.87,-11.309409097328414,0.0,0.435
768,0.87,-11.309409097328414,0.0,0.435
843,0.87,-11.309409097328414,0.0,0.435
250,0.87,-11.309409097328414,0.0,0.435
105,0.87,-11.309409097328414,0.0,0.435
958,0.87,-11.309409097328414,0.0,0.435
872,0.87,-11.309409097328414,0.0,0.435
352,0.87,-11.309409097328414,0.0,0.435
875,0.87,-11.309409097328414,0.0,0.435
349,0.87,-11.309409097328414,0.0,0.435
501,0.87,-11.309409097328414,0.0,0.435
764,0.87,-11.309409097328414,0.0,0.435
800,0.87,-11.309409097328414,0.0,0.435
540,0.87,-11.309409097328414,0.0,0.435
477,0.87,-11.309409097328414,0.0,0.435
163,0.87,-11.309409097328414,0.0,0.435
1118,0.87,-11.309409097328414,0.0,0.435
1106,0.87,-11.309409097328414,0.0,0.435
8,0.87,-11.309409097328414,0.0,0.435
11,0.87,-11.309409097328414,0.0,0.435
566,0.87,-11.309409097328414,0.0,0.435
569,0.87,-11.309409097328414,0.0,0.435
656,0.87,-11.309409097328414,0.0,0.435
575,0.87,-11.309409097328414,0.0,0.435
676,0.87,-11.309409097328414,0.0,0.435
130,0.87,-11.309409097328414,0.0,0.435
598,0.87,-11.309409097328414,0.0,0.435
603,0.87,-11.309409097328414,0.0,0.435
674,0.87,-11.309409097328414,0.0,0.435
694,0.87,-11.309409097328414,0.0,0.435
368,0.87,-11.309409097328414,0.0,0.435
369,0.87,-11.309409097328414,0.0,0.435
541,0.87,-11.309409097328414,0.0,0.435
712,0.87,-11.309409097328414,0.0,0.435
199,0.87,-11.309409097328414,0.0,0.435
205,0.87,-11.309409097328414,0.0,0.435
921,0.87,-11.309409097328414,0.0,0.435
922,0.87,-11.309409097328414,0.0,0.435
898,0.87,-11.309409097328414,0.0,0.435
652,0.87,-11.309409097328414,0.0,0.435
643,0.87,-11.309409097328414,0.0,0.435
724,0.87,-11.309409097328414,0.0,0.435
553,0.87,-11.309409097328414,0.0,0.435
550,0.87,-11.309409097328414,0.0,0.435
296,0.87,-11.309409097328414,0.0,0.435
662,0.87,-11.309409097328414,0.0,0.435
152,0.87,-11.309409097328414,0.0,0.435
156,0.87,-11.309409097328414,0.0,0.435
432,0.87,-11.309409097328414,0.0,0.435
85,0.87,-11.309409097328414,0.0,0.435
509,0.87,-11.309409097328414,0.0,0.435
968,0.87,-11.309409097328414,0.0,0.435
964,0.87,-11.309409097328414,0.0,0.435
967,0.87,-11.309409097328414,0.0,0.435
698,0.87,-11.309409097328414,0.0,0.435
658,0.87,-11.309409097328414,0.0,0.435
990,0.87,-11.309409097328414,0.0,0.435
996,0.87,-11.309409097328414,0.0,0.435
983,0.87,-11.309409097328414,0.0,0.435
530,0.87,-11.309409097328414,0.0,0.435
536,0.87,-11.309409097328414,0.0,0.435
531,0.87,-11.309409097328414,0.0,0.435
945,0.87,-11.309409097328414,0.0,0.435
495,0.87,-11.309409097328414,0.0,0.435
715,0.87,-11.309409097328414,0.0,0.435
931,0.87,-11.309409097328414,0.0,0.435
932,0.87,-11.309409097328414,0.0,0.435
929,0.87,-11.309409097328414,0.0,0.435
1003,0.87,-11.309409097328414,0.0,0.435
999,0.87,-11.309409097328414,0.0,0.435
304,0.87,-11.309409097328414,0.0,0.435
324,0.87,-11.309409097328414,0.0,0.435
134,0.87,-11.309409097328414,0.0,0.435
688,0.87,-11.309409097328414,0.0,0.435
378,0.87,-11.309409097328414,0.0,0.435
381,0.87,-11.309409097328414,0.0,0.435
952,0.87,-11.309409097328414,0.0,0.435
954,0.87,-11.309409097328414,0.0,0.435
951,0.87,-11.309409097328414,0.0,0.435
918,0.87,-11.309409097328414,0.0,0.435
233,0.87,-11.309409097328414,0.0,0.435
229,0.87,-11.309409097328414,0.0,0.435
799,0.87,-11.309409097328414,0.0,0.435
819,0.87,-11.309409097328414,0.0,0.435
816,0.87,-11.309409097328414,0.0,0.435
414,0.87,-11.309409097328414,0.0,0.435
841,0.87,-11.309409097328414,0.0,0.435
23,0.87,-11.309409097328414,0.0,0.435
826,0.87,-11.309409097328414,0.0,0.435
823,0.87,-11.309409097328414,0.0,0.435
428,0.87,-11.309409097328414,0.0,0.435
424,0.87,-11.309409097328414,0.0,0.435
422,0.87,-11.309409097328414,0.0,0.435
834,0.87,-11.309409097328414,0.0,0.435
1041,0.87,-11.309409097328414,0.0,0.435
677,0.87,-11.309409097328414,0.0,0.435
700,0.87,-11.309409097328414,0.0,0.435
547,0.87,-11.309409097328414,0.0,0.435
697,0.87,-11.309409097328414,0.0,0.435
49,0.87,-11.309409097328414,0.0,0.435
984,0.87,-11.309409097328414,0.0,0.435
785,0.87,-11.309409097328414,0.0,0.435
412,0.87,-11.309409097328414,0.0,0.435
818,0.87,-11.309409097328414,0.0,0.435
442,0.87,-11.309409097328414,0.0,0.435
415,0.87,-11.309409097328414,0.0,0.435
1056,0.87,-11.309409097328414,0.0,0.435
409,0.87,-11.309409097328414,0.0,0.435
245,0.87,-11.309409097328414,0.0,0.435
684,0.87,-11.309409097328414,0.0,0.435
685,0.87,-11.309409097328414,0.0,0.435
1048,0.87,-11.309409097328414,0.0,0.435
923,0.87,-11.309409097328414,0.0,0.435
388,0.87,-11.309409097328414,0.0,0.435
389,0.87,-11.309409097328414,0.0,0.435
860,0.87,-11.309409097328414,0.0,0.435
1081,0.87,-11.309409097328414,0.0,0.435
904,0.87,-11.309409097328414,0.0,0.435
828,0.87,-11.309409097328414,0.0,0.435
1064,0.87,-11.309409097328414,0.0,0.435
810,0.82,-11.309401036782024,0.04727951149106957,0.43363975574553476
624,0.85,-11.309406392554438,0.015864978151512332,0.43293248907575616
62,0.82,-11.309401533085822,0.04436841838469263,0.4321842091923463
857,0.86,-11.309408869084804,0.001338773567113094,0.43066938678355654
1022,0.86,-11.309408921927304,0.0010288234043400735,0.43051441170217003
452,0.86,-11.309409013417405,0.0004921839426970109,0.4302460919713485
454,0.86,-11.309409042138457,0.00032371927227359265,0.4301618596361368
614,0.86,-11.309409044654524,0.00030896117095835507,0.43015448058547917
478,0.86,-11.30940904741604,0.0002927633613580838,0.43014638168067904
141,0.86,-11.30940905979059,0.00022017986339051276,0.43011008993169525
942,0.86,-11.309409078283348,0.00011170972720719874,0.4300558548636036
74,0.86,-11.309409078298838,0.00011161886504851282,0.43005580943252425
88,0.86,-11.309409084862232,7.312097295653075e-05,0.43003656048647826
467,0.86,-11.309409085820713,6.749895692337304e-05,0.4300337494784617
910,0.86,-11.30940908766152,5.670162499882281e-05,0.4300283508124994
507,0.86,-11.309409089858562,4.381476901471615e-05,0.43002190738450735
813,0.86,-11.309409090535096,3.984651993960142e-05,0.4300199232599698
413,0.86,-11.309409092771103,2.673112612683326e-05,0.4300133655630634
76,0.86,-11.309409096475555,5.002482794225216e-06,0.4300025012413971
154,0.86,-11.309409096777353,3.232271410524845e-06,0.43000161613570526
500,0.86,-11.309409096920277,2.393950126133859e-06,0.43000119697506306
1049,0.86,-11.309409096999362,1.930078724399209e-06,0.4300009650393622
147,0.86,-11.309409097049455,1.6362464521080256e-06,0.43000081812322605
903,0.86,-11.309409097160891,9.826180757954717e-07,0.4300004913090379
991,0.86,-11.309409097207448,7.095368346199393e-07,0.4300003547684173
135,0.86,-11.309409097209915,6.950576789677143e-07,0.4300003475288395
976,0.86,-11.309409097251285,4.5240449253469706e-07,0.43000022620224626
155,0.86,-11.309409097278028,2.9554939828813076e-07,0.43000014777469914
516,0.86,-11.309409097279048,2.89568561129272e-07,0.43000014478428056
139,0.86,-11.309409097311176,1.0110670700669289e-07,0.4300000505533535
340,0.86,-11.30940909731348,8.760252967476845e-08,0.43000004380126483
165,0.86,-11.309409097317245,6.551272235810757e-08,0.4300000327563612
172,0.86,-11.30940909732089,4.413595888763666e-08,0.43000002206797944
884,0.86,-11.30940909732345,2.911838237196207e-08,0.4300000145591912
705,0.86,-11.309409097326084,1.3664248399436474e-08,0.4300000068321242
396,0.86,-11.309409097326093,1.3620592653751373e-08,0.4300000068102963
216,0.86,-11.309409097327572,4.933099262416363e-09,0.4300000024665496
927,0.86,-11.309409097327665,4.394678398966789e-09,0.4300000021973392
610,0.86,-11.309409097327826,3.448803909122944e-09,0.43000000172440195
410,0.86,-11.309409097328295,6.984919309616089e-10,0.43000000034924596
380,0.86,-11.30940909732836,3.2014213502407074e-10,0.43000000016007106
661,0.86,-11.309409097328386,1.7462298274040222e-10,0.4300000000873115
619,0.86,-11.309409097328396,1.0186340659856796e-10,0.4300000000509317
770,0.86,-11.3094090973284,8.731149137020111e-11,0.43000000004365574
882,0.86,-11.309409097328407,4.3655745685100555e-11,0.43000000002182787
208,0.86,-11.309409097328412,1.4551915228366852e-11,0.43000000000727595
591,0.86,-11.309409097328414,0.0,0.43
419,0.86,-11.309409097328414,0.0,0.43
805,0.86,-11.309409097328414,0.0,0.43
720,0.86,-11.309409097328414,0.0,0.43
848,0.86,-11.309409097328414,0.0,0.43
654,0.86,-11.309409097328414,0.0,0.43
601,0.86,-11.309409097328414,0.0,0.43
972,0.86,-11.309409097328414,0.0,0.43
651,0.86,-11.309409097328414,0.0,0.43
727,0.86,-11.309409097328414,0.0,0.43
947,0.86,-11.309409097328414,0.0,0.43
675,0.86,-11.309409097328414,0.0,0.43
925,0.86,-11.309409097328414,0.0,0.43
928,0.86,-11.309409097328414,0.0,0.43
1030,0.86,-11.309409097328414,0.0,0.43
1021,0.86,-11.309409097328414,0.0,0.43
743,0.86,-11.309409097328414,0.0,0.43
543,0.86,-11.309409097328414,0.0,0.43
164,0.86,-11.309409097328414,0.0,0.43
491,0.86,-11.309409097328414,0.0,0.43
470,0.86,-11.309409097328414,0.0,0.43
16,0.86,-11.309409097328414,0.0,0.43
3,0.86,-11.309409097328414,0.0,0.43
938,0.86,-11.309409097328414,0.0,0.43
1065,0.86,-11.309409097328414,0.0,0.43
930,0.86,-11.309409097328414,0.0,0.43
344,0.86,-11.309409097328414,0.0,0.43
1035,0.86,-11.309409097328414,0.0,0.43
699,0.86,-11.309409097328414,0.0,0.43
913,0.86,-11.309409097328414,0.0,0.43
136,0.86,-11.309409097328414,0.0,0.43
896,0.86,-11.309409097328414,0.0,0.43
476,0.86,-11.309409097328414,0.0,0.43
758,0.86,-11.309409097328414,0.0,0.43
1075,0.86,-11.309409097328414,0.0,0.43
192,0.86,-11.309409097328414,0.0,0.43
441,0.86,-11.309409097328414,0.0,0.43
851,0.86,-11.309409097328414,0.0,0.43
79,0.86,-11.309409097328414,0.0,0.43
313,0.86,-11.309409097328414,0.0,0.43
637,0.86,-11.309409097328414,0.0,0.43
395,0.86,-11.309409097328414,0.0,0.43
636,0.86,-11.309409097328414,0.0,0.43
865,0.86,-11.309409097328414,0.0,0.43
822,0.86,-11.309409097328414,0.0,0.43
757,0.86,-11.309409097328414,0.0,0.43
462,0.86,-11.309409097328414,0.0,0.43
959,0.86,-11.309409097328414,0.0,0.43
780,0.86,-11.309409097328414,0.0,0.43
1001,0.86,-11.309409097328414,0.0,0.43
299,0.86,-11.309409097328414,0.0,0.43
917,0.86,-11.309409097328414,0.0,0.43
883,0.86,-11.309409097328414,0.0,0.43
431,0.86,-11.309409097328414,0.0,0.43
790,0.86,-11.309409097328414,0.0,0.43
894,0.86,-11.309409097328414,0.0,0.43
418,0.86,-11.309409097328414,0.0,0.43
845,0.86,-11.309409097328414,0.0,0.43
1051,0.86,-11.309409097328414,0.0,0.43
655,0.86,-11.309409097328414,0.0,0.43
581,0.86,-11.309409097328414,0.0,0.43
211,0.86,-11.309409097328414,0.0,0.43
279,0.86,-11.309409097328414,0.0,0.43
878,0.86,-11.309409097328414,0.0,0.43
128,0.86,-11.309409097328414,0.0,0.43
1059,0.86,-11.309409097328414,0.0,0.43
254,0.86,-11.309409097328414,0.0,0.43
544,0.86,-11.309409097328414,0.0,0.43
829,0.86,-11.309409097328414,0.0,0.43
408,0.85,-11.309407725141826,0.008048624556977302,0.42902431227848864
935,0.84,-11.309406081535764,0.01768927270313725,0.4288446363515686
1037,0.85,-11.309408403246826,0.004071167990332469,0.4270355839951662
314,0.85,-11.309408450915846,0.00379156312556006,0.42689578156278
366,0.85,-11.30940858191662,0.0030231719720177352,0.42651158598600886
1007,0.85,-11.309408599260513,0.0029214405512902886,0.42646072027564513
797,0.85,-11.309408941858454,0.0009119163150899112,0.42545595815754494
893,0.85,-11.309409096751876,3.3817050280049443e-06,0.425001690852514
806,0.85,-11.30940909714366,1.0836811270564795e-06,0.4250005418405635
31,0.85,-11.309409097309802,1.0916846804320812e-07,0.425000054584234
778,0.85,-11.309409097327585,4.8603396862745285e-09,0.42500000243016983
237,0.85,-11.30940909732782,3.4924596548080444e-09,0.4250000017462298
312,0.85,-11.309409097328302,6.548361852765083e-10,0.4250000003274181
781,0.85,-11.309409097328407,4.3655745685100555e-11,0.42500000002182786
224,0.85,-11.30940909732841,1.4551915228366852e-11,0.42500000000727595
777,0.85,-11.309409097328414,0.0,0.425
471,0.85,-11.309409097328414,0.0,0.425
754,0.85,-11.309409097328414,0.0,0.425
1121,0.85,-11.309409097328414,0.0,0.425
407,0.85,-11.309409097328414,0.0,0.425
289,0.85,-11.309409097328414,0.0,0.425
993,0.85,-11.309409097328414,0.0,0.425
1099,0.85,-11.309409097328414,0.0,0.425
12,0.85,-11.309409097328414,0.0,0.425
866,0.85,-11.309409097328414,0.0,0.425
915,0.85,-11.309409097328414,0.0,0.425
934,0.85,-11.309409097328414,0.0,0.425
293,0.85,-11.309409097328414,0.0,0.425
771,0.85,-11.309409097328414,0.0,0.425
1038,0.85,-11.309409097328414,0.0,0.425
626,0.85,-11.309409097328414,0.0,0.425
940,0.85,-11.309409097328414,0.0,0.425
706,0.85,-11.309409097328414,0.0,0.425
517,0.85,-11.309409097328414,0.0,0.425
260,0.85,-11.309409097328414,0.0,0.425
657,0.85,-11.309409097328414,0.0,0.425
924,0.85,-11.309409097328414,0.0,0.425
505,0.85,-11.309409097328414,0.0,0.425
836,0.85,-11.309409097328414,0.0,0.425
306,0.85,-11.309409097328414,0.0,0.425
891,0.85,-11.309409097328414,0.0,0.425
1082,0.85,-11.309409097328414,0.0,0.425
398,0.8,-11.309401330699616,0.045555524120572954,0.4227777620602865
346,0.81,-11.309403752854704,0.03134826027962845,0.42067413013981425
995,0.84,-11.309408961478445,0.000796834341599606,0.4203984171707998
775,0.84,-11.3094090413572,0.00032830177224241197,0.4201641508861212
1069,0.84,-11.309409079326873,0.00010558888607192785,0.42005279444303595
440,0.84,-11.309409097032692,1.7345737433061004e-06,0.42000086728687164
420,0.84,-11.309409097327167,7.3196133598685265e-09,0.42000000365980666
1066,0.84,-11.309409097328414,0.0,0.42
339,0.84,-11.309409097328414,0.0,0.42
234,0.84,-11.309409097328414,0.0,0.42
852,0.84,-11.309409097328414,0.0,0.42
1050,0.84,-11.309409097328414,0.0,0.42
355,0.83,-11.309409069341172,0.00016416047583334148,0.41508208023791665
1095,0.83,-11.309409094799411,1.4833989553153515e-05,0.41500741699477656
181,0.83,-11.30940909590038,8.376198820769787e-06,0.41500418809941036
474,0.83,-11.30940909640241,5.431516910903156e-06,0.41500271575845543
266,0.83,-11.309409097328286,7.566995918750763e-10,0.4150000003783498
707,0.83,-11.309409097328414,0.0,0.415
305,0.83,-11.309409097328414,0.0,0.415
19,0.83,-11.309409097328414,0.0,0.415
434,0.83,-11.309409097328414,0.0,0.415
786,0.83,-11.309409097328414,0.0,0.415
400,0.83,-11.309409097328414,0.0,0.415
551,0.83,-11.309409097328414,0.0,0.415
519,0.83,-11.309409097328414,0.0,0.415
948,0.83,-11.309409097328414,0.0,0.415
120,0.83,-11.309409097328414,0.0,0.415
831,0.83,-11.309409097328414,0.0,0.415
392,0.83,-11.309409097328414,0.0,0.415
189,0.83,-11.309409097328414,0.0,0.415
320,0.81,-11.30940649627812,0.01525658204627689,0.41262829102313847
746,0.82,-11.309408374367209,0.0042405627318657935,0.4121202813659329
546,0.82,-11.309408513425089,0.003424912240006961,0.41171245612000346
204,0.82,-11.30940877336434,0.0019002264161827043,0.4109501132080913
236,0.82,-11.309409083517,8.101150160655379e-05,0.41004050575080325
1005,0.82,-11.309409089009543,4.879472544416785e-05,0.41002439736272206
736,0.82,-11.309409093746716,2.1008614567108452e-05,0.41001050430728353
316,0.82,-11.309409095336788,1.1681971955113113e-05,0.41000584098597753
1,0.82,-11.309409097120382,1.2202217476442456e-06,0.4100006101108738
587,0.82,-11.309409097290574,2.2194581106305122e-07,0.4100001109729055
612,0.82,-11.309409097310745,1.0363874025642872e-07,0.4100000518193701
276,0.82,-11.30940909732103,4.332105163484812e-08,0.4100000216605258
838,0.82,-11.30940909732792,2.8958311304450035e-09,0.41000000144791554
937,0.82,-11.309409097328414,0.0,0.41
557,0.82,-11.309409097328414,0.0,0.41
701,0.82,-11.309409097328414,0.0,0.41
673,0.82,-11.309409097328414,0.0,0.41
560,0.82,-11.309409097328414,0.0,0.41
268,0.82,-11.309409097328414,0.0,0.41
1028,0.82,-11.309409097328414,0.0,0.41
464,0.82,-11.309409097328414,0.0,0.41
787,0.82,-11.309409097328414,0.0,0.41
206,0.82,-11.309409097328414,0.0,0.41
411,0.82,-11.309409097328414,0.0,0.41
820,0.82,-11.309409097328414,0.0,0.41
648,0.82,-11.309409097328414,0.0,0.41
644,0.82,-11.309409097328414,0.0,0.41
955,0.82,-11.309409097328414,0.0,0.41
678,0.82,-11.309409097328414,0.0,0.41
596,0.82,-11.309409097328414,0.0,0.41
325,0.82,-11.309409097328414,0.0,0.41
584,0.82,-11.309409097328414,0.0,0.41
687,0.82,-11.309409097328414,0.0,0.41
887,0.82,-11.309409097328414,0.0,0.41
196,0.82,-11.309409097328414,0.0,0.41
201,0.82,-11.309409097328414,0.0,0.41
393,0.82,-11.309409097328414,0.0,0.41
1092,0.82,-11.309409097328414,0.0,0.41
616,0.82,-11.309409097328414,0.0,0.41
753,0.82,-11.309409097328414,0.0,0.41
98,0.82,-11.309409097328414,0.0,0.41
436,0.82,-11.309409097328414,0.0,0.41
99,0.82,-11.309409097328414,0.0,0.41
489,0.82,-11.309409097328414,0.0,0.41
762,0.82,-11.309409097328414,0.0,0.41
850,0.82,-11.309409097328414,0.0,0.41
960,0.82,-11.309409097328414,0.0,0.41
963,0.82,-11.309409097328414,0.0,0.41
423,0.82,-11.309409097328414,0.0,0.41
874,0.82,-11.309409097328414,0.0,0.41
83,0.82,-11.309409097328414,0.0,0.41
873,0.82,-11.309409097328414,0.0,0.41
394,0.81,-11.309408320968153,0.0045537773839896545,0.40727688869199485
158,0.81,-11.309408372390449,0.004252157508744858,0.40712607875437246
812,0.81,-11.309408773833836,0.0018974725680891424,0.4059487362840446
1046,0.79,-11.30940536948018,0.021865868009626865,0.40593293400481345
1104,0.81,-11.309409027413944,0.00041008659172803164,0.40520504329586404
611,0.81,-11.309409063352032,0.00019929006521124393,0.40509964503260565
450,0.81,-11.309409081422457,9.329713066108525e-05,0.40504664856533057
383,0.81,-11.309409092275745,2.9636663384735584e-05,0.4050148183316924
365,0.81,-11.309409092814777,2.647495421115309e-05,0.4050132374771056
425,0.81,-11.309409093370276,2.3216649424284697e-05,0.40501160832471217
32,0.81,-11.30940909428277,1.7864367691799998e-05,0.4050089321838459
309,0.81,-11.309409096587812,4.344037733972073e-06,0.405002172018867
345,0.81,-11.309409096880929,2.6247435016557574e-06,0.40500131237175085
664,0.81,-11.30940909703463,1.7232086975127459e-06,0.4050008616043488
835,0.81,-11.309409097272273,3.2930984161794186e-07,0.40500016465492084
973,0.81,-11.309409097319092,5.468609742820263e-08,0.40500002734304874
207,0.81,-11.309409097325783,1.5425030142068863e-08,0.4050000077125151
456,0.81,-11.309409097326864,9.094947017729282e-09,0.40500000454747354
28,0.81,-11.309409097327274,6.693881005048752e-09,0.40500000334694053
91,0.81,-11.30940909732837,2.6193447411060333e-10,0.40500000013096726
300,0.81,-11.309409097328396,1.0186340659856796e-10,0.40500000005093173
1076,0.81,-11.309409097328396,1.0186340659856796e-10,0.40500000005093173
14,0.81,-11.309409097328402,7.275957614183426e-11,0.4050000000363798
833,0.81,-11.309409097328414,0.0,0.405
1073,0.81,-11.309409097328414,0.0,0.405
965,0.81,-11.309409097328414,0.0,0.405
2,0.81,-11.309409097328414,0.0,0.405
308,0.81,-11.309409097328414,0.0,0.405
122,0.81,-11.309409097328414,0.0,0.405
1084,0.81,-11.309409097328414,0.0,0.405
1085,0.81,-11.309409097328414,0.0,0.405
203,0.81,-11.309409097328414,0.0,0.405
219,0.81,-11.309409097328414,0.0,0.405
446,0.81,-11.309409097328414,0.0,0.405
759,0.81,-11.309409097328414,0.0,0.405
821,0.81,-11.309409097328414,0.0,0.405
846,0.81,-11.309409097328414,0.0,0.405
290,0.81,-11.309409097328414,0.0,0.405
793,0.81,-11.309409097328414,0.0,0.405
916,0.81,-11.309409097328414,0.0,0.405
723,0.81,-11.309409097328414,0.0,0.405
725,0.81,-11.309409097328414,0.0,0.405
486,0.81,-11.309409097328414,0.0,0.405
150,0.81,-11.309409097328414,0.0,0.405
492,0.81,-11.309409097328414,0.0,0.405
496,0.81,-11.309409097328414,0.0,0.405
363,0.81,-11.309409097328414,0.0,0.405
609,0.81,-11.309409097328414,0.0,0.405
343,0.81,-11.309409097328414,0.0,0.405
627,0.81,-11.309409097328414,0.0,0.405
667,0.81,-11.309409097328414,0.0,0.405
0,0.81,-11.309409097328414,0.0,0.405
647,0.77,-11.30940393815404,0.030261378371505998,0.400130689185753
602,0.8,-11.309409083663231,8.015376806724817e-05,0.40004007688403365
593,0.8,-11.309409093512343,2.2383348550647497e-05,0.40001119167427535
765,0.8,-11.309409095504249,1.0699732229113579e-05,0.4000053498661146
974,0.8,-11.309409097283694,2.6231282390654087e-07,0.400000131156412
173,0.8,-11.3094090973157,7.457856554538012e-08,0.4000000372892828
728,0.8,-11.309409097328304,6.402842700481415e-10,0.40000000032014216
774,0.8,-11.309409097328375,2.3283064365386963e-10,0.40000000011641534
956,0.8,-11.309409097328384,1.7462298274040222e-10,0.4000000000873115
82,0.8,-11.309409097328407,4.3655745685100555e-11,0.4000000000218279
187,0.8,-11.309409097328407,4.3655745685100555e-11,0.4000000000218279
672,0.8,-11.309409097328414,0.0,0.4
252,0.8,-11.309409097328414,0.0,0.4
97,0.8,-11.309409097328414,0.0,0.4
87,0.8,-11.309409097328414,0.0,0.4
1012,0.8,-11.309409097328414,0.0,0.4
585,0.8,-11.309409097328414,0.0,0.4
257,0.8,-11.309409097328414,0.0,0.4
336,0.8,-11.309409097328414,0.0,0.4
48,0.8,-11.309409097328414,0.0,0.4
