number,prob_ann,anomaly_score,anomaly_score_norm,combined_score
717.0,0.9992417908749904,-11.30923861023717,1.0,0.9996208954374952
717.0,0.9988705251572763,-11.30923861023717,1.0,0.9994352625786381
717.0,0.9986365816209419,-11.30923861023717,1.0,0.999318290810471
717.0,0.9974729314162661,-11.30923861023717,1.0,0.998736465708133
717.0,0.9960691229325574,-11.30923861023717,1.0,0.9980345614662787
631.0,0.9903549746160507,-11.30925892303923,0.8808543103659758,0.9356046424910133
631.0,0.9710332676331149,-11.30925892303923,0.8808543103659758,0.9259437889995454
631.0,0.9653073959915738,-11.30925892303923,0.8808543103659758,0.9230808531787749
631.0,0.9638823085328811,-11.30925892303923,0.8808543103659758,0.9223683094494285
631.0,0.9607114748877814,-11.30925892303923,0.8808543103659758,0.9207828926268786
763.0,0.9868676665014116,-11.309277158932757,0.7738908247847576,0.8803792456430846
763.0,0.9640537438656812,-11.309277158932757,0.7738908247847576,0.8689722843252194
763.0,0.9632207981800637,-11.309277158932757,0.7738908247847576,0.8685558114824106
763.0,0.9628521302727641,-11.309277158932757,0.7738908247847576,0.8683714775287608
763.0,0.9541128947362432,-11.309277158932757,0.7738908247847576,0.8640018597605004
554.0,0.9971624550756013,-11.309287797651066,0.711488925429876,0.8543256902527386
554.0,0.995585375129262,-11.309287797651066,0.711488925429876,0.853537150279569
554.0,0.9953523623655427,-11.309287797651066,0.711488925429876,0.8534206438977093
554.0,0.9924487117256645,-11.309287797651066,0.711488925429876,0.8519688185777703
554.0,0.9827374321024489,-11.309287797651066,0.711488925429876,0.8471131787661624
682.0,0.9978527295996328,-11.309316551304818,0.5428330257855123,0.7703428776925725
682.0,0.9952654304647253,-11.309316551304818,0.5428330257855123,0.7690492281251188
682.0,0.9942877738331796,-11.309316551304818,0.5428330257855123,0.768560399809346
682.0,0.9911503976524599,-11.309316551304818,0.5428330257855123,0.7669917117189862
682.0,0.9910534755010407,-11.309316551304818,0.5428330257855123,0.7669432506432765
533.0,0.9326233000824811,-11.309312102285933,0.5689289539441234,0.7507761270133022
533.0,0.8910697901017143,-11.309312102285933,0.5689289539441234,0.7299993720229188
533.0,0.889213543539218,-11.309312102285933,0.5689289539441234,0.7290712487416706
751.0,0.996675318316978,-11.309331486479689,0.45523005969880614,0.725952689007892
751.0,0.9961232957863099,-11.309331486479689,0.45523005969880614,0.7256766777425581
751.0,0.9958697125519841,-11.309331486479689,0.45523005969880614,0.7255498861253951
751.0,0.9937425217484664,-11.309331486479689,0.45523005969880614,0.7244862907236362
751.0,0.9800250045696979,-11.309331486479689,0.45523005969880614,0.717627532134252
533.0,0.8542695293740057,-11.309312102285933,0.5689289539441234,0.7115992416590645
776.0,0.9882694576907407,-11.3093690210707,0.23506916225596797,0.6116693099733543
665.0,0.9901785808935643,-11.309373404114794,0.20936021232046187,0.599769396607013
776.0,0.9629949172064298,-11.3093690210707,0.23506916225596797,0.5990320397311989
665.0,0.9886593021715149,-11.309373404114794,0.20936021232046187,0.5990097572459884
665.0,0.9866525933741805,-11.309373404114794,0.20936021232046187,0.5980064028473212
776.0,0.959834062933104,-11.3093690210707,0.23506916225596797,0.5974516125945359
776.0,0.9589728169467311,-11.3093690210707,0.23506916225596797,0.5970209896013495
776.0,0.9540547130635848,-11.3093690210707,0.23506916225596797,0.5945619376597764
665.0,0.978967038299808,-11.309373404114794,0.20936021232046187,0.594163625310135
665.0,0.9374478316757383,-11.309373404114794,0.20936021232046187,0.5734040219981
327.0,0.9541394013540412,-11.309392112789247,0.09962360811186954,0.5268815047329554
75.0,0.7575174040134037,-11.30936032088495,0.2861005082959309,0.5218089561546673
533.0,0.434800535674368,-11.309312102285933,0.5689289539441234,0.5018647448092457
843.0,1.0,-11.309409097328414,0.0,0.5
923.0,0.9999999999999998,-11.309409097328414,0.0,0.4999999999999999
709.0,0.9999999999999984,-11.309409097328414,0.0,0.4999999999999992
33.0,0.9999999999999984,-11.309409097328414,0.0,0.4999999999999992
