Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,E_peak,Beta,log_E_peak,log_Beta,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
1001,0.5322859772571643,0.3197224250175753,0.5655084581981398,0.5022710751039637,0.697138317870458,7.731496019450207e-12,0.9478930660521427,0.88588,0.6109,-0.05262510301972405,-0.21402987486799047,False,False,True,False
664,0.5272947216211885,0.3195803080216347,0.5326815338738651,0.5041996626582653,0.7073432302066925,2.4476771678368095e-08,0.9626305108414523,1.4958,0.4329,0.17487352888741706,-0.36361241418684337,False,False,True,False
551,0.4969784635045662,0.3105309512102024,0.5307506117478437,0.4320340776009464,0.6243025066167731,1.0856437062719583e-16,0.9217178662367977,1.2094,0.2911,0.08256996426992291,-0.5359577945611892,False,False,False,False
1010,0.488799310991877,0.30193006462265515,0.5798987757008841,0.3516820760158679,0.7057154901367759,1.1985605907803038e-102,0.8832253493958101,58.718,0.2163,1.7687712546097138,-0.6649434805609086,False,False,False,False
996,0.47861643084080985,0.07170004351243266,0.47562953468332103,0.41529917500434044,0.5523166158381634,0.3721481785550359,0.5613641381481214,0.59159,0.2197,-0.22797917575277285,-0.6581699430794897,False,False,False,True
300,0.472888803516199,0.23152164905334982,0.4648072528948365,0.41803089150957196,0.5594032789525819,1.641899112873153e-09,0.9318266836441698,3.5431,0.1576,0.5493834099779165,-0.8024437868464636,False,False,False,False
986,0.46166590967957977,0.1675073025285452,0.5106103663406717,0.4730907188104496,0.5430865406367578,5.4405616482139426e-08,0.56437254140249,0.31729,0.2658,-0.4985436153034844,-0.5754450233932868,False,False,False,False
663,0.45936551015164734,0.2267573478751446,0.4623589258486518,0.40129028731273253,0.49531055535681245,0.00038276673775637323,0.9256735179232699,0.064547,0.0851,-1.1901239379633672,-1.0700704399154122,False,False,False,False
75,0.4575483700918824,0.23566025621167042,0.4450272185516461,0.4189799754648652,0.5752518507082878,7.145760827456368e-09,0.8862783626335818,0.83632,0.4803,-0.07762751724632468,-0.3184874133610378,False,False,False,False
1002,0.45731966566384596,0.27518470823930563,0.515324022384607,0.4074427792289638,0.5765265344513443,4.749735909733688e-15,0.8944436762217547,0.54254,0.2124,-0.2655682369469474,-0.6728454875905685,False,False,False,False
588,0.4560284976336753,0.24937843027635076,0.4988339896788343,0.3913116765160339,0.6144244135496848,2.849012709687701e-20,0.7751671050220735,2.372,0.3542,0.375114684692225,-0.45075144314594406,False,False,False,False
933,0.45354672679783353,0.08201581749544624,0.4420800407883448,0.41691873511052435,0.4849146300253464,0.3369515475674483,0.6127107457681584,0.4345,0.4125,-0.36201021921531473,-0.38457604711405613,False,False,False,True
96,0.4529225058849969,0.10876445645755305,0.43875551307509286,0.39470952370824863,0.5085143097323419,0.25132785264922114,0.6348825890972918,8.2624,0.112,0.9171062162503074,-0.9507819773298184,False,False,False,False
138,0.45220746353192565,0.254592409523625,0.5173693428563089,0.381834853707201,0.5953626918019036,6.989476498353498e-24,0.7786246241846442,0.045933,0.0652,-1.3378751887885323,-1.1857524042680798,False,False,False,False
975,0.44800101181494173,0.18351778875487348,0.47800945192637306,0.4294403768063041,0.5261832107325468,1.512663179055566e-06,0.7199269843623709,0.50834,0.3575,-0.29384571540886967,-0.4467239538629006,False,False,False,False
335,0.44599514723933414,0.28602153296331895,0.47971114368590717,0.3403725679092042,0.5951552912104858,1.947732452807355e-151,0.8407022157089155,0.67177,0.409,-0.17277939484590937,-0.38827669199265824,False,False,False,False
321,0.4453901032133518,0.09085874176957284,0.4445911712460019,0.36301864440621057,0.49646873783696366,0.33476720948560623,0.5982847416550406,0.18697,0.0418,-0.7282280719643703,-1.3788237182249647,False,False,False,True
67,0.4426184302403353,0.19155877087762035,0.49453517096633626,0.3944961478620024,0.5715589302289517,1.4027212203167828e-17,0.6477164296522941,6.4615,0.1658,0.8103333486611494,-0.7804154737857453,False,False,False,False
771,0.44034830094362254,0.09559831849783199,0.4423695301796889,0.351374365430321,0.48430737311696004,0.329036367354503,0.6093928755143787,1.0848,0.2694,0.03534967652298813,-0.5696024086130332,False,False,False,True
785,0.4367911257722767,0.2865378725155667,0.47022413501955107,0.3067388019527219,0.6055708796630276,2.0657827294420156e-93,0.8097733776304961,0.78703,0.2986,-0.10400871289361972,-0.5249101966109935,False,False,False,False
959,0.4356000467368733,0.2614308331290086,0.47971747349695004,0.39913356131854905,0.5046212607225403,5.539592684557674e-07,0.9579806636276386,0.69576,0.4475,-0.1575405429333965,-0.3492069603480692,False,False,False,False
