Log(E_peak),Log(beta),Log(sigma_det),Log(beta_Rel),number,svm_score,prediction,Anomaly_Score,Anomaly_Rank(%)
-1.3225390531581398,-0.9730583720409708,0.7920483210587609,-0.069334340898934,78,2.2436414877385875,1,-2.2436414877385875,8.02048940553206
-0.0564807527660866,-0.3158730743869246,1.0043858681740545,-0.4797355936937757,79,1.870881688010721,1,-1.870881688010721,16.503894513609417
-0.3384901961640768,-0.2061397986573304,0.8897441772067943,-0.613447568504346,80,1.6491186997304546,1,-1.6491186997304546,21.550858453746628
1.1347506861086143,-1.1290111862394248,0.650773629408932,0.1847716509271594,81,1.9472439943327586,1,-1.9472439943327586,14.766012960958413
0.2197416610463024,-1.2097148359667584,0.7551809542904974,0.3013817935624429,82,2.143352822737084,1,-2.143352822737084,10.302895860244
0.2079842467661563,-0.4451475656279455,1.447447981202293,-0.7091344164053959,83,2.0505728793075857,1,-2.0505728793075857,12.414416057946518
-1.00036061409554,-1.1051303432547477,0.753069567964804,0.0651251815831636,84,2.25949283472354,1,-2.25949283472354,7.659738600106621
-0.7398331731656447,-0.2315839117836683,1.460887323385644,-0.9333599864962157,85,1.7011586366237879,1,-1.7011586366237879,20.366514361955545
-0.564537879440179,-0.8827287043442357,0.8217492804137668,-0.0298448386194788,86,2.2579578548995105,1,-2.2579578548995105,7.69467223750388
0.4504800546060601,-1.2831622767004756,0.9298172720255544,0.1690886165019065,87,2.3610665310191212,1,-2.3610665310191212,5.348086928898219
-0.959397659885927,-0.8823973083099157,0.7045708751895041,-0.0679970790951111,88,2.1428452917803558,1,-2.1428452917803558,10.314446437087213
-0.14920065553211,-0.0215912073769607,0.7033085775595421,-0.5158610638203752,89,1.145639092672294,1,-1.145639092672294,33.00923318580784
-0.2211761143271925,-0.1324146734529638,0.8112531870474915,-0.5015361167468008,90,1.448841013027856,1,-1.448841013027856,26.1088519703413
0.4649959786188647,-0.9730583720409708,0.7780571430505687,0.0401292280863407,91,2.202984807238943,1,-2.202984807238943,8.94576914674866
0.911796590437252,-0.1869530348398921,0.750346372018922,-0.2559008228417447,92,1.3075722828462748,1,-1.3075722828462748,29.323897874188624
-0.2717923603344581,-0.0802422194981058,0.8087644637362441,-0.4650653312624173,93,1.343303164023144,1,-1.343303164023144,28.51072129207529
-1.9955066624527256,-1.112945621949043,0.9110670102576915,0.0408290322797498,94,2.2079243878921293,1,-2.2079243878921293,8.833352347041199
1.5959809501292492,-1.863279432843593,0.657266252953749,0.8155874425057185,95,1.1823524620919041,1,-1.1823524620919041,32.17369677362919
0.9171062162503074,-0.9507819773298184,0.8203131396210697,0.0137398114143285,96,2.1640807665976673,1,-2.1640807665976673,9.83116166316806
0.0083020242120014,-0.0079327399723332,1.1207088047588294,-0.9276092708007484,97,1.3893520559206518,1,-1.3893520559206518,27.462723613597582
0.1888160305023527,-0.4917396944876655,1.441233108488046,-0.7243567262395997,98,2.110930780452305,1,-2.110930780452305,11.040768665556676
0.2113341637325499,-0.3315208970674144,0.8830706200494456,-0.2424560872427095,99,1.7358456930703206,1,-1.7358456930703206,19.57709352833156
-0.41844854210953,-0.3725317275402904,1.401779521353841,-0.8260645624423547,100,1.9714512746055721,1,-1.9714512746055721,14.215094741587734
-1.5856785828224609,-0.8985966494446692,1.0253632211257555,-0.1168760372115381,101,2.3004049764391485,1,-2.3004049764391485,6.728644978246216
-0.7498484648833882,-0.5707323335668315,0.710405106268253,-0.2973283712227438,102,1.9409773603518943,1,-1.9409773603518943,14.908631330113366
-0.4007830657603303,-0.3277173752110794,0.8365582930236525,-0.3494433521025994,103,1.7526614387946342,1,-1.7526614387946342,19.19439458043557
0.5018394690389455,-0.3181258778713531,0.8890158146415691,-0.2731255159444029,104,1.7043642500119311,1,-1.7043642500119311,20.293559829274315
-0.0714505329983361,-0.6495581434649388,1.0237708336020193,-0.3508763683090789,105,2.286793845546624,1,-2.286793845546624,7.038412118975039
1.1427960357135558,-0.8419392060633948,1.0724741577663524,-0.2140719188628332,106,2.2763209429711484,1,-2.2763209429711484,7.276758301342483
-1.062758017738154,-1.3496924768680636,0.6609697720149355,0.5032024661689011,107,1.9028086756796156,1,-1.9028086756796156,15.777288343969992
-0.7034225548608813,-0.6449317936511493,0.7719694332290316,-0.3136755211906256,108,2.095322764153714,1,-2.095322764153714,11.395981661408399
-0.3932855169124041,-1.0589857562944305,0.6367084980205472,0.3115960968618032,109,1.9702215670941445,1,-1.9702215670941445,14.2430808790186
-0.4644274130244902,-0.4513649401852484,0.6319001471668083,-0.2554935763638207,110,1.6990426129853997,1,-1.6990426129853997,20.414671608943607
-0.3015601583969682,-0.6673595896125374,0.874528201815916,-0.1997406404429796,111,2.1782170193287005,1,-2.1782170193287005,9.509443605815662
-0.4837820348388871,-0.4944430613361782,0.8404699460424192,-0.2880729944499154,112,1.9733840197740395,1,-1.9733840197740395,14.171108613666327
-0.4430585914372789,-0.638461028730721,0.7815543323334125,-0.2870882523146879,113,2.1019534473374897,1,-2.1019534473374897,11.245078126122806
0.849892150402969,-0.6530605373010094,0.8343380336136376,-0.1114110157914417,114,1.9876838339922607,1,-1.9876838339922607,13.845668163617859
0.9116741917514548,-0.2315098948287549,0.6083762510332354,-0.1825783948518109,115,1.1961534309967892,1,-1.1961534309967892,31.859609229345736
0.5843877694469549,-0.1101942481319145,0.9684082247956808,-0.3931528126171675,116,1.4338376982084444,1,-1.4338376982084444,26.450302946734162
-5.471996534616308,-1.6736641390712486,0.6651774631580316,0.6894428954602896,117,-0.07034666737667372,-1,0.07034666737667372,60.68308593409165
0.7468442906042914,-0.3565473235138126,0.746626415812606,-0.2857083513058118,118,1.619939051806094,1,-1.619939051806094,22.21493965143516
0.2286313049897037,-0.3984832163499898,1.6217214050718511,-0.8659178839518304,119,1.8584187985648235,1,-1.8584187985648235,16.787529551679285
0.0792898060986595,-0.2753146117626405,0.8821999765312737,-0.2547161787374,120,1.65879058233822,1,-1.65879058233822,21.330742179461303
-1.2433258641299516,-0.9351677802614262,0.7602339466362688,-0.0282033243764127,121,2.1819571535059463,1,-2.1819571535059463,9.42432425172408
0.5583725221691569,-1.0856568428805593,0.9191722665102628,0.075106660547251,122,2.333928262436464,1,-2.333928262436464,5.965709662053904
-0.5702800107505644,-0.7493360805367565,0.7042449184230212,-0.1390653945828495,123,2.0843538994665884,1,-2.0843538994665884,11.645615132572686
-0.4866891565261382,-1.490797477668897,1.4016761958094612,-0.2686532740485032,124,2.596060827194508,1,-2.596060827194508,0.0
-0.3109576609718281,-0.2740067410752775,0.6829659383364004,-0.2760522701513848,125,1.499219368634778,1,-1.499219368634778,24.962322758757033
1.8522969658269253,-2.5228787452803374,1.3663743882455943,0.7215358322347604,126,0.6660583736050167,1,-0.6660583736050167,43.92370820387831
-1.3165566912097522,-0.8601209135987634,0.6173254157805694,-0.0336881891378212,127,1.9635814204039743,1,-1.9635814204039743,14.394199788275706
-0.0405674416117104,-0.1473370556554307,1.1350371915496176,-0.6364970420585764,128,1.6587342055071428,1,-1.6587342055071428,21.332025224191682
-0.6691805335041632,-0.6726410656136697,0.7104389456388407,-0.2144189583022502,129,2.036349510711416,1,-2.036349510711416,12.738116730312221
-0.1587469259514669,-0.5920994598573648,0.8747948143900837,-0.2078712735888648,130,2.094097684057118,1,-2.094097684057118,11.423862486424547
-0.2486977958607041,-0.4750848524601331,0.6720886175292894,-0.1332744440474789,131,1.726933067393988,1,-1.726933067393988,19.77993035312913
0.5471221585220075,-0.0306772938877978,0.7025425424030116,-0.1950247676129247,132,0.99559909975377,1,-0.99559909975377,36.42389872450096
-1.042833455717546,-0.8910968723326866,0.6981788682265163,-0.0355514252804123,133,2.1181206490596605,1,-2.1181206490596605,10.877138982005576
-0.0771915306848638,-0.5076587467450255,0.8618210581266268,-0.3209073523119661,134,2.0191532838033694,1,-2.0191532838033694,13.129474809423428
0.0041493419000591,-1.1301817920206718,0.7056926965377035,0.2002196586284269,135,2.1605694142084726,1,-2.1605694142084726,9.911074316883678
-0.0208979851974587,-0.4574235237394704,1.1364859213583254,-0.4064903788764322,136,2.096483819249263,1,-2.096483819249263,11.369557940997744
1.4197740664128746,-0.4320330931768457,0.7211178288511998,-0.0043671779416231,137,1.413210699013062,1,-1.413210699013062,26.919739807860722
-1.3378751887885325,-1.1857524042680798,0.6587457353611534,0.1935001822688197,138,2.0766280694217762,1,-2.0766280694217762,11.821442424341122
-0.0316524977261545,-0.0547776833646592,0.7631808246564441,-0.544166590863497,139,1.270716762805323,1,-1.270716762805323,30.162669402675643
-2.261600012138994,-1.779891911959945,1.0848335614026987,0.5867499414787624,140,1.7758559735455002,1,-1.7758559735455002,18.666524797458372
-0.8874620243906921,-0.8389316145288254,0.6922474789033832,-0.0548774882077592,141,2.0941641618211797,1,-2.0941641618211797,11.42234956093305
-1.933674074637962,-1.2175273758337135,0.6241995617263543,0.3426832054142439,142,1.8215022693665635,1,-1.8215022693665635,17.627689549086845
0.4092058741895735,-0.5456125328530449,1.3725474843268406,-0.6428124612763618,143,2.1856259993619833,1,-2.1856259993619833,9.340827303559138
-1.4179934856363017,-1.640164517660112,0.807000286780912,0.4808977522719187,144,1.9996465585867007,1,-1.9996465585867007,13.573416061848611
-0.5139948136377578,-0.3728390476252242,0.6656466461278069,-0.3329152362366576,145,1.6494839906878465,1,-1.6494839906878465,21.54254502730919
1.060622304309956,-0.4685210829577448,0.956523791593644,-0.2714075290571803,146,1.8710890460444052,1,-1.8710890460444052,16.499175382942852
0.0032019465216924,-0.3884891128733437,0.7477457521411728,-0.3547931411491693,147,1.7657476094316493,1,-1.7657476094316493,18.896574678964775
-0.3928560644713847,-0.1107543391070203,0.9068735347220704,-0.5785523485496191,148,1.4912475722792475,1,-1.4912475722792475,25.143747842611113
-0.2796339389220098,-0.0636370804022555,0.7002189747884962,-0.4952965129584812,149,1.2170760016334885,1,-1.2170760016334885,31.383445644262085
0.5423522985527542,-0.6710091445505713,0.8308516034582474,0.0038514115449228,150,1.9861574407388733,1,-1.9861574407388733,13.880406384671133
-0.2931542518963959,-1.0716041477432865,0.7820065467479834,0.1177089349893247,151,2.26884577843604,1,-2.26884577843604,7.446880854920295
-0.2765771681086466,-0.3310552655422661,0.8726806071519296,-0.4538361534046407,152,1.814660577360467,1,-1.814660577360467,17.783395301034304
0.125968963092556,-0.5349147124425672,0.9493802471086952,-0.296293267243251,153,2.0919965591309513,1,-2.0919965591309513,11.471680663020749
-0.1666743602417714,-0.0895890600853118,0.7254297226447448,-0.2253861548089741,154,1.1942236839366966,1,-1.1942236839366966,31.903527125210143
0.0030725959676749,-0.4669909775045145,0.7493342912398051,-0.1404879325635531,155,1.7918658817433872,1,-1.7918658817433872,18.302165397423927
-0.1016862769745884,-0.3136318965269638,0.8778549059589654,-0.4057897331049599,156,1.7787038339989287,1,-1.7787038339989287,18.601712138112205
-0.268185685869265,-0.280088935801661,0.8182786921650999,-0.4668154783493075,157,1.6961701937620521,1,-1.6961701937620521,20.480043185840245
0.4186989362264238,-0.5309147008768795,0.6330036128014777,0.0183359122363539,158,1.6300738513001463,1,-1.6300738513001463,21.984288143788817
-0.1355719886718444,-0.7130946470276252,0.6149499184762431,-0.0352671325241628,159,1.8984999589031712,1,-1.8984999589031712,15.875347710718316
-0.3384712598680174,-0.1634860011093286,0.721670497617557,-0.23196396631941,160,1.3296750690742343,1,-1.3296750690742343,28.82087450706078
-4.663220167016358,-1.5816987086802543,0.7019132112123438,0.4205477994175099,161,0.7096139701393014,1,-0.7096139701393014,42.93245386155368
-0.7232395774422224,-0.3972890550424425,0.7011101372897544,-0.2778114479052441,162,1.6935504220494373,1,-1.6935504220494373,20.53966491743528
-0.1062160523283048,-0.4641997091751023,0.8336697363505493,-0.4185289951691334,163,1.9670676576644386,1,-1.9670676576644386,14.314858713929752
-0.0367601068584367,-1.3829996588791011,0.9009076117425696,0.1342787628624433,164,2.4259706651477426,1,-2.4259706651477426,3.8709746882433578
-1.0130760654746682,-0.9389246763702084,0.7621306621766503,-0.1034680365696965,165,2.251565608671294,1,-2.251565608671294,7.840149336547626
1.3291944150884512,0.0,0.637159379988064,-2.42021640338319,166,-0.5790749501099377,-1,0.5790749501099377,72.26091196445627
-0.0905991036348815,-0.0863980502708426,0.7431960814487013,-0.4027889392166612,167,1.2771922242515323,1,-1.2771922242515323,30.015298460986024
-0.6532950375669138,-0.6836102489268046,0.7002795971800063,-0.0487487687272798,168,1.9624712962779096,1,-1.9624712962779096,14.419464402884188
1.183582992351017,-0.7822529267372064,0.7010064065955481,0.1177108274265906,169,1.7898654643733796,1,-1.7898654643733796,18.347691634285837
0.4291060083326965,-0.5649523586600355,0.7395723444500919,-0.2069040337422228,170,1.9096543377339312,1,-1.9096543377339312,15.62149224019982
1.4917397856894972,-1.413412695328245,0.6395263309714628,0.4524300173256569,171,1.692419341566243,1,-1.692419341566243,20.565406464554314
-0.8725388374884626,-0.5912513938157561,0.7462370816147819,0.0606315296656811,172,1.8128266157493673,1,-1.8128266157493673,17.825133276296064
0.6125931489838942,-1.254144804826271,0.6592599864084948,0.396221265899556,173,1.9324270769064764,1,-1.9324270769064764,15.103221836679047
-0.2534436385896308,-0.4147649366342247,0.6624933980307025,-0.2956461108231786,174,1.700516390699086,1,-1.700516390699086,20.38113083176328
-0.6121654276091893,-0.8683813356508745,0.7946204758267942,0.0371733559650562,175,2.183279824602165,1,-2.183279824602165,9.394222414717625
-0.1227784366741846,-0.3037310032544671,0.6294809561832443,-0.1924783136883517,176,1.4491675357947749,1,-1.4491675357947749,26.101420844692
1.329316505090259,-0.5434821421947373,0.8879209752548487,-0.1184599823855065,177,1.7930525092308311,1,-1.7930525092308311,18.275159691079743
-2.8105658365989723,-1.3655227298392685,0.6458740150011016,0.4554278412786663,178,1.5274033680625632,1,-1.5274033680625632,24.320900897048034
0.7165792370063578,-0.2778598745425845,0.7012743269021318,-0.2019186895754555,179,1.4188291004284217,1,-1.4188291004284217,26.79187415469456
0.2606198751723718,-0.4227380464141851,1.0557795625299975,-0.3783300836536058,180,2.005104946700799,1,-2.005104946700799,13.449192050453568
0.3773608987811124,-0.6466609046886953,0.7142794524514837,-0.0597555818151878,181,1.914583184423483,1,-1.914583184423483,15.509319727998665
-2.000486682412786,-1.279014255846261,0.6444779794712127,0.3479418675283327,182,1.844283070374928,1,-1.844283070374928,17.109235671330865
0.1114977488080301,-0.3535962737769304,0.9899034539958822,-0.396716298417768,183,1.8943212951192727,1,-1.8943212951192727,15.970447283459649
0.6067144830875958,-0.3511522916271063,0.7360776370039458,-0.2565025530116895,184,1.610212008560211,1,-1.610212008560211,22.436311291882596
0.4886494085772019,-0.8623294627632448,0.8865753197541674,-0.1111372727134583,185,2.2824900290707664,1,-2.2824900290707664,7.136359962873911
-0.1031322130864112,-0.3689623034632596,0.7334620959501552,-0.2850761547235991,186,1.702668099482862,1,-1.702668099482862,20.33216144906507
0.459196407798106,-1.2781893847874537,0.754944316901831,0.3083841701442046,187,2.1312613164230854,1,-2.1312613164230854,10.578078823920372
-0.4365189146055893,-0.4843910507655197,0.9823028991910594,-0.4738216302627285,188,2.0976453908397907,1,-2.0976453908397907,11.343122466003734
0.2369652991029796,-0.1027578971946346,0.960518342780708,-0.4169476428023588,189,1.4585489474157338,1,-1.4585489474157338,25.88791521633744
-0.3175209793714187,-0.3578323655950549,0.7406074046980541,-0.0603317103472971,190,1.5812898891619316,1,-1.5812898891619316,23.094531560320632
-0.5816821328713212,-0.491201034596095,0.7047937573650463,-0.1863729129979523,191,1.802000762904873,1,-1.802000762904873,18.071512031159983
-0.0087561983638728,-0.5421181032660077,0.9031496983781416,-0.3102055724928935,192,2.0855218103876645,1,-2.0855218103876645,11.619035384754199
-0.6340442773343206,-0.4671182805926027,0.7864958796363328,-0.3802876414799275,193,1.9119147870872641,1,-1.9119147870872641,15.57004809948343
1.065915668188592,-0.0006954276616512,0.7314356473785603,-1.3198766757262306,194,0.8495834911776594,1,-0.8495834911776594,39.746975838926716
1.0303973008567615,-0.8133261325002549,1.0725954305805168,-0.2511666016750323,195,2.2921571460721797,1,-2.2921571460721797,6.916352146016941
0.2252834300944433,-0.5846927077744326,0.8126928126861466,-0.1160179581378875,196,1.975351121719152,1,-1.975351121719152,14.126340581540923
-0.6365760670828237,-0.3866868385445404,0.7335022077513035,-0.309469386566805,197,1.72780926244155,1,-1.72780926244155,19.75998958283259
-0.4850539946919957,-0.5554867936659571,1.1191139613574326,-0.4480015341798643,198,2.2267295891440195,1,-2.2267295891440195,8.405376635939376
-0.066274877045996,-0.5192746210115123,1.4575579466082085,-0.737215614260058,199,2.145230617967213,1,-2.145230617967213,10.260160303301355
-0.6551756120102399,-0.395342027952129,0.6269764558844445,-0.1262357843077904,200,1.54528509680752,1,-1.54528509680752,23.91394191411326
0.2311891454826675,-0.2986911147719247,0.9804578922761,-0.3119655739759973,201,1.7678035017029305,1,-1.7678035017029305,18.849785923823866
