E_peak,beta,sigma,beta_Rel,number,anomaly,anomaly_score
0.086545,0.0447,4.5811,3.185682326621924,107,-1,-349.2255930161
0.19796,0.2265,5.9152,0.4856512141280353,108,-1,-349.2255930160865
0.40431,0.0873,4.3322,2.049255441008018,109,-1,-349.2255929894946
0.34322,0.3537,4.2845,0.5552728300819904,110,-1,-349.2255254784164
0.49939,0.2151,7.4908,0.6313342631334263,111,-1,-349.22559301610033
0.32826,0.3203,6.9258,0.5151420543240712,112,-1,-349.22559301610033
0.36053,0.2299,6.0472,0.5163114397564158,113,-1,-349.22559301609806
7.0777,0.2223,6.8287,0.7737291947818263,114,-1,-349.22559301610033
8.1597,0.5868,4.0586,0.6567825494205862,115,-1,-349.2255929874002
3.8405,0.7759,9.2984,0.4044335610259054,116,-1,-349.22559301610033
3.3729e-06,0.0212,4.6257,4.8915094339622645,117,-1,-349.22559301610033
5.5827,0.44,5.5799,0.5179545454545454,118,-1,-349.22559301609607
1.6929,0.3995,41.8525,0.1361702127659574,119,-1,-349.22559301610033
1.2003,0.5305,7.6243,0.55626767200754,120,-1,-349.22559301610033
0.057105,0.1161,5.7575,0.9371231696813092,121,-1,-349.22559301609124
3.6172,0.0821,8.3018,1.1887941534713764,122,-1,-349.22559301610033
0.26898,0.1781,5.0611,0.7259966311061201,123,-1,-349.22559296527675
0.32607,0.0323,25.216,0.5386996904024767,124,-1,-349.22559301610033
0.4887,0.5321,4.8191,0.529599699304642,125,-1,-349.22559260594284
71.17,0.003,23.2474,5.266666666666668,126,-1,-349.22559301610033
0.048244,0.138,4.1431,0.9253623188405796,127,-1,-349.2255120406209
0.91082,0.7123,13.647,0.2309420188122981,128,-1,-349.22559301610033
0.2142,0.2125,5.1338,0.6103529411764707,129,-1,-349.22559297651014
0.69383,0.2558,7.4954,0.6196247068021892,130,-1,-349.22559301610033
0.56403,0.3349,4.6999,0.7357420125410571,131,-1,-349.2255921302566
3.5247,0.9318,5.0413,0.6382270873578021,132,-1,-349.22559301511217
0.090608,0.1285,4.9909,0.9214007782101168,133,-1,-349.2255929714598
0.83716,0.3107,7.2748,0.4776311554554233,134,-1,-349.22559301610033
1.0096,0.0741,5.078,1.5856950067476383,135,-1,-349.2255930157309
0.95302,0.3488,13.6926,0.3922018348623853,136,-1,-349.22559301610033
26.289,0.3698,5.2616,0.9899945916711737,137,-1,-349.22559301610033
0.045933,0.0652,4.5577,1.5613496932515338,138,-1,-349.2255929222438
0.92971,0.8815,5.7967,0.2856494611457743,139,-1,-349.2255930160816
0.0054752,0.0166,12.1572,3.86144578313253,140,-1,-349.22559301610033
0.12958,0.1449,4.9232,0.8812974465148379,141,-1,-349.22559291408936
0.01165,0.0606,4.2092,2.201320132013201,142,-1,-349.22559298544405
2.5657,0.2847,23.5802,0.2276080084299262,143,-1,-349.22559301610033
0.038195,0.0229,6.4121,3.0262008733624453,144,-1,-349.22559301610033
0.3062,0.4238,4.6307,0.4646059462010382,145,-1,-349.22558856153347
11.498,0.34,9.0474,0.5352941176470588,146,-1,-349.22559301610033
1.0074,0.4088,5.5943,0.4417808219178082,147,-1,-349.2255930157477
0.40471,0.7749,8.07,0.2639050200025809,148,-1,-349.22559301610033
0.52525,0.8637,5.0144,0.3196711821234225,149,-1,-349.22559296379717
3.4862,0.2133,6.7741,1.0089076418190344,150,-1,-349.22559301610033
0.50915,0.0848,6.0535,1.311320754716981,151,-1,-349.22559301610033
0.52896,0.4666,7.459,0.3516930990141448,152,-1,-349.22559301610033
1.3365,0.2918,8.8998,0.5054832076764907,153,-1,-349.22559301610033
0.68128,0.8136,5.3141,0.5951327433628318,154,-1,-349.2255930153093
1.0071,0.3412,5.6148,0.7236225087924971,155,-1,-349.2255930160286
0.79125,0.4857,7.5484,0.3928350833848054,156,-1,-349.22559301610033
0.53928,0.5247,6.5808,0.3413379073756432,157,-1,-349.22559301610033
2.6224,0.2945,4.2954,1.0431239388794566,158,-1,-349.22559006871165
0.73186,0.1936,4.1205,0.922004132231405,159,-1,-349.22551943111864
0.4587,0.6863,5.2683,0.5861867987760454,160,-1,-349.22559301383245
2.1716e-05,0.0262,5.034,2.6335877862595423,161,-1,-349.2255930161
0.18913,0.4006,5.0247,0.5274588117823265,162,-1,-349.22559291837064
0.78304,0.3434,6.8182,0.3814793244030285,163,-1,-349.22559301610033
0.91884,0.0414,7.9599,1.3623188405797102,164,-1,-349.22559301610033
0.097034,0.1151,5.7827,0.788010425716768,165,-1,-349.22559301608425
21.34,1.0,4.3367,0.0038,166,-1,-349.22559301610033
0.81171,0.8196,5.536,0.3955588091752074,167,-1,-349.22559301587523
0.22218,0.2072,5.0151,0.8938223938223938,168,-1,-349.22559298481497
15.261,0.1651,5.0235,1.3113264688067838,169,-1,-349.22559301610033
2.686,0.2723,5.49,0.6210062431142123,170,-1,-349.2255930158459
31.027,0.0386,4.3604,2.8341968911917097,171,-1,-349.22559301610033
0.13411,0.2563,5.5749,1.1498244245025362,172,-1,-349.2255930160861
4.0982,0.0557,4.5631,2.490125673249551,173,-1,-349.2255930160729
0.5579,0.3848,4.5972,0.5062370062370063,174,-1,-349.22558761319965
0.24425,0.1354,6.2319,1.089364844903988,175,-1,-349.22559301610033
0.75374,0.4969,4.2607,0.6419802777218756,176,-1,-349.22556164151126
21.346,0.2861,7.7254,0.7612722824187347,177,-1,-349.22559301610033
0.0015468,0.0431,4.4246,2.8538283062645013,178,-1,-349.22559301607197
5.2069,0.5274,5.0266,0.6281759575274933,179,-1,-349.2255930151631
1.8223,0.3778,11.3705,0.4184753838009528,180,-1,-349.22559301610033
2.3843,0.2256,5.1794,0.8714539007092199,181,-1,-349.2255930134175
0.0099888,0.0526,4.4104,2.2281368821292773,182,-1,-349.2255930118406
1.2927,0.443,9.7702,0.4011286681715575,183,-1,-349.22559301610033
4.0431,0.4455,5.446,0.5539842873176206,184,-1,-349.2255930160026
3.0807,0.1373,7.7015,0.7742170429715951,185,-1,-349.22559301610033
0.78862,0.4276,5.4133,0.518709073900842,186,-1,-349.2255930144591
2.8787,0.0527,5.6878,2.03415559772296,187,-1,-349.22559301610033
0.366,0.3278,9.6007,0.335875533862111,188,-1,-349.22559301610033
1.7257,0.7893,9.131,0.3828708982642848,189,-1,-349.22559301610033
0.48137,0.4387,5.5031,0.8702986095281513,190,-1,-349.2255930160105
0.26201,0.3227,5.0675,0.6510691044313605,191,-1,-349.2255929716179
0.98004,0.287,8.0011,0.4895470383275262,192,-1,-349.22559301610033
0.23225,0.3411,6.1164,0.4165933743770155,193,-1,-349.22559301609897
11.639,0.9984,5.3881,0.0478766025641025,194,-1,-349.22559301610033
10.725,0.1537,11.8194,0.560832791151594,195,-1,-349.22559301610033
1.6799,0.2602,6.4967,0.765564950038432,196,-1,-349.22559301610033
0.2309,0.4105,5.4138,0.4903775883069428,197,-1,-349.2255930138811
0.3273,0.2783,13.1557,0.3564498742364355,198,-1,-349.22559301610033
0.85847,0.3025,28.6786,0.1831404958677686,199,-1,-349.22559301610033
0.22122,0.4024,4.2362,0.7477634194831014,200,-1,-349.22555637410636
1.7029,0.5027,9.56,0.4875671374577283,201,-1,-349.22559301610033
1.4324,0.1249,4.9027,1.0528422738190553,202,-1,-349.2255929776764
3.9001,0.0332,6.1032,3.1596385542168672,203,-1,-349.22559301610033
1.2309,0.4783,4.6544,0.6763537528747648,204,-1,-349.22559213032946
0.72931,0.4722,8.1637,0.4258788648877594,205,-1,-349.22559301610033
1.1935,0.3683,23.4414,0.1971219114852022,206,-1,-349.22559301610033
1.4888,0.6471,5.8179,0.660485241848246,207,-1,-349.2255930160972
0.68164,0.3424,6.5862,0.4891939252336449,208,-1,-349.22559301610033
5.4752,0.4543,7.1269,0.6110499669821704,209,-1,-349.22559301610033
0.0094408,0.05,4.8149,2.282,210,-1,-349.2255930160462
1.0661,0.6881,18.5074,0.2162476384246475,211,-1,-349.22559301610033
0.46851,0.338,5.1698,0.7701183431952662,212,-1,-349.2255930082334
0.042356,0.0879,6.0871,0.9726962457337884,213,-1,-349.2255930161002
34.987,0.1322,5.032,1.0597579425113464,214,-1,-349.22559301610033
0.27919,0.5608,7.3873,0.6112696148359487,215,-1,-349.22559301610033
1.0578,0.9745,6.0661,0.2077988712160082,216,-1,-349.2255930160995
8.2647,1.0,4.216,0.0166,217,-1,-349.22559301084254
0.0026881,0.0313,7.2298,2.5846645367412138,218,-1,-349.22559301610033
1.5977,0.3945,10.3229,0.6968314321926489,219,-1,-349.22559301610033
5.7073,0.2617,4.5729,1.1646923958731372,220,-1,-349.2255930065736
0.21927,0.4055,7.389,0.4818742293464857,221,-1,-349.22559301610033
0.099202,0.1015,4.6786,1.1763546798029556,222,-1,-349.22559276136525
2.486,0.9995,4.9467,0.0462231115557778,223,-1,-349.22559293479725
0.078015,0.2356,6.5185,0.6090831918505941,224,-1,-349.22559301610033
0.007733,0.0384,5.7203,3.052083333333333,225,-1,-349.22559301610033
2.8672,0.5295,18.0942,0.2430594900849858,226,-1,-349.22559301610033
0.41464,0.3515,6.306,0.4958748221906117,227,-1,-349.2255930161003
0.24175,0.2451,8.8409,0.4075887392900856,228,-1,-349.22559301610033
0.055124,0.1194,8.5685,0.7370184254606365,229,-1,-349.22559301610033
0.26416,0.1216,4.4551,1.268092105263158,230,-1,-349.22559193848053
0.28615,0.6738,7.8291,0.2132680320569902,231,-1,-349.22559301610033
0.4082,0.5503,7.684,0.3490823187352353,232,-1,-349.22559301610033
0.58789,0.7048,9.5201,0.3484676503972758,233,-1,-349.22559301610033
1.7199,0.4246,29.7908,0.1695713612812058,234,-1,-349.22559301610033
0.027718,0.0831,4.0858,2.0048134777376654,235,-1,-349.22559270128505
1.2377,0.1921,4.9548,0.9448204060385216,236,-1,-349.2255929806294
0.080944,0.1607,6.1195,0.5992532669570628,237,-1,-349.22559301609965
0.33485,0.1912,13.8406,0.3394351464435146,238,-1,-349.22559301610033
0.37169,0.3193,16.7294,0.2389602254932665,239,-1,-349.22559301610033
31.186,0.9991,4.4654,0.0525472925633069,240,-1,-349.22559301610033
0.25809,0.3017,6.734,0.4763009612197547,241,-1,-349.22559301610033
0.034653,0.0511,5.0277,1.5949119373776908,242,-1,-349.2255930153449
4.4312,0.0445,5.393,3.471910112359551,243,-1,-349.22559301610033
5.4087,0.0668,5.8482,1.4580838323353291,244,-1,-349.22559301610033
0.57241,0.8663,12.5606,0.2666512755396514,245,-1,-349.22559301610033
5.2515,0.4349,5.1932,0.6882041848700851,246,-1,-349.2255930159122
3.6375,0.5435,4.0853,0.5626494940202392,247,-1,-349.2255697452053
0.0061834,0.0535,5.5388,1.2747663551401869,248,-1,-349.22559301608135
14.088,0.4192,4.8286,0.6691316793893131,249,-1,-349.22559301610033
0.090627,0.016,4.1283,8.575,250,-1,-349.22559301610033
0.39362,0.4349,7.8242,0.3750287422395953,251,-1,-349.22559301610033
1.5972,0.0212,6.7868,4.599056603773585,252,-1,-349.22559301610033
2.2856,0.7413,8.1613,0.4374747065965196,253,-1,-349.22559301610033
0.13446,0.4339,5.4284,2.726204194514865,254,-1,-349.22559301610033
35.056,0.1196,6.9445,1.1070234113712374,255,-1,-349.22559301610033
6.0924,0.3022,6.5259,0.7461945731303772,256,-1,-349.22559301610033
2.2083,0.7087,38.3652,0.117256949343869,257,-1,-349.22559301610033
0.049275,0.0815,14.925,0.7963190184049079,258,-1,-349.22559301610033
7.2301,0.1454,5.2685,1.0880330123796425,259,-1,-349.22559301609607
1.1079,0.4657,18.3585,0.2535967360961992,260,-1,-349.22559301610033
4.2004,0.3125,5.6143,1.23712,261,-1,-349.2255930160998
9.9357,0.2986,5.4946,0.636972538513061,262,-1,-349.22559301610033
0.2892,0.4365,9.2407,0.370446735395189,263,-1,-349.22559301610033
0.59247,0.2356,4.902,0.620118845500849,264,-1,-349.2255926956145
0.26006,0.4379,4.1322,0.7015300296871431,265,-1,-349.2255039620047
1.6992,0.2893,6.096,0.7697891462150017,266,-1,-349.22559301610016
0.28749,0.7108,6.1987,0.4794597636465953,267,-1,-349.2255930161002
1.6642,0.6879,25.3196,0.1631051024858264,268,-1,-349.22559301610033
0.42428,0.2642,25.0504,0.2077971233913701,269,-1,-349.22559301610033
0.38739,0.6718,5.1281,0.4630842512652575,270,-1,-349.22559299742926
0.52638,0.7508,5.3771,0.5539424613745338,271,-1,-349.22559301541645
0.63166,0.089,4.8246,1.3168539325842696,272,-1,-349.2255929889949
0.35837,0.9671,5.7802,0.2947988832592286,273,-1,-349.22559301608334
2.1614,0.7742,5.1016,0.419659002841643,274,-1,-349.2255930059105
0.0052706,0.1374,6.4036,0.9934497816593888,275,-1,-349.22559301610033
1.6441,0.9468,5.8185,0.3013307984790874,276,-1,-349.2255930160924
2.9055,0.7831,5.6903,0.6012003575533137,277,-1,-349.2255930160956
1.3243,0.1992,6.2107,0.7424698795180723,278,-1,-349.2255930161003
0.052853,0.1515,11.7071,0.504950495049505,279,-1,-349.22559301610033
12.408,0.2192,10.9688,0.4434306569343065,280,-1,-349.22559301610033
0.27174,0.1175,5.5043,0.9506382978723404,281,-1,-349.22559301594237
7.359,0.0795,4.589,1.5018867924528303,282,-1,-349.2255930156386
0.35619,0.2175,4.4286,0.7485057471264368,283,-1,-349.2255792931124
0.26485,0.2176,5.2747,0.5565257352941176,284,-1,-349.2255930041206
0.17914,0.0568,4.5683,74.95422535211266,285,-1,-349.22559301610033
0.33035,0.1973,4.7674,0.9163710086163204,286,-1,-349.22559270050584
79.855,0.6285,4.1234,0.9826571201272872,287,-1,-349.22559301610033
8.5314,0.6074,4.3819,0.6544287125452749,288,-1,-349.22559301498643
1.0517,0.3997,7.0607,0.4783587690768076,289,-1,-349.22559301610033
1.4858,0.6778,12.4115,0.3023015638831514,290,-1,-349.22559301610033
4.4535,0.1526,4.4068,1.3132372214941022,291,-1,-349.2255929066076
31.636,0.0576,37.2569,0.1631944444444444,292,-1,-349.22559301610033
1.165,0.2736,11.6798,0.3888888888888888,293,-1,-349.22559301610033
0.33215,0.2604,11.1981,0.3556067588325652,294,-1,-349.22559301610033
0.035156,0.0699,8.0289,1.2718168812589414,295,-1,-349.22559301610033
0.62719,0.3403,14.48,0.2368498383779018,296,-1,-349.22559301610033
8.4892,0.0662,4.7438,1.9501510574018128,297,-1,-349.22559301609846
42.58,0.2468,5.439,0.7289303079416533,298,-1,-349.22559301610033
0.94114,0.5457,16.3627,0.255268462525197,299,-1,-349.22559301610033
3.5431,0.1576,6.0484,1.0336294416243654,300,-1,-349.22559301610033
0.20601,0.1619,5.1457,1.1914762198888202,301,-1,-349.2255930143076
13.136,0.5228,5.517,0.7465570007651109,302,-1,-349.22559301610033
10.312,0.1455,9.6974,0.6721649484536083,303,-1,-349.22559301610033
0.83527,0.2137,10.401,1.0276087973795038,304,-1,-349.22559301610033
1.1819,0.1481,6.7876,1.0020256583389602,305,-1,-349.22559301610033
0.92599,0.175,7.8468,0.7794285714285715,306,-1,-349.22559301610033
32.37,1.0,4.1425,0.0009,307,-1,-349.22559301610033
1.6659,0.4637,13.0776,0.3439723959456545,308,-1,-349.22559301610033
1.4287,0.4748,5.3439,0.6524852569502949,309,-1,-349.2255930149615
18.428,0.0335,17.3994,0.4955223880597014,310,-1,-349.22559301610033
0.00051049,0.0725,6.5025,1.6786206896551723,311,-1,-349.22559301610033
0.1424,0.0431,4.2873,3.4825986078886317,312,-1,-349.2255930160998
0.94999,0.2876,8.3988,0.3310152990264255,313,-1,-349.22559301610033
2.7794,0.9926,4.5629,0.1413459601047753,314,-1,-349.22559188037053
0.010228,0.0283,14.5076,1.0706713780918728,315,-1,-349.22559301610033
1.6702,0.2616,5.2494,0.7347094801223242,316,-1,-349.22559301258156
1.0836,0.4922,48.1958,0.1072734660707029,317,-1,-349.22559301610033
4.6562,0.0455,11.4193,1.353846153846154,318,-1,-349.22559301610033
0.020059,0.0347,6.2593,2.043227665706052,319,-1,-349.22559301610033
1.4258,0.3351,4.466,0.6323485526708446,320,-1,-349.22558458231845
0.18697,0.0418,10.0333,1.3205741626794258,321,-1,-349.22559301610033
0.20753,0.4451,7.3912,0.5551561446865872,322,-1,-349.22559301610033
2.6873,0.9749,8.0804,0.2113037234588163,323,-1,-349.22559301610033
0.7119,0.4033,8.6963,0.3843292834118522,324,-1,-349.22559301610033
1.4579,0.2134,19.4795,0.3088097469540768,325,-1,-349.22559301610033
34.579,0.097,11.2391,0.7876288659793814,326,-1,-349.22559301610033
0.73348,0.2976,4.3644,0.4674059139784947,327,-1,-349.22553620001815
0.093855,0.0721,4.4826,1.2385575589459086,328,-1,-349.22559183269067
0.22158,0.0592,6.8415,1.2381756756756757,329,-1,-349.22559301610033
0.6421,0.6529,6.7646,0.5470975647112881,330,-1,-349.22559301610033
9.5884,0.2022,6.2851,1.1587537091988132,331,-1,-349.22559301610033
0.42454,0.2772,5.3346,1.4325396825396826,332,-1,-349.2255930160666
0.33244,0.3384,7.549,0.3862293144208038,333,-1,-349.22559301610033
0.52722,0.3898,6.4875,0.4240636223704464,334,-1,-349.22559301610033
0.67177,0.409,6.0491,0.419559902200489,335,-1,-349.225593016098
1.4431,0.2892,7.6088,0.6345089903181189,336,-1,-349.22559301610033
0.84803,0.3237,28.8537,0.146122953351869,337,-1,-349.22559301610033
0.52385,0.5609,5.1856,0.2677839187020859,338,-1,-349.2255929757643
1.1698,0.656,10.6921,0.2908536585365853,339,-1,-349.22559301610033
0.11722,0.0516,5.1359,1.8139534883720927,340,-1,-349.22559301604673
2.0397,0.2666,4.1526,0.7618154538634658,341,-1,-349.2255377969396
1.3623,0.618,12.1191,0.3085760517799353,342,-1,-349.22559301610033
1.2431,0.5263,8.0093,0.4482234467034011,343,-1,-349.22559301610033
0.95845,0.3411,13.8473,0.2908238053356786,344,-1,-349.22559301610033
2.5006,0.1552,5.204,1.0631443298969072,345,-1,-349.22559301523296
1.4672,0.3816,4.3783,0.5843815513626834,346,-1,-349.22557484443877
0.30708,0.1716,4.389,0.8094405594405594,347,-1,-349.22557623631815
0.60748,0.5968,4.9726,0.5080428954423593,348,-1,-349.22559293195764
0.75371,0.8284,6.8839,0.2129406084017382,349,-1,-349.22559301610033
0.16719,0.0892,5.2365,0.945067264573991,350,-1,-349.22559301265625
0.58011,0.19,5.0256,0.6410526315789474,351,-1,-349.2255929155575
0.58518,0.1877,12.7573,0.4075652637187,352,-1,-349.22559301610033
2.9176,0.2731,7.0751,0.5657268399853533,353,-1,-349.22559301610033
0.19807,0.0927,6.6911,0.8576051779935274,354,-1,-349.22559301610033
2.0361,0.1528,4.7231,1.1564136125654452,355,-1,-349.22559292996954
0.012626,0.0615,12.4779,1.001626016260163,356,-1,-349.22559301610033
0.48639,0.2808,12.5095,0.3571937321937322,357,-1,-349.22559301610033
1.3379,0.6362,4.5002,0.6116001257466206,358,-1,-349.22559055290736
0.31642,0.6874,5.7066,0.504218795461158,359,-1,-349.2255930160663
0.61363,0.1704,8.0186,0.5868544600938967,360,-1,-349.22559301610033
22.299,0.0595,7.9846,1.3949579831932777,361,-1,-349.22559301610033
0.014478,0.0764,4.7392,1.536649214659686,362,-1,-349.22559299722235
1.2377,0.3505,19.7186,0.2790299572039943,363,-1,-349.22559301610033
2.0726,0.4089,33.3305,0.1719246759598924,364,-1,-349.22559301610033
0.13157,0.2086,5.3738,0.470757430488974,365,-1,-349.2255930092977
0.14536,0.0834,4.2372,1.4040767386091126,366,-1,-349.2255893115003
0.75635,0.2128,4.4064,1.0578007518796992,367,-1,-349.2255895886701
0.58222,0.6047,22.4817,0.1686786836447825,368,-1,-349.22559301610033
0.84854,0.4641,16.0846,0.2641672053436759,369,-1,-349.22559301610033
0.3032,0.1796,9.5448,0.5996659242761693,370,-1,-349.22559301610033
