E_peak,beta,sigma,beta_Rel,number,anomaly,anomaly_score
13.855,0.2306,5.0215,0.9991326973113616,371,-1,-349.22559301610033
0.45043,0.1369,11.7792,0.4945215485756026,372,-1,-349.22559301610033
0.56526,0.0884,4.5913,1.1934389140271493,373,-1,-349.22559251061773
1.8467,0.1139,12.7028,0.5759438103599649,374,-1,-349.22559301610033
0.0020687,0.0654,4.2469,3.339449541284404,375,-1,-349.22559301609795
4.994,0.5407,5.5897,0.6852228592565194,376,-1,-349.225593016098
0.002709,0.0567,8.6997,1.1922398589065255,377,-1,-349.22559301610033
0.5534,0.1547,12.1965,0.6089204912734325,378,-1,-349.22559301610033
0.041064,0.0211,5.2336,5.890995260663507,379,-1,-349.22559301610033
0.94452,0.1265,5.697,1.6964426877470355,380,-1,-349.2255930161002
0.66505,0.3466,9.9224,0.3808424697057126,381,-1,-349.22559301610033
1.838,0.4308,7.0792,0.4326833797585886,382,-1,-349.22559301610033
1.664,0.6239,5.1294,0.5733290591440936,383,-1,-349.2255930078802
2.7669,0.4583,37.2479,0.1243726816495745,384,-1,-349.22559301610033
0.37657,0.1818,18.5917,0.3586358635863586,385,-1,-349.22559301610033
2.5039,0.3654,7.362,0.5662287903667214,386,-1,-349.22559301610033
2.5505,0.4436,4.5218,0.7391794409377819,387,-1,-349.2255918606802
0.51711,0.3141,11.2192,0.3209169054441261,388,-1,-349.22559301610033
0.71344,0.1756,8.1909,0.5916856492027335,389,-1,-349.22559301610033
1.8072,0.4447,8.7022,0.5682482572520801,390,-1,-349.22559301610033
0.35064,0.2404,11.144,0.3415141430948419,391,-1,-349.22559301610033
1.6353,0.8232,7.5176,0.4481292517006802,392,-1,-349.22559301610033
1.4804,0.5205,16.6765,0.2578290105667628,393,-1,-349.22559301610033
3.3023,0.1661,4.3913,0.9229379891631548,394,-1,-349.2255907713878
1.0005,0.5611,6.6256,0.4469791481019426,395,-1,-349.22559301610033
0.7523,0.1507,5.9014,0.7889847378898475,396,-1,-349.2255930160972
0.41563,0.2016,11.0346,0.4885912698412699,397,-1,-349.22559301610033
1.3269,0.2162,4.1136,0.9764107308048104,398,-1,-349.22554697055506
0.30792,0.3923,6.7026,0.3545755799133316,399,-1,-349.22559301610033
1.746,0.4355,21.2522,0.2064293915040183,400,-1,-349.22559301610033
0.16885,0.1252,5.7299,1.4129392971246006,401,-1,-349.2255930160997
2.1681,0.582,16.659,0.229553264604811,402,-1,-349.22559301610033
0.78253,0.2525,5.7683,0.5956435643564356,403,-1,-349.2255930160651
0.5151,0.1793,5.1045,0.822643614054657,404,-1,-349.2255929970339
1.6297,0.9786,13.4853,0.1281422440220723,405,-1,-349.22559301610033
0.024163,0.1174,9.4566,0.7137989778534923,406,-1,-349.22559301610033
0.13642,0.1466,6.5276,0.8349249658935879,407,-1,-349.22559301610033
1.1419,0.3646,4.5294,0.663466812945694,408,-1,-349.225588690914
0.49666,0.2556,18.3374,0.2120500782472613,409,-1,-349.22559301610033
0.52086,0.916,6.1305,0.4699781659388646,410,-1,-349.2255930161002
1.2036,0.5526,9.2373,0.4500542888165038,411,-1,-349.22559301610033
0.69786,0.5003,8.5346,0.3737757345592644,412,-1,-349.22559301610033
0.93953,0.3098,5.2373,0.6329890251775339,413,-1,-349.225593008277
0.65753,0.2592,20.1146,0.2229938271604938,414,-1,-349.22559301610033
0.0701,0.1782,6.8528,0.7704826038159371,415,-1,-349.22559301610033
2.0375,0.5382,15.4832,0.3004459308807135,416,-1,-349.22559301610033
1.8797,0.6469,6.5439,0.426031844179935,417,-1,-349.22559301610033
1.06,0.4038,18.9621,0.2466567607726597,418,-1,-349.22559301610033
1.0142,0.2331,6.909,0.6469326469326468,419,-1,-349.22559301610033
1.9784,0.2337,5.8579,0.8609328198545143,420,-1,-349.2255930160987
2.4825,0.9812,14.0229,0.1159804321239298,421,-1,-349.22559301610033
0.6023,0.4263,9.8251,0.2899366643209007,422,-1,-349.22559301610033
1.4357,0.3492,9.1932,0.4375715922107674,423,-1,-349.22559301610033
0.51551,0.3023,22.0584,0.158121071782997,424,-1,-349.22559301610033
2.9743,0.0712,4.6352,1.6137640449438202,425,-1,-349.22559300519686
10.915,0.1942,5.7719,1.177651905252317,426,-1,-349.22559301610033
1.0361,0.9997,4.2179,0.0457137141142342,427,-1,-349.2255308740371
0.62579,0.7638,9.2015,0.3113380466090599,428,-1,-349.22559301610033
7.6247,0.1012,4.7905,1.3804347826086956,429,-1,-349.2255930160152
0.38363,0.0587,4.422,1.441226575809199,430,-1,-349.2255923703976
0.055978,0.1748,10.3,0.5074370709382151,431,-1,-349.22559301610033
0.72072,0.2639,9.9209,0.4854111405835543,432,-1,-349.22559301610033
0.0025024,0.0444,5.8819,1.9707207207207205,433,-1,-349.22559301610033
1.6393,0.0684,35.9212,0.2002923976608187,434,-1,-349.22559301610033
8.0748,0.2803,19.1292,0.3150196218337496,435,-1,-349.22559301610033
1.2045,0.3657,13.1948,0.2863002461033634,436,-1,-349.22559301610033
0.39067,0.5258,5.7362,0.4720426017497147,437,-1,-349.2255930160504
0.51122,0.2153,4.9363,1.9934974454249883,438,-1,-349.2255930160309
3.5231,0.471,7.7135,0.4987261146496815,439,-1,-349.22559301610033
3.2436,0.2828,5.278,0.8490099009900991,440,-1,-349.2255930156244
0.97424,0.3058,11.3088,0.3773708306082406,441,-1,-349.22559301610033
0.49848,0.5413,6.5905,0.5084056900055423,442,-1,-349.22559301610033
0.45888,0.1627,5.1948,1.6613398893669329,443,-1,-349.2255930160475
0.27522,0.1895,4.3255,0.8902374670184696,444,-1,-349.2255745776032
0.15787,0.042,4.7289,1.788095238095238,445,-1,-349.22559301154365
1.2769,0.1673,8.08,0.6802151823072324,446,-1,-349.22559301610033
0.47453,0.2273,5.6619,2.6995160580730317,447,-1,-349.22559301610033
0.049172,0.1046,4.6741,1.964627151051625,448,-1,-349.2255930141878
0.19536,0.1546,19.35,0.277490297542044,449,-1,-349.22559301610033
1.4388,0.6649,5.0227,0.5339148744172055,450,-1,-349.22559298890906
2.9913,0.3361,7.685,0.5275215709610235,451,-1,-349.22559301610033
0.67961,0.2687,4.9992,0.5381466319315221,452,-1,-349.22559285119434
10.061,0.5084,9.5161,0.4933123524783636,453,-1,-349.22559301610033
0.94044,0.2811,4.7241,1.016364283173248,454,-1,-349.2255928303462
0.3795,0.43,7.4138,0.4074418604651162,455,-1,-349.22559301610033
3.4356,0.0951,5.6581,1.1472134595162986,456,-1,-349.2255930160982
0.30256,0.0982,8.6404,0.7942973523421589,457,-1,-349.22559301610033
2.7961,0.3367,4.4978,0.7160677160677161,458,-1,-349.2255910814638
1.0175,0.7461,4.1942,0.5745878568556494,459,-1,-349.2255674394519
0.37328,0.3731,14.9132,0.1956580005360493,460,-1,-349.22559301610033
0.46007,0.4022,17.472,0.2260069617105917,461,-1,-349.22559301610033
0.68305,0.2784,10.1559,0.3807471264367816,462,-1,-349.22559301610033
1.8573,0.5145,8.0264,0.4505344995140914,463,-1,-349.22559301610033
1.2396,0.6127,6.6953,0.5102007507752571,464,-1,-349.22559301610033
99.738,0.0447,4.6216,2.373601789709173,465,-1,-349.22559301610033
0.52093,0.575,5.0855,0.5,466,-1,-349.22559298352
0.13425,0.2026,4.6128,1.4763079960513326,467,-1,-349.22559295651473
1.316,0.4768,6.7802,0.4932885906040268,468,-1,-349.22559301610033
1.94,0.4947,12.8664,0.3616333131190621,469,-1,-349.22559301610033
0.99555,0.4825,7.1105,0.4837305699481865,470,-1,-349.22559301610033
1.0531,0.2913,11.0791,0.3055269481634054,471,-1,-349.22559301610033
18.976,0.0853,4.1123,2.98358733880422,472,-1,-349.22559301610033
0.56455,0.4593,4.9351,0.6540387546266058,473,-1,-349.2255929201535
0.12166,0.1565,5.4501,0.6376996805111821,474,-1,-349.22559301462985
1.8713,0.2721,6.009,0.6457184858507901,475,-1,-349.2255930160994
1.0259,0.29,7.8856,0.6551724137931035,476,-1,-349.22559301610033
0.84351,0.3472,6.9895,1.9133064516129032,477,-1,-349.22559301610033
0.91932,0.2433,5.0084,0.6210439786272093,478,-1,-349.2255929137715
2.3582,0.3663,8.5879,0.4215124215124215,479,-1,-349.22559301610033
0.15719,0.1718,5.0251,0.8311990686845169,480,-1,-349.2255929719745
0.37201,0.142,24.0568,0.3422535211267605,481,-1,-349.22559301610033
0.020714,0.0733,5.1112,1.6193724420190996,482,-1,-349.2255930158542
0.00067041,0.0601,6.4387,1.3610648918469217,483,-1,-349.22559301610033
0.30027,0.1487,11.7469,0.472763954270343,484,-1,-349.22559301610033
1.7819,0.524,18.8386,0.2173664122137404,485,-1,-349.22559301610033
3.6078,0.0668,8.5134,1.5404191616766467,486,-1,-349.22559301610033
0.29298,0.1286,7.0806,0.73950233281493,487,-1,-349.22559301610033
0.43064,0.1675,4.7059,0.8107462686567164,488,-1,-349.2255919922302
1.6472,0.6611,9.1789,0.3662078354258055,489,-1,-349.22559301610033
0.43612,0.3213,4.2161,0.6352318705259883,490,-1,-349.22550292658207
0.91516,0.7972,6.9346,0.356748620170597,491,-1,-349.22559301610033
1.4017,0.7207,7.8483,0.4073817122242265,492,-1,-349.22559301610033
2.0399,0.1954,5.0969,0.7415557830092119,493,-1,-349.2255929995598
0.23512,0.0592,4.3753,1.523648648648649,494,-1,-349.225592407134
0.73228,0.1989,11.4304,0.4353946706887883,495,-1,-349.22559301610033
1.614,0.2935,7.8444,0.500511073253833,496,-1,-349.22559301610033
1.9331,0.4393,5.036,0.5879808786706122,497,-1,-349.2255929845541
0.47346,0.2588,18.3282,0.2878670788253478,498,-1,-349.22559301610033
0.25885,0.3144,9.3409,0.4770992366412213,499,-1,-349.22559301610033
0.93308,0.5533,5.4811,0.5082233869510211,500,-1,-349.2255930155586
0.4894,0.5031,9.6188,0.3363148479427549,501,-1,-349.22559301610033
0.33783,0.6168,4.6676,0.1799610894941634,502,-1,-349.22558745782356
0.34709,0.0989,5.3376,1.1102123356926188,503,-1,-349.2255930156723
0.023511,0.0809,4.6764,1.441285537700865,504,-1,-349.2255929551815
2.6621,0.6657,30.5315,0.1397025687246507,505,-1,-349.22559301610033
0.43712,0.1945,5.9316,0.5928020565552699,506,-1,-349.22559301609385
0.68894,0.3212,5.2235,0.574719800747198,507,-1,-349.22559300352515
0.79038,0.5211,13.6967,0.2857417002494722,508,-1,-349.22559301610033
0.81126,0.3397,17.9647,0.236679423020312,509,-1,-349.22559301610033
0.22035,0.1944,5.9422,0.712448559670782,510,-1,-349.2255930160974
0.54769,0.0831,4.3634,1.1889290012033695,511,-1,-349.22558906667547
0.39538,0.2942,9.133,0.4095853161114887,512,-1,-349.22559301610033
6.0994e-06,0.0168,7.9728,3.0178571428571432,513,-1,-349.22559301610033
0.73664,0.726,8.3143,0.43732782369146,514,-1,-349.22559301610033
0.41618,0.1777,5.3306,4.616207090602138,515,-1,-349.22559301610033
0.10596,0.1244,5.6334,0.8151125401929261,516,-1,-349.22559301602274
1.1622,0.1021,36.4684,0.1851126346718903,517,-1,-349.22559301610033
20.413,0.1031,8.3459,0.7798254122211445,518,-1,-349.22559301610033
1.7417,0.527,7.4253,0.4717267552182163,519,-1,-349.22559301610033
1.8654,0.5583,5.7539,0.6134694608633352,520,-1,-349.2255930160906
4.6602,0.2245,4.3124,0.9006681514476614,521,-1,-349.225591919817
0.52388,0.17,5.1572,0.6399999999999999,522,-1,-349.2255929871236
0.01807,0.0299,5.8211,2.1438127090301005,523,-1,-349.22559301610033
2.0995,0.6334,13.8592,0.3193874329017998,524,-1,-349.22559301610033
2.6115,0.3131,16.9039,0.2832960715426381,525,-1,-349.22559301610033
0.0026599,0.0322,6.9671,2.37888198757764,526,-1,-349.22559301610033
1.8232,0.9433,5.3417,0.3782465811512774,527,-1,-349.22559301535006
0.40657,0.159,5.9411,0.9377358490566038,528,-1,-349.22559301609954
0.32639,0.4637,6.4652,0.2682769031701531,529,-1,-349.22559301610033
0.87116,0.4096,8.2802,0.2160644531249999,530,-1,-349.22559301610033
0.53484,0.3421,7.8642,0.3162817889505992,531,-1,-349.22559301610033
1.9836,0.6441,14.6433,0.272007452258966,532,-1,-349.22559301610033
0.56431,0.4918,4.224,0.1771045140300935,533,-1,-349.2253059495556
1.8792,0.3716,5.0607,0.5831539289558666,534,-1,-349.22559298338706
0.47241,0.9671,5.0476,0.0861338020887188,535,-1,-349.2255929395738
0.73941,0.3503,11.8614,0.2874678846702826,536,-1,-349.22559301610033
3.4503,0.388,4.834,0.5721649484536082,537,-1,-349.22559292665795
0.15613,0.0752,4.8355,1.2872340425531914,538,-1,-349.2255929835422
0.22678,0.2357,4.4601,0.9444208739923632,539,-1,-349.2255890756783
0.562,0.5617,8.0549,0.1491899590528752,540,-1,-349.22559301610033
0.62423,0.1213,7.4426,0.7683429513602639,541,-1,-349.22559301610033
0.46175,0.5373,6.5968,1.2086357714498417,542,-1,-349.22559301610033
0.90093,0.5149,7.2964,0.2052825791415808,543,-1,-349.22559301610033
0.8917,0.1159,7.3891,0.633304572907679,544,-1,-349.22559301610033
2.0232,0.3687,6.6072,0.3024138866286954,545,-1,-349.22559301610033
1.2265,0.5375,4.4488,0.818046511627907,546,-1,-349.22559084886825
0.78792,0.1853,8.824,0.531570426335672,547,-1,-349.22559301610033
0.49725,0.1198,5.9268,0.6118530884808013,548,-1,-349.225593016093
0.59265,0.3751,4.5612,0.5478539056251666,549,-1,-349.22558672989635
0.59707,0.1834,6.5756,0.6712104689203926,550,-1,-349.22559301610033
1.2094,0.2911,12.4713,0.3716935760906905,551,-1,-349.22559301610033
0.60684,0.239,5.8623,0.2665271966527197,552,-1,-349.2255930160232
0.56316,0.3127,7.9081,0.2711864406779661,553,-1,-349.22559301610033
1.2411,0.2883,4.1905,0.2705515088449531,554,-1,-349.22518225835427
0.04837,0.0534,5.6599,1.4101123595505618,555,-1,-349.22559301609846
0.07633,0.0593,4.2719,1.4873524451939293,556,-1,-349.2255911547398
1.2402,0.3139,13.209,0.326218540936604,557,-1,-349.22559301610033
1.9311,0.5416,6.498,0.5437592319054653,558,-1,-349.22559301610033
0.65804,0.2489,5.3793,0.5608678184009642,559,-1,-349.2255930127753
1.4393,0.3499,13.1306,0.3046584738496713,560,-1,-349.22559301610033
0.713,0.8213,5.933,0.3613783026908559,561,-1,-349.2255930160969
1.2876e-05,0.0164,7.2054,20.786585365853657,562,-1,-349.22559301610033
0.24451,0.095,8.745,0.7063157894736842,563,-1,-349.22559301610033
27.477,0.0029,7.3417,25.0,564,-1,-349.22559301610033
0.43489,0.3813,5.7417,0.5339627589824286,565,-1,-349.2255930160494
0.74252,0.374,8.7766,0.3770053475935828,566,-1,-349.22559301610033
1.819,0.6742,17.9288,0.2500741619697419,567,-1,-349.22559301610033
0.59502,0.1516,5.3912,0.8529023746701846,568,-1,-349.2255930152724
0.54992,0.3611,6.7336,0.4192744392135143,569,-1,-349.22559301610033
0.35286,0.2682,5.2074,0.5656226696495154,570,-1,-349.2255929966154
36.416,0.092,6.6284,1.4967391304347826,571,-1,-349.22559301610033
1.8769,0.5706,9.465,0.384682790045566,572,-1,-349.22559301610033
2.0132,0.4445,10.8222,0.4083239595050618,573,-1,-349.22559301610033
0.39106,0.2225,8.453,0.4696629213483145,574,-1,-349.22559301610033
0.59731,0.2726,10.6308,0.3554658840792369,575,-1,-349.22559301610033
0.0020788,0.0584,5.0831,1.919520547945205,576,-1,-349.2255930160556
0.031671,0.0689,6.9565,1.1364296081277212,577,-1,-349.22559301610033
0.30254,0.5228,8.834,0.381407804131599,578,-1,-349.22559301610033
1.306,0.2097,34.6074,0.1921793037672866,579,-1,-349.22559301610033
0.26575,0.1466,10.5842,0.3806275579809004,580,-1,-349.22559301610033
0.53609,0.1784,9.9728,0.4573991031390135,581,-1,-349.22559301610033
0.36537,0.3089,11.2585,0.3544836516672062,582,-1,-349.22559301610033
0.071576,0.16,4.1965,1.00625,583,-1,-349.225559449767
1.6522,0.4032,8.9174,0.453125,584,-1,-349.22559301610033
4.2983,0.2698,6.7482,0.5670867309117865,585,-1,-349.22559301610033
0.32576,0.5315,5.6836,0.814299153339605,586,-1,-349.2255930160882
1.2289,0.1041,5.2537,1.4707012487992317,587,-1,-349.2255930160037
2.372,0.3542,4.4753,0.6343873517786561,588,-1,-349.2255887094671
0.33851,0.2968,4.614,0.5754716981132075,589,-1,-349.22558825847267
0.46063,0.1841,5.0516,0.5942422596414991,590,-1,-349.2255929143415
0.7903,0.5448,8.2158,0.4566813509544787,591,-1,-349.22559301610033
328.3,0.0626,6.0641,1.7492012779552717,592,-1,-349.22559301610033
3.0973,0.1502,4.811,1.2989347536617843,593,-1,-349.2255930071953
0.45012,0.4002,6.8637,0.4037981009495252,594,-1,-349.22559301610033
1.8044,0.4102,9.6803,0.3978547050219405,595,-1,-349.22559301610033
1.2712,0.4036,19.3727,0.2309217046580773,596,-1,-349.22559301610033
0.51958,0.3947,5.0371,0.1738028882695718,597,-1,-349.2255925853999
0.64187,0.64,7.2147,0.3803125,598,-1,-349.22559301610033
2.3744,0.946,8.7405,0.2141649048625793,599,-1,-349.22559301610033
16.394,0.0262,26.3078,0.5648854961832062,600,-1,-349.22559301610033
0.91214,0.3969,7.8949,0.4114386495338876,601,-1,-349.22559301610033
4.2006,0.9063,4.747,0.4199492441796315,602,-1,-349.22559299232773
0.51679,0.2966,14.3182,0.2117329737019554,603,-1,-349.22559301610033
0.083237,0.0833,6.3238,1.1116446578631454,604,-1,-349.22559301610033
0.39582,0.9308,5.8745,0.3366996132359261,605,-1,-349.225593016095
2.2457,0.4597,5.7694,0.6410702632151404,606,-1,-349.2255930160928
0.70223,0.2687,6.1726,0.5132117603275028,607,-1,-349.22559301609994
2.0872,0.5994,7.9979,0.4764764764764764,608,-1,-349.22559301610033
1.5894,0.9392,10.2299,0.3406090289608177,609,-1,-349.22559301610033
0.64434,0.6113,6.0805,0.4740716505807296,610,-1,-349.2255930160997
1.5963,0.4717,4.8945,0.7017171931312275,611,-1,-349.2255929415897
1.2335,0.1456,5.7405,0.7403846153846154,612,-1,-349.22559301607566
0.31481,0.07,5.7585,1.3714285714285712,613,-1,-349.22559301609965
0.90911,0.1127,4.7024,1.150842945874002,614,-1,-349.22559282202104
1.9787,0.4458,13.2846,0.3622700762673845,615,-1,-349.22559301610033
1.2239,0.2673,7.6766,0.6677890011223345,616,-1,-349.22559301610033
0.73851,0.4521,4.4061,0.8055739880557399,617,-1,-349.2255877205782
0.36399,0.4685,5.7267,0.2358591248665955,618,-1,-349.2255930158616
0.88957,0.344,6.4828,0.3,619,-1,-349.22559301610033
0.34177,0.2736,5.5259,0.4864766081871344,620,-1,-349.2255930150956
0.83551,0.2986,4.7041,0.5850636302746149,621,-1,-349.225591193848
0.33105,0.237,4.4419,0.8616033755274262,622,-1,-349.22558622995433
3.371,0.2402,6.953,0.517901748542881,623,-1,-349.22559301610033
0.14409,0.0925,4.2011,1.1632432432432434,624,-1,-349.2255750999586
0.41424,0.2464,38.9105,0.1436688311688311,625,-1,-349.22559301610033
1.1276,0.324,10.7485,0.3401234567901234,626,-1,-349.22559301610033
1.5779,0.3636,13.6397,0.2964796479647965,627,-1,-349.22559301610033
0.64093,0.5377,5.3222,1.0723451738887857,628,-1,-349.22559301596624
0.57885,0.4386,6.2491,0.4404924760601915,629,-1,-349.22559301610016
0.7116,0.7331,5.4158,0.5580411949256582,630,-1,-349.2255930156407
0.92908,0.3793,4.0629,0.3622462430793566,631,-1,-349.22496400073504
0.5431,0.816,4.6873,0.2558823529411765,632,-1,-349.22559145430733
0.2668,0.1796,5.7569,0.515033407572383,633,-1,-349.2255930160165
0.4777,0.2765,6.4873,0.6795660036166365,634,-1,-349.22559301610033
0.44448,0.2483,4.7768,0.6194120016109544,635,-1,-349.22559198586373
0.060231,0.0922,10.6583,0.6941431670281996,636,-1,-349.22559301610033
0.87989,0.6511,8.376,0.3673782829058516,637,-1,-349.22559301610033
2.5159,0.3783,5.5674,0.711868887126619,638,-1,-349.22559301604684
1.3559,0.975,10.8942,0.1338461538461538,639,-1,-349.22559301610033
0.33779,0.1699,5.8554,0.7557386698057681,640,-1,-349.2255930160935
2.0291,0.4544,10.4043,0.3351672535211267,641,-1,-349.22559301610033
3.0037,0.7633,4.4451,0.6787632647713874,642,-1,-349.225592416328
0.75217,0.2658,12.5577,0.3039879608728367,643,-1,-349.22559301610033
1.748,0.5247,12.3968,0.3262816847722508,644,-1,-349.22559301610033
0.22993,0.1095,5.1057,1.1616438356164385,645,-1,-349.2255930122756
6.4825,0.1543,10.2151,0.5975372650680493,646,-1,-349.22559301610033
1.3432,0.1913,4.3846,0.7088342916884475,647,-1,-349.2255735608838
1.2581,0.3196,15.4787,0.3535669586983729,648,-1,-349.22559301610033
0.44508,0.2134,6.9726,0.6007497656982194,649,-1,-349.22559301610033
0.0084023,0.0554,5.535,2.104693140794224,650,-1,-349.2255930161003
0.9143,0.5412,7.0189,0.5404656319290465,651,-1,-349.22559301610033
0.7676,0.5228,6.7736,0.4244452945677122,652,-1,-349.22559301610033
0.30774,0.119,5.9031,0.7924369747899159,653,-1,-349.2255930160968
0.9335,0.3805,15.6382,0.2759526938239159,654,-1,-349.22559301610033
0.92514,0.5094,11.3153,0.3535531998429525,655,-1,-349.22559301610033
0.7242,0.2326,9.2866,0.3920894239036973,656,-1,-349.22559301610033
1.0541,0.3168,7.4518,0.3229166666666666,657,-1,-349.22559301610033
0.85311,0.2507,9.913,0.3925009972078181,658,-1,-349.22559301610033
0.5335,0.3501,4.6468,0.656098257640674,659,-1,-349.22559101946615
0.31112,0.109,4.6234,1.0174311926605504,660,-1,-349.2255920732737
0.91753,0.9206,6.3253,0.2866608733434717,661,-1,-349.2255930161003
0.49695,0.1591,10.2343,0.6700188560653677,662,-1,-349.22559301610033
0.064547,0.0851,6.3551,1.0517038777908343,663,-1,-349.22559301610033
1.4958,0.4329,5.502,0.5553245553245553,664,-1,-349.22559301570135
0.97529,0.2566,4.3608,0.3281371784879189,665,-1,-349.22548548770874
0.3031,0.098,5.1884,0.9091836734693876,666,-1,-349.2255930094269
1.466,0.2658,8.2783,0.4875846501128668,667,-1,-349.22559301610033
1.3244,0.2287,9.0877,0.5386969829470923,668,-1,-349.22559301610033
0.43212,0.4079,5.1489,0.8744790389801422,669,-1,-349.22559301168377
0.85101,0.2233,4.3994,0.864755933721451,670,-1,-349.2255840757112
0.37738,0.3817,6.8988,0.1988472622478386,671,-1,-349.22559301610033
1.4211,0.5775,8.8243,0.469090909090909,672,-1,-349.22559301610033
1.45,0.3455,8.7028,0.426917510853835,673,-1,-349.22559301610033
0.83445,0.5112,7.2045,0.2243740219092331,674,-1,-349.22559301610033
0.87989,0.5653,6.4926,0.6920219352556164,675,-1,-349.22559301610033
0.49416,0.1308,8.3156,0.7691131498470948,676,-1,-349.22559301610033
0.57643,0.7284,6.8479,0.4772103239978034,677,-1,-349.22559301610033
1.5437,0.5756,17.5202,0.2230715774843641,678,-1,-349.22559301610033
1.8825,0.6565,7.6285,0.401066260472201,679,-1,-349.22559301610033
14.848,0.2305,5.3042,0.8694143167028199,680,-1,-349.22559301610033
0.69609,0.812,6.1645,0.3466748768472906,681,-1,-349.2255930161001
1.539,0.3234,4.153,0.3376623376623376,682,-1,-349.22525750876764
0.59897,0.3107,5.6302,0.4293530737045381,683,-1,-349.22559301572664
0.50673,0.1853,7.0622,0.5493793847814356,684,-1,-349.22559301610033
0.87141,0.4899,6.8936,0.4986731986119616,685,-1,-349.22559301610033
0.45853,0.7019,7.0169,0.4047585126086337,686,-1,-349.22559301610033
1.7479,0.4967,7.9905,0.193879605395611,687,-1,-349.22559301610033
0.83417,0.6221,9.6266,0.4307989069281466,688,-1,-349.22559301610033
0.69535,0.1396,6.214,0.7005730659025787,689,-1,-349.2255930161002
0.36376,0.2418,10.9944,0.4036393713813069,690,-1,-349.22559301610033
1.344,0.385,16.9631,0.2636363636363636,691,-1,-349.22559301610033
0.61912,0.2752,4.756,0.6017441860465116,692,-1,-349.22559181601815
0.26758,0.065,4.6126,1.5446153846153845,693,-1,-349.2255929550421
0.73596,0.4553,7.7171,0.2991434219196134,694,-1,-349.22559301610033
0.69795,0.189,5.9697,0.5576719576719577,695,-1,-349.2255930160955
0.174,0.1899,4.2992,2.887309110057925,696,-1,-349.22559301605986
0.7192,0.7612,11.0443,0.1815554387808723,697,-1,-349.22559301610033
0.6459,0.3955,6.7774,0.4240202275600505,698,-1,-349.22559301610033
0.60974,0.2761,8.4595,0.4675842086200651,699,-1,-349.22559301610033
0.83692,0.3534,11.2251,0.365874363327674,700,-1,-349.22559301610033
1.2701,0.9465,6.7211,0.3463285789751716,701,-1,-349.22559301610033
0.3363,0.2588,5.0678,2.501159196290572,702,-1,-349.22559301610005
0.2301,0.2387,5.5743,0.5839966485127775,703,-1,-349.22559301570783
1.9224,0.3834,6.8789,0.4731351069379238,704,-1,-349.22559301610033
0.68198,0.2075,5.9211,0.7325301204819278,705,-1,-349.2255930160973
0.090757,0.1837,8.4363,0.5449101796407185,706,-1,-349.22559301610033
1.715,0.797,8.5034,0.2382685069008783,707,-1,-349.22559301610033
1.9661,0.5839,5.0981,0.4332933721527659,708,-1,-349.22559299384307
1.3108,0.584,5.9903,3.1011986301369863,709,-1,-349.22559301610033
2.6434,0.9044,7.4517,0.2830605926581159,710,-1,-349.22559301610033
0.86662,0.5411,5.7059,0.4814267233413417,711,-1,-349.22559301604286
0.094255,0.0038,29.3928,2.8421052631578947,712,-1,-349.22559301610033
0.61542,0.4449,6.5205,0.207237581478984,713,-1,-349.22559301610033
0.62823,0.2844,5.1173,0.6684247538677919,714,-1,-349.2255929899782
0.63854,0.4799,11.1711,0.3496561783704938,715,-1,-349.22559301610033
0.56061,0.1763,5.7961,0.7385138967668746,716,-1,-349.22559301608584
1.8353,0.2588,4.0967,0.2928902627511592,717,-1,-349.2249649200386
0.33511,0.2304,5.8919,0.4344618055555555,718,-1,-349.2255930160767
1.89,0.1658,5.8117,0.7032569360675512,719,-1,-349.2255930160911
0.98604,0.5629,13.6817,0.255818084917392,720,-1,-349.22559301610033
0.42047,0.1282,6.5099,4.345553822152886,721,-1,-349.22559301610033
0.56915,0.6184,5.5453,0.794954721862872,722,-1,-349.2255930160546
1.6699,0.3992,12.7269,0.2980961923847695,723,-1,-349.22559301610033
0.85147,0.349,10.6479,0.3134670487106017,724,-1,-349.22559301610033
1.4507,0.6174,8.3379,0.3616780045351474,725,-1,-349.22559301610033
0.48705,0.213,5.5844,0.6,726,-1,-349.22559301576854
0.92916,0.2208,7.4705,0.2740036231884058,727,-1,-349.22559301610033
1.3272,0.3499,6.2362,0.5218633895398685,728,-1,-349.2255930161002
0.024029,0.0218,27.3935,0.7568807339449541,729,-1,-349.22559301610033
0.5874,0.227,4.5096,0.3162995594713656,730,-1,-349.22555227794334
0.35073,0.2701,6.3688,2.04183635690485,731,-1,-349.22559301610033
0.76672,0.5752,13.7531,0.4363699582753824,732,-1,-349.22559301610033
1.2978,0.2119,13.0936,0.3798961774421897,733,-1,-349.22559301610033
0.3387,0.3602,5.5782,1.5177679067184895,734,-1,-349.2255930160995
8.9034,0.2152,4.3608,0.8513011152416357,735,-1,-349.22559301319694
1.7031,0.4037,5.2565,0.5442160019816695,736,-1,-349.2255930105632
0.16436,0.0855,6.3238,0.912280701754386,737,-1,-349.22559301610033
1.7757,0.5652,12.4792,0.3198867657466383,738,-1,-349.22559301610033
0.84496,0.5132,4.5241,0.6182774746687452,739,-1,-349.2255893616851
0.36038,0.5254,6.623,0.8208983631518844,740,-1,-349.22559301610033
2.6871,0.8617,7.2308,0.2995241963560404,741,-1,-349.22559301610033
0.32501,0.2177,13.8554,0.3068442811208084,742,-1,-349.22559301610033
