Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,F_peak,Beta,log_F_peak,log_Beta,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
577,0.39194007051108354,0.16803897349558009,0.4007154986468165,0.3435101351660787,0.5087151308868554,7.903180186960068e-27,0.5969020354297767,0.031671,0.0689,-1.4993382237254835,-1.1617807780923741,False,False,False,False
663,0.3909368492293893,0.27317767084914124,0.3800283101158984,0.3138505033408958,0.5229654470321713,1.3210550113217795e-07,0.9181271814777532,0.064547,0.0851,-1.1901239379633672,-1.0700704399154122,False,False,False,False
491,0.39085086583075157,0.18119356565961697,0.421169379742363,0.34961899626742454,0.5031090485775077,1.8845859142676047e-19,0.6132483938277046,0.91516,0.7972,-0.038502970368047576,-0.09843270997155,False,False,False,False
67,0.39066973799910526,0.1793676869474861,0.4581965422231231,0.3428073812253019,0.5074186725781238,6.938194667829808e-11,0.5720651893816132,6.4615,0.1658,0.8103333486611494,-0.7804154737857453,False,False,False,False
743,0.38974058426907054,0.21485382237167197,0.4671427970516104,0.3904973010313987,0.49667421469923345,1.7982469026410993e-05,0.6172465940390384,0.90452,0.745,-0.043581825936716105,-0.12784372725170717,False,False,False,False
933,0.38936834357945754,0.1528208154749511,0.4459286428672097,0.4097968460864442,0.48197571625168234,0.09319964970525178,0.502071798381277,0.4345,0.4125,-0.36201021921531473,-0.38457604711405613,False,False,False,False
945,0.3891854623591212,0.24979244310058898,0.4572694128643191,0.2555791550277497,0.5269844081882328,1.5465277015214793e-29,0.7813074238539881,0.75247,0.3817,-0.12351081014498282,-0.41827784005090124,False,False,False,False
987,0.3890643726040634,0.20739400398111224,0.4814064062459861,0.44046668916645754,0.48612531494136724,3.5317373130626475e-49,0.5508978043140607,0.044629,0.0922,-1.350382844267413,-1.0352690789463705,False,False,False,False
327,0.3890464864545126,0.31168473929368223,0.44772939164110603,0.08337487166433605,0.5755493024197289,6.081427503490409e-15,0.9197616167733246,0.73348,0.2976,-0.13461172368580723,-0.5263670731261589,False,False,False,False
146,0.38896429900021373,0.16241578981097854,0.3875234519182875,0.3486288349112432,0.4838761945078636,1.2315767829064842e-46,0.5720466091685067,11.498,0.34,1.060622304309956,-0.46852108295774486,False,False,False,False
897,0.3885382379057801,0.35132864631450245,0.5224161119202003,0.001937329742152783,0.5876354000524966,6.9252796992488754e-46,0.865520429689486,1.8635,0.6373,0.2703293970898584,-0.19565608152013414,False,False,False,False
941,0.38689289695161,0.1884970615904262,0.44637786145118813,0.4236323804544442,0.479579498470455,1.4876743244409305e-26,0.5878561329625324,0.33698,0.302,-0.472395874046732,-0.5199930570428494,False,False,False,False
805,0.3868540800347448,0.28520999676559383,0.4630976551569652,0.11244365981315743,0.552579560794727,1.7671905527176141e-87,0.7523103904449453,0.95951,0.385,-0.017950494693816706,-0.4145392704914993,False,False,False,False
664,0.38656526004652303,0.34600654360739685,0.5142142465407245,0.007012594967155035,0.6385952237463166,1.3909862694868179e-16,0.9006794095295331,1.4958,0.4329,0.17487352888741706,-0.36361241418684337,False,False,False,False
583,0.3865262876099206,0.24668040137338895,0.37196897553426456,0.3224024011989973,0.5558340032913265,1.0937449790020396e-64,0.7594458225414302,0.071576,0.16,-1.145232575664756,-0.7958800173440752,False,False,False,False
695,0.3864216983717709,0.2205296021803338,0.4573759477171704,0.3427061083634829,0.5343554854733423,1.2571006022957411e-13,0.6335615641572231,0.69795,0.189,-0.1561756884110514,-0.7235381958267558,False,False,False,False
483,0.38637346694500885,0.132724314819006,0.39086873807072586,0.35344435510694017,0.47387797271093535,0.1659392041867786,0.5727237122505207,0.00067041,0.0601,-3.1736595162864485,-1.2211255279972604,False,False,False,False
757,0.3863287486426824,0.18188381395661898,0.42650486282944744,0.4101804418299042,0.4981566004279256,1.587974239687763e-32,0.5501403135728767,1.0026,0.4377,0.0011277002770349424,-0.358823453386886,False,False,False,False
790,0.3854399254139042,0.3601894216095381,0.4603039710428152,2.1075657458100812e-08,0.6537204841066184,1.1620344442358673e-103,0.9616287319937445,0.89237,0.5365,-0.04945503840328118,-0.27043027369803013,False,False,False,False
518,0.3839485361779511,0.2142828780419548,0.47919230805236396,0.3543541447189563,0.520764796979617,4.8355140810720055e-11,0.5865749023749942,20.413,0.1031,1.3099068355686807,-0.9867413347164835,False,False,False,False
863,0.38369620312620634,0.29743934825754964,0.43668296881812213,0.10098376750746497,0.5561329632193459,3.573779195644507e-40,0.8889906313470386,1.8347,0.8617,0.2635650609608573,-0.06464390705442685,False,False,False,False
1001,0.38298406332971896,0.35569405734221726,0.45500615674446504,0.0010472561267672914,0.6431459289761964,2.8189521821379827e-19,0.9400230827615007,0.88588,0.6109,-0.05262510301972405,-0.21402987486799047,False,False,False,False
45,0.3822310610964349,0.23326213816638397,0.4080881758676861,0.3544479333630626,0.518899099807482,6.173887774810147e-17,0.752000603271016,13.794,0.6501,1.1396902216529228,-0.18701983396051958,False,False,False,False
204,0.3820989852554934,0.23084221263184007,0.4140122368103042,0.36107098143365113,0.44577341133042425,1.4402075570748932e-27,0.7279531648210087,1.2309,0.4783,0.09022277168657512,-0.32029961912803584,False,False,False,False
495,0.38174574046094506,0.23834168006438547,0.4274608150647953,0.27955030354064264,0.5626376700255873,2.540593527066594e-22,0.694759140399844,0.73228,0.1989,-0.13532282713346344,-0.7013652168755644,False,False,False,False
630,0.3815467927646951,0.2156832184908243,0.45995836716196714,0.3431517528167174,0.5185589163624293,4.637175502418696e-17,0.6016365744915606,0.7116,0.7331,-0.14776406058811256,-0.1348367804939138,False,False,False,False
99,0.38146136330901836,0.22368144693925876,0.37902342958198787,0.362377417388341,0.553469560665876,2.1312850291105016e-07,0.6126336733436277,1.6268,0.4661,0.21133416373254996,-0.3315208970674144,False,False,False,False
967,0.3813965744171915,0.19671825367370893,0.47436198110490413,0.23843808246000903,0.495080257148688,1.9041791528123753e-18,0.5960701007200336,0.76737,0.2984,-0.11499518336174742,-0.5252011811993688,False,False,False,False
735,0.38096043450476,0.21685639795670586,0.4336952097142423,0.35392871877444965,0.5475336471209786,4.0283596839131864e-14,0.5749542138566033,8.9034,0.2152,0.9495558852137729,-0.6671577330056484,False,False,False,False
753,0.38063363706891845,0.20748854527389807,0.45330514496454255,0.39635451844424097,0.5081606644825587,9.570998253567463e-19,0.5732547070887036,1.6741,0.4241,0.2237813963998135,-0.3725317275402904,False,False,False,False
