#4FGL LogParabola unIDs
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
 0.0925    0.1076   1.4409e-01       4.2011    1.086       J1702.5-4803
 0.2464    0.0354   4.1424e-01      38.9105   10.048       J1702.7-5655
 0.3240    0.1102   1.1276e+00      10.7485    3.987       J1703.6-2850
 0.3636    0.1078   1.5779e+00      13.6397    5.801       J1704.8-4030
 0.5377    0.5766   6.4093e-01       5.3222    3.521       J1705.1-4748
 0.9952       nan   2.9447e+00       7.1678    3.414       J1705.2-3850
 0.4386    0.1932   5.7885e-01       6.2491    3.703       J1705.4-4850
 0.7331    0.4091   7.1160e-01       5.4158    3.725       J1706.2-4950
 0.3793    0.1374   9.2908e-01       4.0629    2.028       J1706.4-4609
 0.8160    0.2088   5.4310e-01       4.6873    1.924       J1706.4-4649
 0.1796    0.0925   2.6680e-01       5.7569    2.889       J1706.5-4023
 0.2765    0.1879   4.7770e-01       6.4873    2.395       J1706.8-4540
 0.0162    0.1019   1.7165e-07       4.9384    0.215       J1707.6-5351
 0.2483    0.1538   4.4448e-01       4.7768    2.399       J1708.8-0923
 0.9948       nan   5.4568e+00       5.8287    3.614       J1709.4-2127
 0.0922    0.0640   6.0231e-02      10.6583    1.675       J1709.4-0328
 0.6511    0.2392   8.7989e-01       8.3760    5.231       J1709.9-0900
-0.0246    0.0710   2.3348e+03       7.4273    0.317       J1710.0+4629
 0.3783    0.2693   2.5159e+00       5.5674    2.454       J1710.3-3039
 1.0000       nan   2.7548e-01       5.2238    3.770       J1710.8+1135
 0.9750    0.1305   1.3559e+00      10.8942    6.982       J1711.0-3002
 0.1699    0.1284   3.3779e-01       5.8554    1.669       J1711.4-2526
 0.4544    0.1523   2.0291e+00      10.4043    4.552       J1711.9-1922
-0.0262    0.0753   3.9093e-01       4.0674    0.363       J1712.9-4105
 0.7633    0.5181   3.0037e+00       4.4451    2.706       J1714.8-1421
 0.2658    0.0808   7.5217e-01      12.5577    5.392       J1714.8-3849
 0.5247    0.1712   1.7480e+00      12.3968    4.484       J1714.9-3324
 0.1095    0.1272   2.2993e-01       5.1057    1.451       J1715.7-4239
 0.1543    0.0922   6.4825e+00      10.2151    2.079       J1716.1+2309
 0.1913    0.1356   1.3432e+00       4.3846    1.878       J1716.9-4152
-0.0251    0.0636   6.5058e+03       4.2437    0.361       J1717.0-3218
 0.3196    0.1130   1.2581e+00      15.4787    4.087       J1717.5-5804
 0.9983       nan   3.4086e+00       6.3848    4.448       J1717.5-4022
 0.2134    0.1282   4.4508e-01       6.9726    2.597       J1717.6-4404
 0.0554    0.1166   8.4023e-03       5.5350    0.522       J1717.8+1955
 0.5412    0.2925   9.1430e-01       7.0189    4.112       J1719.0-4221
-0.0081    0.0532   9.0424e+04       6.3904    0.125       J1719.1-5348
 0.5228    0.2219   7.6760e-01       6.7736    3.554       J1719.4-2916
 0.1190    0.0943   3.0774e-01       5.9031    1.580       J1720.1-4358
 0.3805    0.1050   9.3350e-01      15.6382    5.186       J1720.6+0708
 0.5094    0.1801   9.2514e-01      11.3153    4.619       J1721.3-5257
-0.0819    0.0541   1.0086e+02       5.0687    1.146       J1721.4+2529
 0.0010    0.0736   1.1028e-79       5.0520    0.038       J1721.4+1131
 0.2326    0.0912   7.2420e-01       9.2866    3.538       J1721.7-3917
 0.3168    0.1023   1.0541e+00       7.4518    2.716       J1722.1-3205
 0.9871       nan   2.2620e+00       4.9540    3.699       J1722.6-3135
 0.2507    0.0984   8.5311e-01       9.9130    3.595       J1722.8-0418
 0.3501    0.2297   5.3350e-01       4.6468    2.740       J1723.1-2859
-0.0199    0.0206   2.8198e+00      10.8578    0.870       1723.5-0501e
 0.1090    0.1109   3.1112e-01       4.6234    1.246       J1723.6-4126
 0.9206    0.2639   9.1753e-01       6.3253    4.518       J1724.5-3008
 0.1591    0.1066   4.9695e-01      10.2343    2.134       J1725.1-1924
 0.0851    0.0895   6.4547e-02       6.3551    1.096       J1725.5+0840
 0.4329    0.2404   1.4958e+00       5.5020    3.166       J1726.2-2903
 0.2566    0.0842   9.7529e-01       4.3608    1.101       J1726.7-3930
 0.0980    0.0891   3.0310e-01       5.1884    1.328       J1726.8-2659
 0.2658    0.1296   1.4660e+00       8.2783    2.742       J1727.4+0326
 0.2287    0.1232   1.3244e+00       9.0877    2.824       J1727.6-2304
 0.4079    0.3567   4.3212e-01       5.1489    2.469       J1727.6-0849
 0.2233    0.1931   8.5101e-01       4.3994    1.796       J1727.7-3621
 0.3817    0.0759   3.7738e-01       6.8988    4.132       J1728.0-3550
 0.5775    0.2709   1.4211e+00       8.8243    4.237       J1728.1-1610
 0.3455    0.1475   1.4500e+00       8.7028    3.636       J1729.1-3503
 0.5112    0.1147   8.3445e-01       7.2045    3.925       J1729.4-2831
 0.5653    0.3912   8.7989e-01       6.4926    3.851       J1729.7-4242
 0.1308    0.1006   4.9416e-01       8.3156    1.420       J1729.9-4148
 0.7284    0.3476   5.7643e-01       6.8479    4.185       J1730.1-4343
 0.9997       nan   2.9182e+00       5.1085    3.750       J1730.3-2913
 0.5756    0.1284   1.5437e+00      17.5202    7.176       J1730.4-0359
 0.6565    0.2633   1.8825e+00       7.6285    4.076       J1730.8-3806
 0.2305    0.2004   1.4848e+01       5.3042    1.396       J1730.8-1123
 0.8120    0.2815   6.9609e-01       6.1645    4.083       J1731.7-1850
 0.3234    0.1092   1.5390e+00       4.1530    2.623       J1732.0-2659
 0.3107    0.1334   5.9897e-01       5.6302    3.028       J1732.7-2559
 0.1853    0.1018   5.0673e-01       7.0622    2.405       J1733.2-2915
 1.0000       nan   2.1570e+00       7.3681    4.098       J1733.4+2235
 0.4899    0.2443   8.7141e-01       6.8936    3.738       J1733.6-2431
 0.7019    0.2841   4.5853e-01       7.0169    4.636       J1733.9-2220
 0.4967    0.0963   1.7479e+00       7.9905    3.754       J1734.0-2933
 0.6221    0.2680   8.3417e-01       9.6266    4.691       J1734.5-2818
 0.1396    0.0978   6.9535e-01       6.2140    1.684       J1735.2-1640
 0.2418    0.0976   3.6376e-01      10.9944    3.600       J1735.3-0717
 0.3850    0.1015   1.3440e+00      16.9631    5.851       J1736.1-3422
 0.2752    0.1656   6.1912e-01       4.7560    2.661       J1736.3-2929
 0.0650    0.1004   2.6758e-01       4.6126    0.752       J1737.2-2421
-0.0355    0.0568   8.9978e+01       5.1333    0.533       J1737.3-5300
 0.4553    0.1362   7.3596e-01       7.7171    3.246       J1737.3-3332
 0.1890    0.1054   6.9795e-01       5.9697    2.370       J1737.6-2350
 0.1899    0.5483   1.7400e-01       4.2992    0.912       J1738.0+0236
 0.7612    0.1382   7.1920e-01      11.0443    7.080       J1738.1-2453
 0.3955    0.1677   6.4590e-01       6.7774    2.276       J1738.8-3241
 0.9999       nan   1.0401e+00       5.1523    3.447       J1739.1-1059
 0.2761    0.1291   6.0974e-01       8.4595    3.351       J1739.2-2717
 0.3534    0.1293   8.3692e-01      11.2251    4.603       J1739.3-2531
 0.9465    0.3278   1.2701e+00       6.7211    4.662       J1739.5-2929
 0.2588    0.6473   3.3630e-01       5.0678    2.025       J1739.6-3155
 0.9989       nan   2.5838e+00       6.9910    3.956       J1739.7-2836
 0.2387    0.1394   2.3010e-01       5.5743    2.228       J1740.1-1928
 0.3834    0.1814   1.9224e+00       6.8789    3.455       J1740.4-2850
 0.2075    0.1520   6.8198e-01       5.9211    2.178       J1740.6-3430
 0.1837    0.1001   9.0757e-02       8.4363    2.241       J1740.7-6750
 0.7970    0.1899   1.7150e+00       8.5034    4.984       J1740.7-2640
 0.5839    0.2530   1.9661e+00       5.0981    3.133       J1741.1-3328
 0.5840    1.8111   1.3108e+00       5.9903    3.121       J1741.3-3357
 0.9044    0.2560   2.6434e+00       7.4517    4.612       J1741.5-3119
 0.5411    0.2605   8.6662e-01       5.7059    3.849       J1741.5-2344
 0.0038    0.0108   9.4255e-02      29.3928    0.381       1741.6-3917e
 0.4449    0.0922   6.1542e-01       6.5205    3.814       J1741.6-2730
 0.2844    0.1901   6.2823e-01       5.1173    2.736       J1742.5-2833
 0.4799    0.1678   6.3854e-01      11.1711    4.369       J1742.8-2246
 0.1763    0.1302   5.6061e-01       5.7961    2.595       J1743.1-3049
 0.2588    0.0758   1.8353e+00       4.0967    2.315       J1743.4-3123
 0.2304    0.1001   3.3511e-01       5.8919    2.978       J1743.4-2406
 0.1658    0.1166   1.8900e+00       5.8117    2.060       J1743.6-3341
 0.5629    0.1440   9.8604e-01      13.6817    6.143       J1743.7-4321
 0.1282    0.5571   4.2047e-01       6.5099    0.999       J1743.8-3143
 0.6184    0.4916   5.6915e-01       5.5453    3.739       J1743.9-3539
 0.3992    0.1190   1.6699e+00      12.7269    4.943       J1744.0-1311
 0.3490    0.1094   8.5147e-01      10.6479    4.725       J1744.7-1557
 0.6174    0.2233   1.4507e+00       8.3379    4.891       J1744.9-3322
 0.2130    0.1278   4.8705e-01       5.5844    2.412       J1744.9-2153
-0.1083    0.0365   2.0279e+01       5.5583    1.924       J1745.3+2338
 0.2208    0.0605   9.2916e-01       7.4705    2.042       J1745.6-3626
 0.3499    0.1826   1.3272e+00       6.2362    3.411       J1745.6-3145
 0.0218    0.0165   2.4029e-02      27.3935    1.472       1745.8-3028e
 0.2270    0.0718   5.8740e-01       4.5096    2.186       J1746.1-2541
 0.2701    0.5515   3.5073e-01       6.3688    2.849       J1746.5-2019
 0.5752    0.2510   7.6672e-01      13.7531    5.922       J1747.0-3505
 0.2119    0.0805   1.2978e+00      13.0936    3.345       J1747.6+0324
 0.3602    0.5467   3.3870e-01       5.5782    2.213       J1747.7-2141
 0.2152    0.1832   8.9034e+00       4.3608    1.312       J1747.8-0316
 0.4037    0.2197   1.7031e+00       5.2565    3.354       J1747.9-3224
 0.0855    0.0780   1.6436e-01       6.3238    1.339       J1748.2-1942
 0.5652    0.1808   1.7757e+00      12.4792    6.532       J1748.3-2906
 0.5132    0.3173   8.4496e-01       4.5241    2.884       J1748.4+1601
 0.5254    0.4313   3.6038e-01       6.6230    3.904       J1749.0-2327
 0.8617    0.2581   2.6871e+00       7.2308    4.283       J1749.6-3143
 0.2177    0.0668   3.2501e-01      13.8554    4.220       J1749.8-0303
 0.7450    0.2474   9.0452e-01       7.8082    5.516       J1750.0-3849
 0.3951    0.1687   6.5911e-01       7.0997    3.855       J1750.4-1721
 0.1997    0.0931   3.3985e-01       6.7470    2.782       J1750.6-1906
 0.3470    0.1391   1.5747e+00       4.7699    2.220       J1750.8-4405
 0.1561    0.1218   1.3405e+00       5.4485    1.521       J1750.9-3301
 0.0415    0.0605   6.0994e-02       7.1691    0.751       J1751.6-1750
 0.2578    0.1829   4.4849e+00       4.5364    1.959       J1752.0+3606
 0.3088    0.1874   4.1003e-01       4.7620    2.879       J1752.3-2914
 0.2253    0.0721   1.2623e+00       4.2514    2.156       J1752.3-3139
 0.8463    0.2554   1.3060e+00       7.2922    4.462       J1752.7-3040
 0.4241    0.1697   1.6741e+00       9.2842    4.231       J1752.8-4449
 0.2134    0.0370   1.1452e+00      32.9534    8.632       J1753.8-2538
 0.1270    0.0824   1.9467e+00      10.7225    1.845       J1753.9+2443
 0.6593    0.3046   1.7867e+01       6.4511    1.863       J1754.1-4333
 0.4377    0.1760   1.0026e+00       6.9995    3.968       J1754.3-4443
 0.7934    0.2420   8.7937e-01       6.7327    4.736       J1754.3-3236
 0.6555    0.1804   1.2603e+00      14.4710    5.492       J1754.6-2933
 0.9999       nan   2.6261e+00       6.6001    4.077       J1754.8-3200
 0.2492    0.1738   4.3576e-01       4.6500    1.991       J1755.9-4009
 0.1360    0.1985   2.3134e-02       4.6154    0.712       J1756.3+0236
 0.5237    0.1965   1.2585e+00       7.1217    3.853       J1757.1-3554
 0.3797    0.1491   1.0198e+00       4.0571    2.652       J1757.1-2848
 0.2897    0.1061   7.5236e-01      10.3776    3.953       J1757.4-3125
 0.4793    0.2960   1.3672e+00       5.2740    3.333       J1757.6-2731
 0.4664    0.1317   3.4915e+00      17.3694    5.500       J1757.7-6032
 0.9943       nan   2.3490e+00       6.0602    4.536       J1758.0-2953
 0.3103    0.0793   5.1271e-01       8.0279    3.507       J1758.3-1920
 0.1889    0.0581   8.3061e-01      16.8374    3.970       J1758.7-4109
 0.0552    0.1254   2.9329e-04       4.4638    0.480       J1759.0-0107
 0.9316    0.2931   6.7394e-01       6.3658    4.786       J1759.2-0243
 0.2694    0.0853   1.0848e+00       8.3342    5.115       J1759.7-2354
 0.2202    0.1285   7.4071e-01       5.7611    2.255       J1759.8-1250
 0.1772    0.1372   3.6649e-01       5.4326    1.639       J1800.1-0323
 0.8920    0.4325   1.2842e+00       6.2076    4.220       J1800.2-2952
 0.0429    0.0758   1.7523e+00       4.2323    0.705       J1800.2-2403
 0.3777    0.1372   9.5484e-01       4.2689    2.633       J1800.5-2910
 0.1597    0.0725   8.8637e-01       9.3647    3.286       J1800.9-2407
 0.6004    0.2794   1.0105e+00       6.0514    3.801       J1801.0-2802
 1.0000       nan   3.5905e+00       6.6772    4.925       J1801.1-2626
 0.2827    0.1901   3.1635e-01       4.3857    1.865       J1801.4-4307
 0.0417    0.0421   1.2143e-01      10.0602    1.175       J1801.8-2358
 0.5408    0.2305   1.0893e+00       6.4758    4.200       J1802.1-2652
 0.8661    0.3759   1.2901e+00       6.3984    3.910       J1802.4+3634
 0.3944    0.1279   3.5715e+00      13.9244    5.143       J1802.4-3041
 0.4336    0.2476   5.7592e-01       5.5755    2.729       J1802.8-4719
 0.2986    0.1329   7.8703e-01       7.3567    3.478       J1803.1-2724
 0.2522    0.0785   1.7256e+00      17.3542    4.276       J1803.1-6708
 0.4286    0.1778   1.2636e+00       8.2014    3.561       J1803.2+1402
 0.2078    0.2054   5.3092e-02       5.7071    1.393       J1803.3+2425
 0.9732    0.2514   8.3634e-01       5.5871    4.506       J1803.5-1639
 0.5365    0.2148   8.9237e-01       6.8525    4.197       J1803.7-3207
 1.0000       nan   6.9132e-01       8.0572    6.196       J1803.8-2908
 0.9688       nan   1.0418e+00       5.4661    3.998       J1804.0-1124
 0.1175    0.0601   2.2586e-01      10.4860    2.294       J1804.4-0852
 0.3269    0.1104   3.7296e-01       4.8043    2.820       J1804.9-1745
 0.7475    0.2028   1.6771e+00      12.4577    6.325       J1805.1-3618
 0.3236    0.1081   4.2871e-01      12.4159    4.279       J1805.7+3401
 0.0919    0.1004   1.5589e-01       4.1229    1.097       J1806.1-3344
 0.1905    0.1487   2.2997e-01       4.4732    1.809       J1806.2-1347
 0.0804    0.0948   1.5247e-01       4.5738    1.047       J1806.9-2824
 0.1259    0.1352   1.9689e-01       4.1117    1.141       J1807.1+2822
 0.4617    0.1882   5.6193e-01       7.4921    4.172       J1808.1-1234
 0.5411    0.0835   6.9837e-01       7.5524    6.611       1808.2-2028e
 0.6754    0.4093   4.6348e-01       6.4124    4.294       J1808.2-1055
 0.8911    0.1203   1.1276e+00      16.1206    9.384       J1808.4-3358
 0.1301    0.1294   1.9057e-01       5.0567    1.195       J1808.4-4521
 0.7562    0.3965   2.1511e+00       5.9933    3.416       J1808.4-3522
 0.3850    0.1419   9.5951e-01       9.6841    4.101       J1808.5-3701
 0.7934    0.2730   1.1244e+00       5.5671    4.140       J1809.0-2853
 0.1572    0.0834   4.1168e-01       7.6300    2.419       J1809.2-2726
 1.0000       nan   1.1210e+00       6.3226    4.186       J1810.2-3054
 0.2368    0.1562   5.5588e-01       5.4035    1.922       J1810.3+1332
 0.2476    0.0759   4.9639e-01       4.3570    1.799       J1810.5-1415
 0.2378    0.1586   1.6310e+00       4.3178    1.988       J1810.8-3347
 0.1251    0.1113   4.5188e-01       4.3968    1.421       J1811.0-2725
 0.3672    0.1288   1.3798e+00       4.9002    2.724       J1811.7-1442
 0.6527    0.2915   8.7889e-01       5.1966    4.411       J1811.9-2336
 0.7044    0.2458   4.1840e-01       7.6819    5.136       J1812.2-0856
 0.4462    0.1518   1.7970e+00      10.5644    4.384       J1812.8-3144
 0.3049    0.1227   6.9506e-01       8.1646    3.832       J1813.2-1128
 0.4932    0.2061   2.5716e+00       8.9231    3.818       J1813.5+2819
 0.2019    0.1142   5.0974e-01       8.1266    2.953       J1813.7-1152
 0.2286    0.1109   8.1659e-01       9.9637    2.887       J1813.7-6846
 0.9933       nan   4.0367e-01       5.8920    4.164       J1814.2-1012
 0.6634    0.4764   1.6388e+00       6.5653    3.373       J1814.2-3000
 0.6922    0.2154   1.5437e+00       9.8576    6.000       J1814.4+3132
 0.5888    0.2506   8.9352e-01       6.8199    3.636       J1814.6-2537
 0.3582    0.1770   7.7882e-01       9.0605    3.899       J1814.7-3420
 0.5892    0.2887   3.5956e-01       7.7068    3.505       J1815.1+5917
 0.4953    0.2473   7.4312e-01       5.8651    3.855       J1815.3-1336
 0.2512    0.1084   4.9438e-01       8.4651    3.492       J1815.8-1416
 1.0000       nan   9.2333e-01       5.4783    4.511       J1816.3-2903
 0.0339    0.0890   3.4031e-04       4.2710    0.404       J1816.4-0057
 0.3562    0.1190   7.1824e-01       9.1749    4.819       J1816.4-2727
 0.3532    0.1146   9.0685e-01      12.7119    4.648       J1816.4-6405
 0.1036    0.1129   3.9380e-01       4.8132    1.084       J1816.5-1208
 0.2796    0.1174   1.6266e+00      10.4285    3.033       J1816.7+1749
 0.0607    0.0500   2.7225e-01      11.6840    1.345       J1817.2-3035
 0.9990       nan   9.9540e-01       5.1374    4.352       J1817.6-3251
 0.5456    0.1511   1.2389e+00      11.1421    5.769       J1817.9-3334
 0.3705    0.1025   6.3473e-01       8.0348    3.610       J1817.9-1135
 0.5315    0.3436   1.6065e+00       5.5746    3.195       J1818.0-1339
 0.3743    0.1559   1.7708e+00       8.8348    3.283       J1818.1-2000
 0.0472    0.0809   2.7241e-02       5.2444    0.676       J1818.3-1233
 0.2017    0.1379   1.5309e-01       6.0837    1.854       J1818.5+2533
 0.5288    0.1589   1.8119e+00      12.4026    5.385       J1818.6+1316
 0.3328    0.0705   3.9262e-01      14.9785    7.187       J1818.6-1533
 0.5325    0.1929   8.1508e-01       7.1886    4.692       J1818.6-3206
 0.1848    0.1137   8.1579e-01       5.6781    1.945       J1818.8-0828
 0.5259    2.4405   7.7872e-01       6.8877    3.530       J1819.4-1102
 0.2713    0.9200   2.2665e-01       4.5930    2.132       J1819.9-1300
 0.3117    0.1347   8.8900e-01       7.5297    3.335       J1819.9-2926
 0.9999       nan   1.8706e+00       9.6487    5.958       J1819.9-1530
 0.5017    0.2533   1.6648e+00       7.9764    3.725       J1820.7-3217
 0.0929    0.0820   2.2999e+01       7.6952    1.249       J1821.6+6636
 0.4568    0.0994   6.8911e-01       7.0014    3.976       J1822.6-2502
 0.1865    0.1290   3.5735e-01       6.0060    2.037       J1822.8-1118
 0.3731    0.1420   1.2384e+00      10.4406    3.470       J1822.9-4718
 1.0000       nan   1.2467e+00       6.7229    5.081       J1823.2+1209
 0.1978    0.0385   8.7647e-01      27.4967    7.279       J1823.3-1340
 0.5604    0.2739   1.7159e+00       6.7845    3.845       J1823.8-3544
 0.1574    0.1114   2.1584e-01       6.0462    1.673       J1824.2+1231
 0.6855    0.1371   3.8295e+00      19.6715    8.412       J1824.2-0621
 0.3289    0.1232   1.8314e+00      13.6705    4.089       J1824.2-5427
 0.4774    0.3702   2.1270e+00       5.7811    2.663       J1824.7+2403
 0.4359    0.2442   9.9490e-01       4.8017    2.778       J1825.9-3153
 0.2015    0.2011   2.0681e-01       4.5662    1.264       J1825.9-5614
 0.4384    0.2296   6.3081e-01       5.5837    3.241       J1826.2-2830
 0.4983    0.1214   7.0174e-01       8.0589    4.929       J1826.5-1202
 0.9846    0.1791   3.8845e+00       4.2111    2.354       J1827.2+4303
 0.3699    0.0978   1.5026e+00      15.9853    5.479       J1827.5+1141
 0.8617    0.6427   1.8347e+00       5.5636    3.020       J1828.1-1312
 0.3378    0.1341   2.2769e+00       4.6435    2.218       J1828.2-3252
 0.9890       nan   8.7418e-01       5.7905    4.105       J1829.6-2545
 0.9999       nan   1.8766e+00       5.5706    3.201       J1829.6-4310
-0.1041    0.1093   1.0344e+01       4.6547    1.406       J1830.0-1515
 0.6015    0.2301   9.0207e-01       7.7244    4.711       J1830.1-0212
-0.1366    0.0542   1.1133e+01       4.1937    1.705       J1830.1-1440
 0.2201    0.0734   1.1542e+00      18.1698    3.527       J1830.7-1634
 0.4577    0.1458   1.9916e+00      12.3781    5.098       J1830.8-3132
 0.4302    0.1168   2.0156e+00      16.9531    5.852       J1831.1-6503
 0.1705    0.1136   4.8430e-01       6.7062    2.133       J1831.6-0223
 0.0890    0.0976   3.4261e-01       5.1679    1.110       J1832.4-0152
 0.5409    0.2196   1.3309e+00       6.4736    4.059       J1833.0-3840
 0.6172    0.1082   7.8739e-01       7.3971    5.594       J1834.2-0827
 0.6486    0.2650   1.5532e+00       7.7714    3.687       J1834.3+0613
 0.5199    0.1613   1.2468e+00       9.1291    5.892       J1834.7-0724
 0.4468    0.1249   7.5605e-01       9.0509    6.032       J1834.9-0800
 0.3345    0.1325   7.8803e-01       7.7430    3.664       J1834.9-2819
 0.0923    0.0972   3.1897e-02       5.4982    1.132       J1835.3-2439
 0.5670    0.2139   9.6922e-01       8.3785    4.242       J1836.8-2354
 0.2639    0.2298   1.0802e+01       4.4420    1.594       J1836.9+4439
 0.2995    0.2406   6.3607e-01       4.3186    2.748       J1838.0-0516
 0.4604    0.3229   1.0661e+00       4.1894    2.752       J1838.1-3352
 0.2697    0.1551   9.5388e-01       6.4720    2.371       J1838.2+3223
 0.2963    0.4377   9.4809e-01       6.1746    2.318       J1838.4-0630
 0.3959    0.1437   9.4858e-01       6.0021    4.642       J1838.4-0545
 0.0267    0.1006   6.5307e-05       4.1586    0.272       J1838.5+3837
 0.2266    0.1186   5.7976e-01       5.9170    1.926       J1839.0-1502
 0.9760       nan   1.8702e+00       6.2227    3.147       J1840.4-1705
 0.8248    0.2716   1.7401e+00       9.1385    5.326       J1840.4-1139
 0.0567    0.0967   4.7992e-01       4.0806    0.651       J1841.3-4442
-0.0784    0.0561   5.6822e+00       4.3861    1.079       J1841.6+7113
 0.6167    0.1684   2.0126e+00      13.7016    6.250       J1842.1+2737
 0.1678    0.1157   2.0816e-01       4.5390    2.060       J1842.2-0328
 0.2168    0.1188   1.0815e+00       7.9342    2.612       J1843.3-1242
 0.1639    0.2410   2.3302e-01       4.7532    1.806       J1843.7-0326
 0.3787    0.1111   1.1508e+00       5.6077    2.630       J1844.8-0957
 1.0000       nan   2.3111e+00       5.1000    3.840       J1845.0+0159
 0.3255    0.0913   9.2289e-01      15.0713    5.139       J1845.8-2521
 0.5388    0.2680   3.1365e+00       8.3556    3.507       J1846.0+0507
 0.5164    0.2103   1.0030e+00       6.7951    4.861       J1846.9-0247
 0.6373    0.2858   1.8635e+00       5.7194    3.734       J1847.0-0625
 0.3484    0.0889   6.1297e-01      11.4064    6.591       J1847.2-0141
 0.1938    0.4274   5.1565e-01       5.1983    2.573       J1847.2-0200
 0.5143    0.2550   2.1289e+00       5.8999    3.423       J1847.7-3433
 0.2288    0.1170   6.3107e-01       5.9182    2.757       J1848.2-0016
-0.0253    0.0823   3.1212e+00       4.1502    0.274       J1848.7-6307
 0.1274    0.2575   3.0774e-01       5.3023    2.218       J1849.4-0117
 0.0448    0.0757   1.1219e-01       4.9840    0.734       J1850.2-0201
 0.4685    0.2091   8.0212e-01       6.6628    3.719       J1850.8-1105
 0.1783    0.0767   4.2656e-01       8.5826    3.013       J1851.5+0718
 0.6355    0.2031   2.0710e+00      10.1884    4.933       J1852.2-1309
 0.1334    0.0743   2.6066e-01       8.6744    2.418       J1852.6+0203
 0.4413    0.2548   5.9251e-01       4.9001    2.809       J1853.2-0922
 0.1506    0.1450   2.7602e-01       5.7217    1.284       J1853.3-2447
 0.2133    0.1446   9.4643e-01       5.1601    1.708       J1853.6-0620
 0.7427    0.1518   6.4742e-01       4.6504    2.702       J1853.8-1107
 0.3984    0.2403   2.0662e+00       4.6157    2.929       J1854.3-3640
 0.2521    0.0932   9.3711e-01      10.7337    5.206       J1854.7+0153
-0.0041    0.0508   1.3214e+12       5.1314    0.062       J1855.2+0756
 0.2187    0.0736   2.6666e-01       9.2997    4.131       J1855.2+0456
 0.9991       nan   7.4410e-01       7.9748    5.309       J1855.3-0740
 0.8043    0.2619   1.0815e+00       6.7443    4.473       J1855.6-3603
 0.2416    0.1492   1.5667e+00       7.2972    3.546       J1855.8+0150
 0.0689    0.0646   8.8530e-01       8.7595    1.201       J1856.1-1222
 0.2342    0.1427   5.6188e-01       7.0744    2.063       J1856.5+1735
 0.6816    0.2391   3.7667e+00       9.1137    5.066       J1857.1+0056
 0.3852    0.1808   1.7998e+00       8.6997    4.664       J1857.4+0106
 0.2802    0.1391   8.5176e-01       7.0753    2.755       J1857.8-3220
 0.4443    0.0928   7.4002e-01      16.0634    8.904       J1858.0+0354
 0.5652    3.0841   6.0573e-01       4.2422    2.481       J1858.0-1052
 0.4537    0.1270   1.1472e+00      15.5899    5.569       J1858.3-5424
 0.6209    0.2563   9.9843e-01       6.8386    4.242       J1858.3-1318
 0.2123    0.1474   3.3785e-01       6.3270    1.881       J1858.5-4446
 0.6259    0.3130   8.7538e-01       6.0382    3.468       J1858.9+3636
 0.3290    0.1840   8.9335e-01       6.8215    2.769       J1859.2-0706
 0.1682    0.0855   5.8538e-01       8.5699    2.589       J1859.3+0058
-0.0734    0.0460   3.2468e+01       4.2543    1.192       J1859.8+1545
 0.3435    0.1639   9.6882e-01       7.5553    3.050       J1900.4-4941
 0.3280    0.0907   7.1191e-01      12.6662    6.521       J1900.4+0339
 0.4270    0.0934   5.5918e-01      10.4015    7.302       J1900.7+0426
 0.4125    0.1247   4.3450e-01       7.4814    5.570       J1900.9+0538
 0.2805    0.1065   1.1171e+00      10.8088    4.590       J1901.1+0730
 0.1928    0.1605   2.6911e+00       4.2969    1.594       J1901.5-2208
 0.1565    0.0998   2.7233e-01       7.6751    1.947       J1901.5-1112
 0.4791    0.1929   1.6014e+00       8.1636    3.675       J1901.8-0718
 0.3769    0.0970   6.9063e-01       9.9613    6.526       J1902.2+0448
 0.6831    0.3334   1.3054e+00       5.7250    3.693       J1902.4-3417
 0.2290    0.0881   1.0319e+00      11.4571    4.156       J1902.5+0654
 0.3020    0.2722   3.3698e-01       4.0756    1.356       J1902.7-3246
 0.6755    0.3043   7.9768e-01       5.0747    3.779       J1903.5-0825
 0.3354    0.1750   6.0555e-01       5.6241    2.745       J1904.0-5925
 0.0711    0.1003   1.2643e-02       5.2531    0.795       J1904.6-2713
 0.3817    0.0825   7.5247e-01      19.3815    7.005       J1904.7-0708
 0.2198    0.1283   5.3199e-01       5.5106    2.222       J1905.2-5120
 0.6404    0.3018   7.3462e-01       8.6861    3.243       J1905.8+4942
 0.9264    0.3572   1.7257e+00       7.9728    4.626       J1906.0-1718
 0.8752    0.1861   3.3283e+00       9.5148    5.038       J1906.1+1651
 0.6867    0.3236   1.3206e+00       5.2211    2.931       J1906.4-2001
 0.1899    0.1103   8.2271e-01       8.9866    1.943       J1906.4-1757
 0.2282    0.0417   8.2890e-01      19.6119    8.097       J1906.9+0712
 0.1097    0.2277   6.8393e-02       4.5146    0.719       J1907.7-4037
 0.3696    0.0893   5.0692e-01      10.9474    6.626       J1908.7+0812
 0.4395    0.0831   1.3882e+00      21.0456    7.699       J1908.8-0131
 0.3543    0.2119   1.2817e+00       6.2987    2.705       J1909.2+4646
 0.7321    0.3923   6.2839e-01       5.7924    2.259       J1910.1-4704
 0.0996    0.1243   7.8736e-01       9.0768    2.389       J1910.2+0904
 0.4475    0.2054   6.9576e-01      10.6599    3.668       J1910.7-5320
 0.6596    0.3277   1.6275e+00       6.5672    3.667       J1911.4-4856
