#4FGL LogParabola unIDs
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
-0.0469    0.0587   4.5887e+00       6.1708    0.655       J1049.8+2741
 0.1576    0.1629   3.5431e+00       6.0484    1.568       J1054.7-6008
 0.1619    0.1929   2.0601e-01       5.1457    1.148       J1055.6-0719
-0.0852    0.0526   1.1901e+01       4.2493    1.132       J1055.7-1807
 0.5228    0.3903   1.3136e+01       5.5170    2.552       J1057.6-4051
 0.1455    0.0978   1.0312e+01       9.6974    1.788       J1058.4-6625
 0.9932       nan   2.4625e+00       6.8478    3.427       J1058.9-6101
-0.0795    0.0554   4.0410e+01       4.5856    1.083       J1059.4+2148
 0.2137    0.2196   8.3527e-01      10.4010    1.611       J1059.4+0226
 0.1481    0.1484   1.1819e+00       6.7876    1.314       J1100.0-2044
 1.0000       nan   1.3404e+00       6.4293    3.723       J1102.4+0246
 0.1750    0.1364   9.2599e-01       7.8468    1.615       J1105.1-2600
 1.0000    0.0009   3.2370e+01       4.1425    2.299       J1105.3-0626
-0.0964    0.0576   7.9645e+01       4.6406    1.279       J1106.2+7303
-0.0568    0.0767   9.7388e+02       4.2971    0.612       J1106.7+3623
 0.4637    0.1595   1.6659e+00      13.0776    4.436       J1106.7-1742
 0.4748    0.3098   1.4287e+00       5.3439    1.711       J1109.1-4853
 0.0335    0.0166   1.8428e+01      17.3994    2.075       1109.4-6115e
 0.0725    0.1217   5.1049e-04       6.5025    0.657       J1109.8+4406
 0.0431    0.1501   1.4240e-01       4.2873    0.295       J1111.4+0137
 0.2876    0.0952   9.4999e-01       8.3988    4.168       J1112.2-6055
 0.9926    0.1403   2.7794e+00       4.5629    2.225       J1114.6+1225
 0.0283    0.0303   1.0228e-02      14.5076    1.020       J1115.1-6118
 0.2616    0.1922   1.6702e+00       5.2494    1.858       J1119.9-1007
 0.4922    0.0528   1.0836e+00      48.1958   14.762       J1120.0-2204
 0.0455    0.0616   4.6562e+00      11.4193    0.785       J1120.1-2645
-0.0879    0.0425   1.8044e+01       5.1346    1.604       J1122.0-0231
 0.0347    0.0709   2.0059e-02       6.2593    0.517       J1122.4-6237
-0.0068    0.0691   6.9778e+17       6.6851    0.089       J1122.5-1440
 0.3351    0.2119   1.4258e+00       4.4660    2.164       J1123.2-5111
 0.0418    0.0552   1.8697e-01      10.0333    0.830       J1123.8-4552
 0.4451    0.2471   2.0753e-01       7.3912    3.010       J1125.2+2557
 0.9749    0.2060   2.6873e+00       8.0804    4.592       J1126.0-5007
 0.4033    0.1550   7.1190e-01       8.6963    4.818       J1127.9-6158
 0.2134    0.0659   1.4579e+00      19.4795    5.254       J1139.2-6247
 0.0970    0.0764   3.4579e+01      11.2391    1.453       J1146.0-0638
 0.2976    0.1391   7.3348e-01       4.3644    2.972       J1146.0-6822
 0.0721    0.0893   9.3855e-02       4.4826    1.002       J1150.1-6324
 0.0592    0.0733   2.2158e-01       6.8415    0.901       J1150.7-4613
 0.6529    0.3572   6.4210e-01       6.7646    3.837       J1154.5-5952
 0.2022    0.2343   9.5884e+00       6.2851    1.430       J1155.2-1111
 0.2772    0.3971   4.2454e-01       5.3346    3.588       J1155.6-6245
 0.3384    0.1307   3.3244e-01       7.5490    4.201       J1157.7-6327
-0.0057    0.0832   5.3720e-06       4.5353    0.069       J1158.8-1430
 0.3898    0.1653   5.2722e-01       6.4875    3.291       J1202.9-5717
 0.4090    0.1716   6.7177e-01       6.0491    3.715       J1203.4-6145
 0.2892    0.1835   1.4431e+00       7.6088    2.256       J1203.5-1748
 0.3237    0.0473   8.4803e-01      28.8537    9.646       J1203.9-6242
 0.5609    0.1502   5.2385e-01       5.1856    3.880       J1204.3-6111
 0.6560    0.1908   1.1698e+00      10.6921    5.525       J1204.5-5032
 0.0516    0.0936   1.1722e-01       5.1359    0.690       J1205.1-5951
 0.2666    0.2031   2.0397e+00       4.1526    1.831       J1207.4-1840
 0.6180    0.1907   1.3623e+00      12.1191    5.440       J1207.4-4536
 0.5263    0.2359   1.2431e+00       8.0093    4.180       J1207.9-6443
 0.3411    0.0992   9.5845e-01      13.8473    4.986       J1208.0-6900
 0.1552    0.1650   2.5006e+00       5.2040    1.130       J1208.2+1158
 0.3816    0.2230   1.4672e+00       4.3783    2.391       J1208.5-5512
 0.1716    0.1389   3.0708e-01       4.3890    1.877       J1209.4-6421
 0.5968    0.3032   6.0748e-01       4.9726    3.890       J1209.9-5923
 0.8284    0.1764   7.5371e-01       6.8839    6.124       J1210.4-6250
 0.0892    0.0843   1.6719e-01       5.2365    1.270       J1210.4-6100
 0.1900    0.1218   5.8011e-01       5.0256    1.884       J1210.7-6005
 0.1877    0.0765   5.8518e-01      12.7573    3.256       J1213.9-4416
 0.2731    0.1545   2.9176e+00       7.0751    2.480       J1214.5-2318
 0.0927    0.0795   1.9807e-01       6.6911    1.362       J1214.7-5858
 0.1528    0.1767   2.0361e+00       4.7231    0.944       J1216.2+0537
 0.0615    0.0616   1.2626e-02      12.4779    1.112       J1216.2-0600
-0.0285    0.0715   9.3783e+00       5.0374    0.352       J1216.4-1358
 0.2808    0.1003   4.8639e-01      12.5095    4.391       J1216.8-5955
 0.6362    0.3891   1.3379e+00       4.5002    2.948       J1217.2-2500
 0.6874    0.3466   3.1642e-01       5.7066    3.061       J1218.6-1049
 0.1704    0.1000   6.1363e-01       8.0186    2.061       J1220.1-5558
 0.0595    0.0830   2.2299e+01       7.9846    0.789       J1220.1-2458
 0.0764    0.1174   1.4478e-02       4.7392    0.746       J1220.5-2745
 0.3505    0.0978   1.2377e+00      19.7186    5.018       J1221.4-0634
-0.0628    0.0509   1.2696e+03       7.3596    1.038       J1224.6+7011
 0.4089    0.0703   2.0726e+00      33.3305    8.793       J1225.9+2951
 0.2086    0.0982   1.3157e-01       5.3738    2.604       J1226.8-4907
 0.0834    0.1171   1.4536e-01       4.2372    0.828       J1228.0-6918
 0.2128    0.2251   7.5635e-01       4.4064    1.192       J1229.5-3048
 0.6047    0.1020   5.8222e-01      22.4817    9.593       J1231.6-5116
 0.4641    0.1226   8.4854e-01      16.0846    6.009       J1231.6-6511
 0.1796    0.1077   3.0320e-01       9.5448    2.102       J1233.0+1333
-0.0024    0.0940   2.6218e+60       4.2598    0.000       J1239.7-3455
 0.2306    0.2304   1.3855e+01       5.0215    1.013       J1243.7+1727
 0.1369    0.0677   4.5043e-01      11.7792    2.727       J1244.3-6233
 0.0884    0.1055   5.6526e-01       4.5913    0.889       J1250.8-5424
 0.1139    0.0656   1.8467e+00      12.7028    2.108       J1250.9-4943
 0.0654    0.2184   2.0687e-03       4.2469    0.401       J1252.7-2520
 0.5407    0.3705   4.9940e+00       5.5897    2.644       J1254.7-4516
 0.0567    0.0676   2.7090e-03       8.6997    0.889       J1256.8+5329
 0.1547    0.0942   5.5340e-01      12.1965    2.395       J1257.0-6339
 0.0211    0.1243   4.1064e-02       5.2336    0.086       J1258.4+6554
 0.1265    0.2146   9.4452e-01       5.6970    0.719       J1258.5-3406
 0.3466    0.1320   6.6505e-01       9.9224    3.903       J1259.0-8148
 0.4308    0.1864   1.8380e+00       7.0792    3.482       J1303.1-4714
 1.0000       nan   1.3921e+00      10.3598    6.031       J1304.4+1203
 0.6239    0.3577   1.6640e+00       5.1294    2.762       J1304.6+0539
 0.4583    0.0570   2.7669e+00      37.2479   11.657       J1306.3-6043
 0.1818    0.0652   3.7657e-01      18.5917    3.496       J1306.8-4035
 0.3654    0.2069   2.5039e+00       7.3620    2.592       J1308.7+0347
 0.4436    0.3279   2.5505e+00       4.5218    2.093       J1308.9-5730
 0.3141    0.1008   5.1711e-01      11.2192    5.187       J1309.1-6223
-0.0817    0.0631   3.3105e+01       4.2749    0.941       J1309.3+8035
 0.1756    0.1039   7.1344e-01       8.1909    2.461       J1312.3-6257
 0.4447    0.2527   1.8072e+00       8.7022    3.552       J1312.6-6231
 0.2404    0.0821   3.5064e-01      11.1440    4.412       J1315.9-6243
 0.8232    0.3689   1.6353e+00       7.5176    4.245       J1317.5-0153
 0.5205    0.1342   1.4804e+00      16.6765    6.505       J1317.5-6316
-0.0631    0.0690   2.2028e+02       5.2036    0.760       J1318.1-3937
 0.1661    0.1533   3.3023e+00       4.3913    1.307       J1318.3-1148
-0.0456    0.0719   5.5422e+02       5.1038    0.548       J1318.9-4556
 0.5611    0.2508   1.0005e+00       6.6256    3.771       J1320.3-6410
 0.1507    0.1189   7.5230e-01       5.9014    1.825       J1320.5-6256
 0.2016    0.0985   4.1563e-01      11.0346    2.558       J1325.3-5413
 0.2162    0.2111   1.3269e+00       4.1136    1.334       J1326.0+3507
 0.3923    0.1391   3.0792e-01       6.7026    4.333       J1328.4-6231
 0.4355    0.0899   1.7460e+00      21.2522    7.182       J1329.9-6108
-0.1026    0.0378   2.3214e+01       6.1024    1.875       J1334.1-4154
 0.1252    0.1769   1.6885e-01       5.7299    0.763       J1334.6-4435
-0.0915    0.0611   1.1187e+02       4.7681    1.050       J1334.8-3856
 0.5820    0.1336   2.1681e+00      16.6590    6.333       J1335.0-5656
 0.2525    0.1504   7.8253e-01       5.7683    2.231       J1335.5-4546
-0.0946    0.0764   9.7380e+00       4.2600    0.976       J1335.6-4052
 0.1793    0.1475   5.1510e-01       5.1045    1.497       J1336.5-4655
-0.0155    0.0665   9.6604e+01       4.8536    0.205       J1338.8-4509
 0.9994       nan   7.5996e-01       6.1724    4.336       J1343.5-6827
 0.9786    0.1254   1.6297e+00      13.4853    6.699       J1345.9-2612
 0.1174    0.0838   2.4163e-02       9.4566    1.614       J1346.5+5330
 0.0088    0.1093   8.8526e-23       4.9906    0.098       J1347.4+7309
-0.1444    0.0397   1.5794e+01       4.4805    1.706       J1348.5-8700
 0.1466    0.1224   1.3642e-01       6.5276    1.573       J1349.1-5829
 0.3646    0.2419   1.1419e+00       4.5294    2.334       J1350.9-2757
 0.2556    0.0542   4.9666e-01      18.3374    7.194       J1351.6-6142
 0.9160    0.4305   5.2086e-01       6.1305    4.088       J1356.0-6747
 0.5526    0.2487   1.2036e+00       9.2373    3.840       J1356.6+0234
 0.5003    0.1870   6.9786e-01       8.5346    5.566       J1357.3-6123
 0.3098    0.1961   9.3953e-01       5.2373    2.459       J1358.0-7749
 0.2592    0.0578   6.5753e-01      20.1146    6.816       J1358.3-6026
 0.1782    0.1373   7.0100e-02       6.8528    1.595       J1359.9+3616
 0.5382    0.1617   2.0375e+00      15.4832    5.635       J1400.0-2415
 0.6469    0.2756   1.8797e+00       6.5439    4.056       J1400.4-6050
 0.4038    0.0996   1.0600e+00      18.9621    6.133       J1400.6-1432
 0.2331    0.1508   1.0142e+00       6.9090    2.950       J1401.2-6116
 0.2337    0.2012   1.9784e+00       5.8579    1.326       J1401.7-3217
 0.9999       nan   1.7652e+00       8.6363    5.033       J1402.7+1306
 0.9812    0.1138   2.4825e+00      14.0229    7.331       J1403.5-6236
 0.4263    0.1236   6.0230e-01       9.8251    6.036       J1404.4-6159
 0.3492    0.1528   1.4357e+00       9.1932    3.162       J1404.8-5237
 0.3023    0.0478   5.1551e-01      22.0584   10.005       J1405.1-6119
 0.0712    0.1149   2.9743e+00       4.6352    0.789       J1405.3-6008
 0.1942    0.2287   1.0915e+01       5.7719    1.022       J1405.9-1853
 0.9997    0.0457   1.0361e+00       4.2179    1.423       J1407.4-0820
 0.7638    0.2378   6.2579e-01       9.2015    5.311       J1407.7-3017
 0.1012    0.1397   7.6247e+00       4.7905    0.834       J1408.0+3834
 0.0587    0.0846   3.8363e-01       4.4220    0.795       J1408.1-6010
 0.1748    0.0887   5.5978e-02      10.3000    2.398       J1408.6-2917
 0.2639    0.1281   7.2072e-01       9.9209    2.789       J1408.7-3747
 0.0444    0.0875   2.5024e-03       5.8819    0.617       J1408.9-5845
 0.0684    0.0137   1.6393e+00      35.9212    6.485       1409.1-6121e
 0.2803    0.0883   8.0748e+00      19.1292    4.218       J1410.7+7405
 0.3657    0.1047   1.2045e+00      13.1948    4.948       J1412.1-6631
 0.5258    0.2482   3.9067e-01       5.7362    3.309       J1415.2-5550
 0.2153    0.4292   5.1122e-01       4.9363    2.235       J1415.3-6110
 0.4710    0.2349   3.5231e+00       7.7135    3.183       J1415.4-6458
 0.2828    0.2401   3.2436e+00       5.2780    1.481       J1415.9-1504
 0.3058    0.1154   9.7424e-01      11.3088    3.467       J1416.7-5023
-0.0397    0.0350   2.8143e+00       6.3280    0.979       J1417.7-6057
 0.5413    0.2752   4.9848e-01       6.5905    3.680       J1418.2-5400
 0.1627    0.2703   4.5888e-01       5.1948    2.318       J1418.7-6110
-0.0261    0.0500   5.3550e+01       5.0646    0.487       J1419.2-6029
 0.1895    0.1687   2.7522e-01       4.3255    1.624       J1420.7-6701
 0.0420    0.0751   1.5787e-01       4.7289    0.770       J1420.9-6127
 0.1673    0.1138   1.2769e+00       8.0800    1.893       J1420.9-2431
 0.2273    0.6136   4.7453e-01       5.6619    2.799       J1422.3-6059
 0.1046    0.2055   4.9172e-02       4.6741    0.900       J1424.8-6536
 0.9994       nan   2.1278e+00       5.7713    4.090       J1424.8-8012
 0.1546    0.0429   1.9536e-01      19.3500    4.933       J1427.8-6051
 0.6649    0.3550   1.4388e+00       5.0227    3.043       J1429.8-0739
 0.3361    0.1773   2.9913e+00       7.6850    2.319       J1431.0-4432
 0.2687    0.1446   6.7961e-01       4.9992    2.299       J1439.2-5142
 0.5084    0.2508   1.0061e+01       9.5161    3.285       J1441.4-1934
 0.2811    0.2857   9.4044e-01       4.7241    1.071       J1442.0+0732
 0.4300    0.1752   3.7950e-01       7.4138    3.413       J1442.1-2800
 0.0951    0.1091   3.4356e+00       5.6581    1.006       J1442.1-3707
 0.0982    0.0780   3.0256e-01       8.6404    1.458       J1443.7-7037
 0.3367    0.2411   2.7961e+00       4.4978    1.754       J1444.1+7601
 0.7461    0.4287   1.0175e+00       4.1942    2.467       J1444.8+3645
 0.3731    0.0730   3.7328e-01      14.9132    8.381       J1444.9-5939
 0.4022    0.0909   4.6007e-01      17.4720    7.213       J1447.4-5757
 0.2784    0.1060   6.8305e-01      10.1559    4.234       J1449.8-5923
 0.5145    0.2318   1.8573e+00       8.0264    3.602       J1450.8-1424
 0.6127    0.3126   1.2396e+00       6.6953    3.418       J1451.6-3726
 0.0447    0.1061   9.9738e+01       4.6216    0.457       J1452.0-4148
 0.5750    0.2875   5.2093e-01       5.0855    3.495       J1454.3-5551
 0.2026    0.2991   1.3425e-01       4.6128    0.996       J1454.3-3946
 0.4768    0.2352   1.3160e+00       6.7802    3.664       J1456.3-5419
-0.1118    0.0544   3.4646e+00       4.7132    1.091       J1456.7-6050
 0.4947    0.1789   1.9400e+00      12.8664    4.176       J1458.8-2120
 0.4825    0.2334   9.9555e-01       7.1105    3.009       J1500.1-5846
 1.0000       nan   7.0839e-01       8.2228    4.796       J1500.2+2640
 0.2913    0.0890   1.0531e+00      11.0791    4.963       1501.0-6310e
 0.9836       nan   2.5596e+00       6.4919    4.243       J1502.2-5933
 0.0853    0.2545   1.8976e+01       4.1123    0.000       J1504.6+4343
 0.4593    0.3004   5.6455e-01       4.9351    2.661       J1505.1-5145
 0.1565    0.0998   1.2166e-01       5.4501    2.131       J1505.3-5852
 0.2721    0.1757   1.8713e+00       6.0090    2.346       J1506.5-5708
-0.0288    0.0844   3.6367e+05       4.5229    0.295       J1507.1-1901
-0.0029    0.0292   1.1475e-16      14.0462    0.081       1507.9-6228e
 0.2900    0.1900   1.0259e+00       7.8856    2.689       J1510.1-5750
 0.3472    0.6643   8.4351e-01       6.9895    3.274       J1511.2-5803
 0.2433    0.1511   9.1932e-01       5.0084    2.128       J1513.0-3118
 0.3663    0.1544   2.3582e+00       8.5879    3.514       J1513.7-1519
 0.1718    0.1428   1.5719e-01       5.0251    0.939       J1514.0-6240
 0.1420    0.0486   3.7201e-01      24.0568    3.605       J1514.8+4448
 0.0733    0.1187   2.0714e-02       5.1112    0.749       J1515.5-4242
 0.0601    0.0818   6.7041e-04       6.4387    1.185       J1515.6-5817
 0.1487    0.0703   3.0027e-01      11.7469    2.553       J1517.7-4446
 0.5240    0.1139   1.7819e+00      18.8386    6.782       J1517.9-5233
 0.0668    0.1029   3.6078e+00       8.5134    0.759       J1519.7+6727
 0.1286    0.0951   2.9298e-01       7.0806    1.665       J1520.9-3805
 0.1675    0.1358   4.3064e-01       4.7059    1.501       J1521.5-8057
-0.0129    0.0404   1.6734e+03      10.3382    0.300       J1526.3-4501
 0.6611    0.2421   1.6472e+00       9.1789    4.900       J1526.6-3810
 1.0000       nan   1.9835e+00      11.0391    5.098       J1526.6-2743
 1.0000       nan   1.3574e+00      10.8023    6.379       J1527.8+1013
 0.3213    0.2041   4.3612e-01       4.2161    2.370       J1527.9-4943
-0.0277    0.0912   9.6275e+00       4.4976    0.279       J1528.4+2004
 0.7972    0.2844   9.1516e-01       6.9346    4.095       J1529.4-6027
 0.7207    0.2936   1.4017e+00       7.8483    4.367       J1530.0-1522
-0.0308    0.1054   1.2535e+04       4.0852    0.266       J1530.5+5850
 0.1954    0.1449   2.0399e+00       5.0969    1.775       J1531.6+0406
 0.0592    0.0902   2.3512e-01       4.3753    0.724       J1532.3-3857
 0.1989    0.0866   7.3228e-01      11.4304    3.093       J1534.0-5232
 0.2935    0.1469   1.6140e+00       7.8444    3.029       J1534.3-3312
 0.4393    0.2583   1.9331e+00       5.0360    2.900       J1534.4-6719
 0.9979       nan   3.6527e+00       6.9907    4.110       J1534.7-5842
 0.2588    0.0745   4.7346e-01      18.3282    4.779       J1535.9+3743
 0.3144    0.1500   2.5885e-01       9.3409    3.246       J1536.8-4327
 0.5533    0.2812   9.3308e-01       5.4811    3.522       J1537.3-6110
 0.5031    0.1692   4.8940e-01       9.6188    4.809       J1538.0-4638
 0.6168    0.1110   3.3783e-01       4.6676    2.761       J1538.2-6201
 0.0989    0.1098   3.4709e-01       5.3376    1.073       J1538.9+0425
 0.0809    0.1166   2.3511e-02       4.6764    0.784       J1539.1+1008
 0.6657    0.0930   2.6621e+00      30.5315   12.747       J1539.4-3323
 1.0000       nan   2.5278e+00       5.5397    3.966       J1541.2-5201
 0.1945    0.1153   4.3712e-01       5.9316    2.188       J1542.1-5901
 0.3212    0.1846   6.8894e-01       5.2235    2.605       J1543.4-5925
 0.5211    0.1489   7.9038e-01      13.6967    5.615       J1543.6-0244
 0.3397    0.0804   8.1126e-01      17.9647    6.093       J1544.2-2554
-0.1164    0.0355   7.7792e+00       5.6424    2.212       J1544.9+3218
 0.1944    0.1385   2.2035e-01       5.9422    1.946       J1545.2-4553
 0.0831    0.0988   5.4769e-01       4.3634    0.966       J1546.8-3244
 0.2942    0.1205   3.9538e-01       9.1330    3.654       J1547.4-4802
 0.0168    0.0507   6.0994e-06       7.9728    0.347       J1547.5-5130
 0.7260    0.3175   7.3664e-01       8.3143    4.098       J1548.1-4416
 0.1777    0.8203   4.1618e-01       5.3306    1.754       J1550.4-5354
-0.0316    0.0649   1.8766e+00      10.4267    0.415       J1550.6+6027
 0.1244    0.1014   1.0596e-01       5.6334    1.456       J1551.7-4257
 1.0000       nan   5.5227e-01       5.7971    4.577       J1551.9-6015
 0.1021    0.0189   1.1622e+00      36.4684    7.495       1553.8-5325e
 0.1031    0.0804   2.0413e+01       8.3459    1.439       J1554.2+2008
 0.5270    0.2486   1.7417e+00       7.4253    3.032       J1555.2+7103
 0.5583    0.3425   1.8654e+00       5.7539    2.840       J1556.4-6911
 0.2245    0.2022   4.6602e+00       4.3124    1.514       J1557.2+3822
 0.1700    0.1088   5.2388e-01       5.1572    1.960       J1559.7-4518
 0.0299    0.0641   1.8070e-02       5.8211    0.494       J1602.0-4402
 0.6334    0.2023   2.0995e+00      13.8592    5.428       J1602.2+2305
 0.3131    0.0887   2.6115e+00      16.9039    5.061       J1603.3-6010
 0.0322    0.0766   2.6599e-03       6.9671    0.450       J1603.6-0451
 0.9433    0.3568   1.8232e+00       5.3417    3.404       J1604.4-4927
 0.1590    0.1491   4.0657e-01       5.9411    1.342       J1606.6+1324
-0.0128    0.0591   1.8931e+08       6.1348    0.191       J1608.4+0055
 0.4637    0.1244   3.2639e-01       6.4652    3.416       J1608.8-4803
 0.4096    0.0885   8.7116e-01       8.2802    4.982       J1610.3-5154
 0.9967       nan   1.7837e+00       6.6913    4.204       J1611.6-6013
 0.3421    0.1082   5.3484e-01       7.8642    5.161       J1611.9-5125
 0.6441    0.1752   1.9836e+00      14.6433    6.183       J1612.1+1407
 0.4918    0.0871   5.6431e-01       4.2240    2.360       J1612.1-4526
 0.3716    0.2167   1.8792e+00       5.0607    2.209       J1612.4+0409
 0.9671    0.0833   4.7241e-01       5.0476    2.965       J1612.4-4419
 0.3503    0.1007   7.3941e-01      11.8614    6.501       J1613.0-5102
 0.3880    0.2220   3.4503e+00       4.8340    2.469       J1615.3-1512
 0.0752    0.0968   1.5613e-01       4.8355    0.893       J1615.5-5434
 0.2357    0.2226   2.2678e-01       4.4601    1.594       J1615.9-4322
 1.0000       nan   1.6386e+00      17.5090    8.585       J1616.6-5341
 0.5617    0.0838   5.6200e-01       8.0549    6.479       J1616.6-5009
 0.1213    0.0932   6.2423e-01       7.4426    1.837       J1618.0-5119
 0.5373    0.6494   4.6175e-01       6.5968    3.145       J1618.3-4537
 0.5149    0.1057   9.0093e-01       7.2964    5.805       J1619.3-5047
 0.1159    0.0734   8.9170e-01       7.3891    2.138       J1619.4-5106
 0.3687    0.1115   2.0232e+00       6.6072    3.180       J1619.5-5014
 0.5375    0.4397   1.2265e+00       4.4488    2.859       J1620.5-5729
 0.1853    0.0985   7.8792e-01       8.8240    3.333       J1620.8-4958
 0.1198    0.0733   4.9725e-01       5.9268    2.206       J1620.8-5035
 0.3751    0.2055   5.9265e-01       4.5612    2.835       J1621.0-2625
 0.1834    0.1231   5.9707e-01       6.5756    2.139       J1622.0-5157
 0.2911    0.1082   1.2094e+00      12.4713    3.719       J1622.2-7202
 0.2390    0.0637   6.0684e-01       5.8623    2.438       J1622.5-4726
 0.3127    0.0848   5.6316e-01       7.9081    5.259       J1622.7-4934
 0.2883    0.0780   1.2411e+00       4.1905    2.444       J1622.8-4454
 0.0534    0.0753   4.8370e-02       5.6599    0.844       J1623.0-4624
 0.0593    0.0882   7.6330e-02       4.2719    0.795       J1623.7-2315
 0.3139    0.1024   1.2402e+00      13.2090    4.097       J1623.9-6936
 0.5416    0.2945   1.9311e+00       6.4980    3.851       J1624.1-4941
 0.2489    0.1396   6.5804e-01       5.3793    2.513       J1624.1-4417
 0.3499    0.1066   1.4393e+00      13.1306    5.085       J1624.3-3952
 0.8213    0.2968   7.1300e-01       5.9330    4.156       J1624.9-4538
 0.9878       nan   4.6163e-01       5.8157    4.757       J1625.3-2338
 0.0164    0.3409   1.2876e-05       7.2054    0.386       J1626.0-4917
 0.0950    0.0671   2.4451e-01       8.7450    1.710       J1626.5-4406
 0.0029    0.0725   2.7477e+01       7.3417    0.063       J1626.5+6257
 0.3813    0.2036   4.3489e-01       5.7417    3.455       J1626.6-4251
 0.3740    0.1410   7.4252e-01       8.7766    3.627       J1627.7-5749
 0.6742    0.1686   1.8190e+00      17.9288    6.766       J1627.7+3219
 0.9978       nan   2.9176e+00       5.5471    3.640       J1628.0-4920
 0.1516    0.1293   5.9502e-01       5.3912    1.707       J1628.6-4553
 0.3611    0.1514   5.4992e-01       6.7336    4.066       J1629.3-4822
 0.9992       nan   2.1888e+00       9.8918    5.821       J1630.1-1049
 0.2682    0.1517   3.5286e-01       5.2074    2.440       J1630.1-3546
 0.0920    0.1377   3.6416e+01       6.6284    0.793       J1631.8+4144
 0.5706    0.2195   1.8769e+00       9.4650    2.769       J1632.5+3839
-0.0493    0.0488   6.0886e+01       4.7614    0.897       J1634.6-4324
 1.0000       nan   2.0097e+00       6.7699    4.821       J1634.7+0235
 0.4445    0.1815   2.0132e+00      10.8222    3.400       J1635.3+4258
 0.2225    0.1045   3.9106e-01       8.4530    2.886       J1635.4-3249
 0.2726    0.0969   5.9731e-01      10.6308    5.062       J1636.9-4710
 0.0584    0.1121   2.0788e-03       5.0831    0.549       J1637.5+3005
 0.0689    0.0783   3.1671e-02       6.9565    0.955       J1639.0-2727
 0.5228    0.1994   3.0254e-01       8.8340    4.441       J1639.2-5638
 0.2097    0.0403   1.3060e+00      34.6074    7.193       J1639.3-5146
 0.1466    0.0558   2.6575e-01      10.5842    3.933       J1639.8-4642
 0.1784    0.0816   5.3609e-01       9.9728    3.003       J1640.3-4917
 0.3089    0.1095   3.6537e-01      11.2585    3.982       J1641.3-2908
 0.0189    0.1152   1.0644e+06       4.6849    0.134       J1641.5+2017
 0.1600    0.1610   7.1576e-02       4.1965    1.113       J1643.1+1436
 0.4032    0.1827   1.6522e+00       8.9174    3.455       J1643.3-3148
 0.2698    0.1530   4.2983e+00       6.7482    2.398       J1644.8+1850
 0.5315    0.4328   3.2576e-01       5.6836    2.553       J1644.9-4921
 0.1041    0.1531   1.2289e+00       5.2537    0.767       J1645.0+1654
 0.3542    0.2247   2.3720e+00       4.4753    2.568       J1645.1-4123
 0.2968    0.1708   3.3851e-01       4.6140    2.698       J1645.2-5218
 0.1841    0.1094   4.6063e-01       5.0516    2.301       J1646.5-4406
 0.5448    0.2488   7.9030e-01       8.2158    4.610       J1646.7-2154
 0.0626    0.1095   3.2830e+02       6.0641    0.619       J1648.1-1547
 0.1502    0.1951   3.0973e+00       4.8110    1.007       J1648.7+4834
 0.4002    0.1616   4.5012e-01       6.8637    4.847       J1649.2-4513
 0.4102    0.1632   1.8044e+00       9.6803    4.640       J1649.3-4441
 0.4036    0.0932   1.2712e+00      19.3727    6.735       J1649.8-3010
 0.3947    0.0686   5.1958e-01       5.0371    4.279       J1650.9-4420
 0.6400    0.2434   6.4187e-01       7.2147    4.288       J1651.1-5848
-0.0297    0.0681   1.0893e+01       4.4055    0.398       J1651.7-7241
 0.9460    0.2026   2.3744e+00       8.7405    5.587       J1651.7-4359
 0.0262    0.0148   1.6394e+01      26.3078    1.784       1652.2-4633e
 0.3969    0.1633   9.1214e-01       7.8949    4.395       J1652.2-4516
 0.9063    0.3806   4.2006e+00       4.7470    2.655       J1653.0+3640
 0.2966    0.0628   5.1679e-01      14.3182    7.047       J1653.2-4349
 0.0833    0.0926   8.3237e-02       6.3238    1.194       J1654.2-4907
 0.9308    0.3134   3.9582e-01       5.8745    3.071       J1654.5-5509
-0.0047    0.0313   8.4710e+05       8.6386    0.158       1655.5-4737e
 0.4597    0.2947   2.2457e+00       5.7694    2.379       J1655.9-3940
 0.2687    0.1379   7.0223e-01       6.1726    2.451       J1655.9-3101
 0.5994    0.2856   2.0872e+00       7.9979    3.853       J1656.4-0410
 0.9392    0.3199   1.5894e+00      10.2299    5.811       J1656.5-2733
 0.6113    0.2898   6.4434e-01       6.0805    3.612       J1656.9-5717
 0.4717    0.3310   1.5963e+00       4.8945    2.161       J1657.4-3917
 0.1456    0.1078   1.2335e+00       5.7405    1.899       J1657.7-4656
 0.0700    0.0960   3.1481e-01       5.7585    0.907       J1657.7-4520
 0.1127    0.1297   9.0911e-01       4.7024    1.248       J1658.3-4637
 0.4458    0.1615   1.9787e+00      13.2846    4.464       J1659.0-0140
 0.2673    0.1785   1.2239e+00       7.6766    2.426       J1659.2-1443
 0.4521    0.3642   7.3851e-01       4.4061    1.577       J1659.9-0122
 0.4685    0.1105   3.6399e-01       5.7267    4.341       J1700.2-4237
 0.3440    0.1032   8.8957e-01       6.4828    3.110       J1700.3-4557
 0.2736    0.1331   3.4177e-01       5.5259    2.822       J1700.8-5218
 0.2986    0.1747   8.3551e-01       4.7041    2.526       J1701.3-4924
 0.2370    0.2042   3.3105e-01       4.4419    2.141       J1701.9-4625
 0.2402    0.1244   3.3710e+00       6.9530    2.461       J1702.3-2525
