unid_idx,ann_mean_prob,ann_std_prob
0,0.24464738567267436,0.2650548792960991
1,0.18515350974969497,0.26808751937292485
2,0.30197146822309656,0.3791352550519384
3,0.39656792065555685,0.29020125169535965
4,0.35252809466112817,0.29701866452486186
5,0.29228161677313796,0.2732340613709757
6,0.27313546504349845,0.3229740951700641
7,0.3077932450437473,0.33358588715991994
8,0.1557892241039394,0.22238256722816288
9,0.31253120054142836,0.3211206418047694
10,0.2373879885010532,0.25991256136345
11,0.3952459315966993,0.30068427685434285
12,0.16763712175813134,0.2723291750062924
13,0.2994933690923006,0.27872890931758176
14,0.3177926083034798,0.2847183969078652
15,0.3888578308381249,0.21315641249524514
16,0.2544558371631087,0.27760811918516937
17,0.28288119571694925,0.31465520069852554
18,0.3686875149817903,0.26956971605756536
19,0.35509630622610555,0.15095836241361898
20,0.41601515211902085,0.23907959323323724
21,0.28045237849273,0.29465247586848886
22,0.19449605380767324,0.2570634040186839
23,0.25807051496932615,0.2570200173021704
24,0.2979412349925369,0.3344321239522252
25,0.3981761822088604,0.30415804610049474
26,0.44707418333979226,0.15831199437668728
27,0.32783110528129045,0.30615225904598947
28,0.277394490063236,0.3844556006761412
29,0.34509623238611986,0.32109521111355477
30,0.30362125537353674,0.30898832935435994
31,0.14355021020185735,0.22737231272863648
32,0.28134020211668076,0.24806089775205897
33,0.4705546053568172,0.0817617826216841
34,0.380034648570534,0.26267221620079806
35,0.2025252270618077,0.26679854682534593
36,0.2045695887116125,0.25788067573960655
37,0.12649047545172487,0.26892630834331693
38,0.3730250963354594,0.2684934706468041
39,0.36277191216656185,0.2595846766624429
40,0.24505604442758497,0.2612087348908029
41,0.4442988156802891,0.187369053193182
42,0.29635355370007865,0.24529550204982487
43,0.25171125247374426,0.2721006587313354
44,0.1396305152074425,0.22413452539657952
45,0.43323744971321465,0.25742904446713566
46,0.40702210151397483,0.23019202472747655
47,0.365559669376757,0.19505476386437678
48,0.12670317721766206,0.2674974307948452
49,0.3915174116785419,0.2348527852080372
50,0.3568818241909956,0.25966933711409673
51,0.22009870320023373,0.29055601678316
52,0.2755025892072605,0.28347628030443756
53,0.3651275255787999,0.2337863226901062
54,0.3005009798903202,0.2618164313819248
55,0.3005895456250519,0.22530009718790256
56,0.3006097839395962,0.27570782797289467
57,0.3226496602457841,0.27054944334032716
58,0.2726719449198118,0.23858676531964507
59,0.4025094816347704,0.2842324592563978
60,0.3028266394891965,0.2392662205081471
61,0.3413951772027065,0.2420565194560043
62,0.29246691424130505,0.22054241664926658
63,0.33289529691182185,0.2714123791935527
64,0.3466618688273706,0.28009621944212076
65,0.36671142502720777,0.20133781377510476
66,0.24574930565751102,0.2248338909153556
67,0.48031191153057107,0.19471845851309064
68,0.43086492075724203,0.23719179353281591
69,0.28138302995811476,0.2494607630921476
70,0.3037289985771257,0.30383021065970744
71,0.2495457898108359,0.23277847895687076
72,0.3549602949305752,0.2532041824921857
73,0.37111836602837484,0.23126802863674895
74,0.2753870324307016,0.2510874190838556
75,0.5003233147662076,0.22748338905894785
76,0.3075070474093729,0.26252984205081464
77,0.22835128779937558,0.20871538367319933
78,0.3466452497829153,0.22702317297182623
79,0.2476634993698854,0.2748462941535109
80,0.346138446395851,0.2752835375732213
81,0.40779796166502785,0.2266241913605544
82,0.43656218180552947,0.20261865061920104
83,0.3143854714565929,0.27751103804447674
84,0.3358969369051812,0.23772376152287225
85,0.3817224305257596,0.2766747508158624
86,0.39955352049171894,0.21451528218003574
87,0.44011262488804387,0.24062208127956994
88,0.35202067211098204,0.24973058563006817
89,0.3598347530370753,0.26439387916786505
90,0.2301923570914881,0.2866953204454695
91,0.3790954020235209,0.2790103581627039
92,0.4039445638285863,0.22071294573358655
93,0.4201757249246649,0.16811337554196082
94,0.31655757398137174,0.21919816565886827
95,0.35143517686079856,0.2545045259401223
96,0.49660177157771723,0.0948112219093616
97,0.33789267229584363,0.22420294110210012
98,0.23971079184847918,0.25397244970873595
99,0.43826933613201896,0.25638379331723116
100,0.3232831106002337,0.23122142586493147
101,0.3942048335600437,0.3596570102188338
102,0.4311110782424998,0.31754043586486375
103,0.2470986033308873,0.27154642069760476
104,0.24260883695203583,0.27170197339541396
105,0.32065488010744875,0.3723991820602462
106,0.26604558616955193,0.3643332516141878
107,0.3777279968887868,0.3382297715686846
108,0.3026664436566424,0.33499723259855924
109,0.3034644760407155,0.33789120351882956
110,0.4646123521196991,0.285178119139342
111,0.2849284533455017,0.31218110987017966
112,0.272778847479088,0.24480509552710353
113,0.13207636774303824,0.21473033632521146
114,0.17145117905766205,0.2622685284761368
115,0.3625563150301432,0.3413214266382599
116,0.3013240778218244,0.27876714617898124
117,0.31497858616112584,0.2684526230730286
118,0.35431172712650794,0.29030073940378504
119,0.29447845472889045,0.32412432230672045
120,0.1716633980607393,0.22047894347148853
121,0.22983943508560362,0.25494381904277585
122,0.268218700242004,0.23534159664762216
123,0.18417561045876651,0.22496367086189623
124,0.27758006383398365,0.2972096626683057
125,0.2504640849822908,0.22759328611615023
126,0.21537362525380935,0.29693745278554684
127,0.39339148462059964,0.1601724634873782
128,0.2759906874077936,0.1967368545406528
129,0.26204196840215954,0.29284516202936905
130,0.3688523208207492,0.2711332672040641
131,0.3215358992430568,0.20913359914742707
132,0.28833938947911586,0.20978452389487068
133,0.3952579243804934,0.2500678058664862
134,0.3345428994158485,0.2531982740742827
135,0.25429308632105707,0.2280591239043715
136,0.1201424096401836,0.2691206205370462
137,0.34483078268980927,0.2660304533665647
138,0.43035792088721986,0.25142552862969064
139,0.3465737596064612,0.1836154971894263
140,0.1888384716563103,0.2658757970116584
141,0.33831986703335304,0.3327907971809779
142,0.33409694553241615,0.31914795434023535
143,0.2757204897644009,0.3140015541788497
144,0.2554255280868335,0.22986922647962857
145,0.332710959177919,0.21485560324635877
146,0.388660196247812,0.14381375821734738
147,0.18260727159649925,0.23342943856082113
148,0.21125851850292063,0.22881839950848412
149,0.1453364923641916,0.2381960640508093
150,0.25119280418042855,0.27112326133439196
151,0.3287510423239107,0.23382243276624098
152,0.25126068722097583,0.22634335860866678
153,0.3068382196619404,0.20272270757786043
154,0.39682261100727156,0.15984275822204286
155,0.1844482289098381,0.24410881694010908
156,0.32015003115225055,0.2322069737632917
157,0.23775008160417593,0.26421551282181266
158,0.3342714757890242,0.1917555442205639
159,0.25976936803239403,0.22624727364135822
160,0.2048079941175664,0.21890749627175593
161,0.2738348005555168,0.24320085490789076
162,0.23762344703249133,0.20782749429612857
163,0.24888354000066543,0.22436061725034234
164,0.26144003465243115,0.27591987114995115
165,0.35071572471893897,0.19790913991427128
166,0.25756303230243366,0.22595469392169687
167,0.2504993715677884,0.21010013723440404
168,0.21571360646288057,0.2323686811948617
169,0.3314782214872683,0.24695797949447923
170,0.1806406068775458,0.19532592595188894
171,0.34081642664658063,0.29434021766464463
172,0.36148484890978705,0.20783057820505274
173,0.3253604977663077,0.23211177403218153
174,0.2891365450059034,0.20109083732168334
175,0.3264868067928214,0.17651176994879217
176,0.34237021078597885,0.24169911205361472
177,0.22320026435518284,0.22594414573324287
178,0.2603055369320343,0.2065782095232905
179,0.33293891037099244,0.1514575645179369
180,0.37769072826359185,0.2110565124667165
181,0.298901272061177,0.21058729883684166
182,0.2543929587454268,0.22453867846661849
183,0.3288903147844151,0.23696769720949884
184,0.25709976841561055,0.2210088482686446
185,0.22942574291957216,0.20850447904606664
