Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,E_peak,Beta,log_E_peak,log_Beta,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
1114,0.5292362429644921,0.3116183822992066,0.574034483442821,0.5138340322453973,0.6799963466944887,4.3996019461015905e-11,0.9013965802870277,1.2945,0.328,0.11210205477089083,-0.4841261562883209,False,False,True,False
101,0.5074201991934476,0.3207092928360983,0.5325759517265056,0.4400394329982328,0.6304809477852074,3.6323003468637425e-15,0.9497408923814317,0.025961,0.1263,-1.5856785828224607,-0.8985966494446692,False,False,True,False
750,0.4741853043825994,0.23925419219020783,0.4609370435445358,0.3742507243429801,0.6114342797037675,9.027732559357424e-07,0.9041892362933313,0.41003,0.3088,-0.3871843667977872,-0.5103227083363014,False,False,False,False
771,0.4717895073649211,0.11822983278239632,0.4675518413798401,0.3632141051662061,0.5389657012699707,0.3333608860224401,0.6723348752969179,1.0848,0.2694,0.03534967652298813,-0.5696024086130332,False,False,False,False
1113,0.4678092548841509,0.23083050834638705,0.4527715816925109,0.4006592191727423,0.5579787883050753,2.416045637437435e-05,0.9291112343361655,8.8902,0.0542,0.9489115312648543,-1.2660007134616131,False,False,False,False
551,0.46034667752358205,0.2965380864964358,0.45569674393823856,0.39798569700913855,0.6290637501084548,2.431918418633089e-12,0.9292582287105803,1.2094,0.2911,0.08256996426992291,-0.5359577945611892,False,False,False,False
742,0.4531474443808844,0.21448932852705707,0.5245619698783863,0.35900797131684353,0.605509439450787,1.742103999703548e-12,0.6866333732461409,0.32501,0.2177,-0.48810327631956907,-0.6621415709589057,False,False,False,False
110,0.44923131807600525,0.2791986350854024,0.48434450132393897,0.3547064808380723,0.64781531354355,4.8554522795167126e-132,0.8458556979361574,0.34322,0.3537,-0.46442741302449025,-0.4513649401852484,False,False,False,False
785,0.4488901997198195,0.29158049228430477,0.4937258082445211,0.3265745915957034,0.5993047492485033,4.701489462977293e-103,0.8366377182548304,0.78703,0.2986,-0.10400871289361972,-0.5249101966109935,False,False,False,False
1038,0.44497075410161757,0.2498145793741039,0.5058391709743543,0.3929448981983537,0.5858965629851027,1.9209336205518158e-27,0.7707236704274636,1.8871,0.719,0.27579491463100303,-0.14327110961711742,False,False,False,False
102,0.4437681764737757,0.27657164968919734,0.47947347110853644,0.39092442452753584,0.5494078713437686,2.920341585998696e-19,0.9131079450365588,0.17789,0.2687,-0.7498484648833882,-0.5707323335668315,False,False,False,False
96,0.43936337153855465,0.04831751326283357,0.4429283403544956,0.39411157965351923,0.47306834103017925,0.37449335319652194,0.5103791036999283,8.2624,0.112,0.9171062162503074,-0.9507819773298184,False,False,False,True
577,0.43870326916449764,0.2315735953059565,0.4676399878210598,0.41920034277986884,0.6174845372581104,1.4912218848174608e-28,0.676322976196638,0.031671,0.0689,-1.4993382237254835,-1.1617807780923741,False,False,False,False
