#4FGL LogParabola frsqs (fsrq+FSRQ)
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
 0.2288    0.1049   9.2447e-01      10.4989    2.794       J1207.7-0106
 0.0739    0.0211   1.1463e-02      48.1040    3.869       J1208.9+5441
-0.0166    0.0353   3.5007e+04      16.4243    0.446       J1209.8+1810
 0.2614    0.0932   4.7538e-01      17.9759    4.063       J1213.6+1306
 0.0108    0.0350   1.7228e-09      20.1970    0.316       J1215.0+1656
-0.0295    0.0758   3.6130e+03       4.6161    0.343       J1219.0+4827
 0.1321    0.0225   3.8543e-01      64.7915    7.419       J1220.1+7105
 0.0892    0.0310   7.3912e-03      30.4311    3.253       J1222.5+0414
 0.2350    0.0786   3.0020e-01      18.2363    4.133       J1223.9+5000
 0.0450    0.0045   1.9069e-02     211.2425   10.771       J1224.9+2122
 0.1177    0.0778   1.5449e-01      14.1825    1.919       J1228.7+4858
 0.0917    0.0093   1.0110e-02     135.8721   10.858       J1229.0+0202
 0.0805    0.0623   2.0532e-01      13.4914    1.472       J1232.5+4821
 0.0049    0.0631   8.4325e-39      10.1903    0.073       J1238.5-1201
 0.1100    0.0127   1.6594e-01     100.9697   10.195       J1239.5+0443
 0.1136    0.0120   2.5621e-01     104.0602   12.101       J1246.7-2548
 0.1496    0.1000   2.7958e-02      10.5189    1.741       J1254.9+1138
 0.0699    0.0048   7.2132e-02     200.4392   16.213       J1256.1-0547
 0.1074    0.0352   2.6088e-01      32.6741    3.713       J1257.8+3228
 0.0594    0.0324   1.3402e-02      25.3074    2.019       J1258.6-1759
 0.1087    0.0268   2.0860e-01      35.9173    4.942       J1258.8-2219
 0.1304    0.0560   3.2420e-02      18.5467    2.739       J1300.4+1416
 0.0130    0.0879   3.2311e-10       7.7863    0.135       J1301.6+3336
 0.1402    0.0706   1.0801e+00      11.9523    2.404       J1303.6-4622
 0.5148    0.3955   1.5139e+00       4.1349    1.738       J1304.6-0348
 0.3376    0.0939   8.7275e-01      18.6888    5.271       J1308.5+3547
 0.1039    0.0236   4.4002e-01      29.6300    6.108       J1310.5+3221
 0.0467    0.0609   1.3842e-02      11.8676    0.826       J1310.9+5514
 0.2113    0.0902   9.8960e-01      11.2894    2.510       J1311.0+3233
 0.2273    0.0533   4.6357e-01      29.3379    5.503       J1312.8-0425
 0.0675    0.0195   1.3430e-01      48.1813    3.994       J1316.1-3338
 0.0790    0.0621   2.0898e-02      13.7317    1.453       J1317.6+3428
 0.2527    0.1817   3.9183e-01       6.4429    2.020       J1320.7+3314
 0.0908    0.0245   1.8706e-01      48.1380    4.417       J1321.1+2216
-0.0855    0.0475   2.7370e+01       5.2307    1.379       J1321.3-2641
 0.0396    0.0613   3.1749e-03      11.8725    0.670       J1322.0+8317
-0.0318    0.0470   1.4496e+02      10.6682    0.630       J1322.2+0842
 0.1013    0.0371   3.6669e-02      27.0503    3.055       J1322.6-0936
 0.0829    0.1141   3.8677e-03       5.8909    0.802       J1324.9+4748
 0.0859    0.1507   1.4759e+02       4.3445    0.619       J1326.7-0503
 0.1114    0.0308   1.0348e-01      38.5834    4.407       J1326.9+2210
-0.0792    0.0793   8.4790e+02       4.1779    0.846       J1331.7-0343
 0.1754    0.0256   1.9672e-01      56.1689    9.704       J1332.0-0509
 0.1937    0.1434   2.1087e-01       7.5339    1.770       J1332.2+4722
 0.1262    0.0262   2.5427e-01      44.0080    6.248       J1332.6-1256
 0.0256    0.0403   1.2384e-03      17.2923    0.664       J1333.2+2725
 0.0592    0.0322   1.0983e-01      26.2395    2.047       J1333.7+5056
-0.0099    0.0742   2.2986e+06       5.3915    0.115       J1334.5+5634
-0.0210    0.0980   3.1065e+07       4.2172    0.175       J1337.4+5502
 0.1281    0.0320   2.4466e-01      35.6935    4.837       J1337.6-1257
 0.0403    0.0682   4.5391e-05       8.2863    0.615       J1338.0+6534
 0.1566    0.1310   8.5301e-01       6.9270    1.559       J1339.1-2620
 0.6857    0.2572   1.1052e+00       8.3324    4.097       J1339.9-0138
 0.1156    0.0716   3.1289e-02      11.4715    1.938       J1341.8-2053
 0.1095    0.0866   1.9607e+00       8.9585    1.542       J1342.6+0944
-0.0310    0.0813   2.4363e+05       4.7446    0.351       J1343.6+5755
-0.0011    0.0631   1.2171e+81      10.2181    0.031       J1344.0+6605
 0.1236    0.0277   6.1316e-01      36.9290    5.399       J1344.2-1723
 0.0838    0.0073   2.0955e-01     146.3030   13.145       J1345.5+4453
 0.0399    0.0334   2.3108e-03      23.7934    1.310       J1345.8+0706
 0.2813    0.0861   9.3411e-01      14.8688    4.344       J1347.6-3751
 0.0836    0.0420   4.8173e-02      23.3201    2.265       J1349.5-1131
 0.0671    0.0357   4.0858e-02      23.8270    2.119       J1350.8+3033
 0.1853    0.1247   6.6354e-01       7.4321    1.902       J1351.0+0029
 0.3909    0.1741   1.9596e-01       8.8064    3.152       J1354.3-0206
 0.1662    0.0517   3.2585e-01      22.4343    3.944       J1354.8-1041
-0.0201    0.0758   6.4664e+08       8.2971    0.249       J1357.1+1921
 0.0599    0.0460   8.3015e-02      19.9255    1.435       J1358.1+7642
 0.1586    0.0486   2.9794e-01      23.1514    4.132       J1359.1+5544
 0.2137    0.1547   5.1728e-01       7.0775    2.009       J1359.4+0202
 0.2531    0.1238   2.7186e-01      11.0101    2.809       J1359.7+4012
 0.1109    0.0976   2.1711e+00       8.8596    1.408       J1401.2-0915
 0.9843    0.2534   3.3889e-01       5.8584    2.917       J1402.6-3330
 0.0849    0.0321   1.6343e-01      32.5025    3.434       J1408.9-0751
 0.4007    0.2131   3.1099e-01       6.7412    2.700       J1418.7-3504
 0.0907    0.0222   3.8118e-01      47.0908    4.694       J1419.4-0838
 0.0169    0.0367   1.8151e-07      18.3653    0.483       J1419.5+3821
 0.0085    0.0397   2.7236e-10      15.4769    0.234       J1422.3+3223
 0.3457    0.1876   8.3254e-01       5.7542    2.772       J1423.5-7829
 0.1064    0.1285   1.9629e-01       5.1075    0.967       J1426.4+3625
 0.0957    0.0044   4.4492e-01     258.0308   25.508       J1427.9-4206
 0.1904    0.2021   3.5416e-01       6.1835    1.245       J1428.9+5406
 0.2664    0.1179   2.9243e-01      10.7003    3.135       J1433.0-1801
-0.0187    0.0419   7.0821e+05      12.7190    0.426       J1434.2+4204
 0.1456    0.0316   4.5612e-01      32.2371    5.817       J1434.7+1950
 0.0575    0.0900   1.6710e-02      11.0306    0.661       J1436.9+2321
 0.4717    0.2879   8.5305e-01       4.4715    2.446       J1438.0-3128
 0.0882    0.0306   1.3060e-01      33.7056    3.395       J1438.9+3710
 0.1737    0.1241   6.0697e-01       6.0329    1.806       J1441.6-1522
 0.1029    0.0123   1.0955e+00      51.5485    9.942       J1443.9+2501
 0.0058    0.0738   1.4635e-19       6.6158    0.080       J1446.7+1719
 0.1105    0.0933   2.4332e-01      12.1542    1.421       J1450.4+0910
 0.2920    0.3054   7.7554e-01       4.8352    1.390       J1453.5+3505
 0.1137    0.0752   5.9582e-02      10.8448    1.835       J1454.4-3744
 0.1547    0.0194   4.0585e-01      64.6258    9.954       J1457.4-3539
 0.0962    0.0058   2.5441e-01     202.6255   19.196       J1504.4+1029
 0.1002    0.0180   6.0771e-02      61.5419    6.401       J1506.1+3731
 0.4718    0.2025   3.3605e-01       8.9991    3.853       J1509.6-4334
-0.0518    0.0748   3.3947e+03       5.2129    0.598       J1510.1+5702
 0.1082    0.0343   1.4584e-01      24.0973    3.668       J1510.8-0542
 0.1158    0.0296   9.0029e-01      36.5828    4.789       J1512.2+0202
 0.0558    0.0037   2.6798e-02     232.9724   16.730       J1512.8-0906
 0.1186    0.0561   1.5865e-01      15.1955    2.571       J1513.4-3231
 0.0810    0.0362   1.0205e-01      21.5777    2.535       J1514.8-4748
 0.1066    0.1034   9.8343e-02       8.9855    1.206       J1520.5+4209
 0.0574    0.0781   1.5636e-04       8.2370    0.796       J1521.8+4338
 0.0726    0.0063   4.2512e-02     174.4425   13.565       J1522.1+3144
-0.0939    0.0604   9.5246e+01       4.3111    0.885       J1527.3+3117
 0.1043    0.0153   7.3204e-01      67.4736    8.030       J1532.7-1319
 0.0592    0.0319   5.3898e-02      24.9526    2.038       J1534.8+0131
 0.0170    0.0304   1.3895e-04      24.2704    0.541       J1539.6+2743
 0.1930    0.1639   3.0942e-01       5.1653    1.476       J1542.3+1801
 0.0641    0.0313   4.3428e-02      25.1109    2.267       J1549.5+0236
 0.1495    0.0489   3.0563e-01      20.8359    3.796       J1550.7+0528
 0.1151    0.0295   2.0220e-01      35.2246    4.608       J1553.6+1257
 0.0344    0.0287   1.2389e-02      24.5216    1.292       J1553.6-2422
 0.0657    0.1265   4.3122e-02       4.4013    0.547       J1557.9-0001
 0.9999       nan   1.5603e+00       6.8691    3.628       J1557.9-1404
 0.0683    0.0194   3.9427e-02      45.5320    3.942       J1604.6+5714
-0.0662    0.0532   1.0706e+02       6.2716    0.998       J1606.5+2717
 0.5950    0.4334   1.8910e+00       4.4003    2.222       J1608.3+4012
 0.1613    0.0404   1.2528e-01      25.6267    4.869       J1608.7+1029
 0.0919    0.0517   4.3526e-02      12.9577    2.001       J1610.3-3958
-0.0873    0.0393   2.8022e+01       6.7650    1.707       J1610.6+2414
 0.0192    0.0265   1.5296e-05      26.4036    0.772       J1613.6+3411
 0.0422    0.0455   3.5817e-01      16.9807    1.001       J1615.6+4712
 0.0668    0.1128   9.2448e-03       5.8424    0.689       J1616.6+4630
 0.1996    0.0562   2.1234e-01      18.8558    4.505       J1617.3-5849
 0.1097    0.0260   4.2861e-02      33.3988    4.895       J1617.9-7718
 0.3342    0.1691   3.7998e-01       8.7183    2.714       J1618.0+5139
 0.0330    0.0789   7.8201e-01       7.1323    0.436       J1623.6+5743
 0.1617    0.0221   5.1439e-01      50.7237    9.619       J1625.7-2527
 0.2065    0.0722   3.0342e-01      18.8608    3.502       J1625.7+4134
 0.1161    0.0216   7.8288e-02      45.0571    6.266       J1626.0-2950
-0.0085    0.0029   9.3450e+27       4.8528    0.096       J1626.8+4337
 0.1505    0.0594   8.2452e-02      15.3873    3.082       J1628.8-6149
 0.1307    0.0074   1.5514e-01     154.0901   21.909       J1635.2+3808
 0.0801    0.0238   7.4394e-02      42.1691    3.807       J1637.7+4717
 0.0734    0.0527   9.9053e-03      14.9761    1.548       J1638.1+5721
 0.2104    0.1135   3.8010e-01      11.9418    2.376       J1639.2+4129
 0.0604    0.0281   6.9747e-02      38.8766    2.642       J1640.4+3945
 0.0376    0.0230   1.0753e-02      37.3810    1.825       J1642.9+3948
 0.1120    0.0585   6.0797e-02      15.5646    2.266       J1645.6+6329
 0.1344    0.0792   6.2292e-02      10.2505    2.006       J1650.7+0831
 0.2268    0.0758   1.0115e-01      16.1126    3.960       J1656.3-3301
 0.0210    0.0556   2.5038e-05      10.8526    0.391       J1657.0+6010
 0.0848    0.0215   8.1325e-02      46.5346    4.457       J1657.7+4808
 0.0604    0.0072   4.0887e-03       5.5730    0.550       J1659.0+2627
 0.0914    0.0155   1.2937e-01      71.3386    6.902       J1700.0+6830
 0.1493    0.0225   2.8018e-01      50.3604    8.036       J1703.6-6213
 0.0951    0.0166   1.8899e-01      67.5514    6.656       J1709.7+4318
 0.1242    0.1383   1.1797e+00       5.0109    1.030       J1715.8+2151
 0.0436    0.0397   1.7670e-02      21.1572    1.175       J1716.1+6836
 0.3069    0.0883   3.9027e-01      14.6540    4.993       J1717.6-5154
 0.0927    0.0626   3.6830e-03      14.1119    1.647       J1722.6+6104
 0.0321    0.0281   1.1386e-01      24.1975    1.201       J1722.7+1014
 0.2824    0.1934   1.0856e+01       5.8899    1.506       J1724.1+3304
 0.1670    0.0429   2.4381e-01      29.6447    4.713       J1724.2+4005
 0.0109    0.1744   1.9485e-12       4.7856    0.000       J1724.9+7654
 0.0999    0.0188   6.5700e-02      57.7149    6.012       J1727.4+4530
 0.0568    0.0381   1.5038e-02      17.8830    1.639       J1728.0+1216
 0.3358    0.1086   3.5962e-01      13.6071    4.550       J1728.4+0427
 0.1681    0.0425   1.1079e+00      23.9478    4.863       J1730.6+0024
 0.1171    0.0155   2.9035e-01      64.7898    8.791       J1733.0-1305
 0.0707    0.0224   5.5341e-02      44.3378    3.629       J1734.3+3858
 0.0698    0.0873   1.0266e-02      10.3501    0.922       J1736.6+0628
 0.0821    0.0297   1.7974e-01      31.0615    3.148       J1739.5+4955
 0.0945    0.0798   2.6170e+00      11.9442    1.317       J1740.0+4737
 0.0508    0.0199   9.2639e-03      48.2333    2.821       J1740.5+5211
 0.0402    0.0806   2.3152e-03       5.2913    0.536       J1744.2-0353
 0.1140    0.0641   4.5308e-01      14.9266    2.102       J1748.0+3403
 0.0942    0.1181   2.7315e-01       4.9341    0.871       J1753.7+2847
 0.9916       nan   5.3319e+00       5.7227    3.469       J1756.6+1553
 0.0591    0.0198   4.6724e-02      44.6496    3.347       J1801.5+4404
 0.1296    0.0168   3.1228e-01      65.5164    9.195       J1802.6-3940
 0.1599    0.1095   2.2370e-01       6.8569    1.863       J1803.4-6510
 0.0707    0.0693   4.5139e-02       7.7411    1.169       J1807.9-6412
 0.0339    0.0651   5.8866e-04       7.8516    0.546       J1808.1-5013
 0.0557    0.0959   6.7222e-03       4.6169    0.635       J1814.4+2953
 0.1147    0.0519   2.7467e-01      14.9046    2.549       J1818.6+0903
 0.1267    0.0222   7.9149e-02      48.9879    6.839       J1829.2-5813
 0.0836    0.0546   2.1846e-01      13.8981    1.691       J1830.1+0617
 0.0937    0.0086   5.6274e-02     122.3637   12.388       J1833.6-2103
 0.0200    0.0714   2.2714e+00       8.4881    0.295       J1834.2+3136
 0.0586    0.0976   2.8266e-03       8.0990    0.668       J1842.3+6810
 0.2282    0.0440   7.0311e-01      33.8591    6.839       J1848.4+3217
 0.0857    0.0229   5.8937e-02      30.4700    4.287       J1848.5+3243
 0.0963    0.0121   2.6725e-01      78.4577    9.562       J1849.2+6705
 0.0769    0.0244   2.6584e-01      38.0499    3.617       J1852.4+4856
 0.1359    0.0368   2.2283e-01      30.6809    4.425       J1902.9-6748
 0.1777    0.0220   2.8224e-01      57.3983   10.232       J1911.2-2006
 0.1246    0.0324   1.8148e-01      31.2926    4.627       J1913.0-8009
 0.1322    0.0244   4.4186e-01      45.6737    6.445       J1923.5-2104
 0.0299    0.0191   1.6857e-03      37.1148    1.661       J1924.8-2914
 0.0198    0.0540   3.3031e-08      11.0644    0.384       J1933.2-4539
 0.1699    0.1230   5.9160e-02       6.9100    1.727       J1934.3+6541
 0.0711    0.0424   9.8772e-03      17.6390    1.845       J1937.2-3958
 0.2196    0.1451   6.4640e-01       5.4968    1.900       J1939.5-1525
 0.0767    0.0178   4.7404e-02      53.0745    4.816       J1941.3-6210
 0.1988    0.1262   5.7639e-01       5.6389    1.992       J1951.8-0511
 0.1647    0.0550   4.1802e-01      18.4296    3.721       J1955.2+1358
 0.1226    0.0685   1.3760e-01      14.2607    2.278       J1955.4+5132
-0.0344    0.0618   7.6439e+03       5.7571    0.486       J1957.1-3231
 0.1537    0.0210   3.2906e-01      58.4118    9.057       J1958.0-3845
 0.1473    0.0467   2.4083e-01      24.3871    3.731       J1959.1-4247
 0.0525    0.0480   2.2517e-02      13.6716    1.207       J2000.3-2930
 0.0814    0.0750   4.0647e-02       8.4009    1.312       J2000.6-1328
-0.0020    0.0188   3.1763e+29      27.7920    0.068       J2000.9-1748
 0.0038    0.0563   1.7101e-25       6.9664    0.074       J2005.2-1822
 0.2999    0.1250   9.3442e-01       9.5104    3.402       J2005.8+6424
 0.1025    0.0374   1.0233e-01      23.7678    3.121       J2005.9-2309
 0.3049    0.1689   5.0774e-01       6.6398    2.790       J2007.2+6607
 0.0701    0.0853   2.3036e-03       7.0548    0.928       J2010.0+0726
 0.3475    0.2070   1.5897e-01       4.7167    2.521       J2011.6-1546
 0.4160    0.2623   4.7833e-01       5.3259    2.882       J2015.4+6556
 0.1796    0.0284   4.2836e-01      22.6672    8.742       J2015.5+3710
 0.1273    0.0365   1.7081e+00      26.9177    4.179       J2023.6-1139
 0.0952    0.0399   6.1054e-02      21.6934    2.718       J2024.6-3252
 0.0861    0.0455   6.0753e-01      17.3206    2.199       J2025.2+0317
 0.0979    0.0100   2.0077e-01     110.5377   11.547       J2025.6-0735
 0.1641    0.1201   1.2754e-01       7.3447    1.666       J2026.0-2845
-0.0354    0.0561   5.7574e+02       8.9082    0.556       J2030.2-0620
 0.1145    0.1366   1.0847e+01       5.1375    0.964       J2030.4-0502
 0.0789    0.0714   6.4873e-02      14.0847    1.305       J2034.6+1154
 0.1180    0.0153   2.1301e-01      73.8567    9.519       J2035.4+1056
 0.3155    0.1288   5.9347e-01      13.7668    3.912       J2038.7+5117
 0.1155    0.1820   2.3040e-01       5.8576    0.791       J2040.2-2506
 0.1913    0.0695   1.1165e+00      16.2194    3.504       J2050.4-2627
 0.1002    0.0114   7.6828e-02      99.6835   10.324       J2056.2-4714
 0.1970    0.1406   5.8278e-02       6.3741    1.834       J2101.4-2935
 0.2134    0.0912   1.0577e-01      10.8452    2.997       J2108.5+1434
 0.7200    0.4818   6.4418e-01       4.4783    2.491       J2110.2-1021
 0.0757    0.0536   5.8519e-02      11.6248    1.632       J2110.3+0808
 0.1558    0.1079   1.4088e-01       6.0717    1.652       J2114.8+2831
 0.1221    0.0245   3.3073e-01      40.2083    6.004       J2115.4+2932
 0.0777    0.1582   2.4817e-02       5.1235    0.612       J2118.0+0019
 0.0383    0.0785   6.2998e-03       7.7945    0.509       J2119.6-1105
 0.0716    0.0207   3.2779e-01      42.7211    3.796       J2121.0+1901
 0.0181    0.0443   6.3042e-05      11.4967    0.416       J2123.6+0535
 0.0429    0.0266   1.1661e-03      29.1945    1.749       J2126.3-4605
 0.0698    0.0331   3.9536e-02      28.5817    2.420       J2135.3-5006
 0.1496    0.1286   2.3338e-02       5.8696    1.376       J2136.2+0032
 0.0234    0.0433   6.9133e-07      15.3245    0.559       J2141.8-3727
-0.0393    0.0581   4.1694e+02       7.0817    0.625       J2142.7-0437
 0.0460    0.0103   2.9877e-03      87.5121    4.794       J2143.5+1743
 0.2275    0.0803   4.2574e-02       5.0487    1.379       J2144.3-7802
 0.0834    0.0274   1.7299e-01      36.0851    3.478       J2145.0-3356
 0.1083    0.0830   1.4317e-02      10.2286    1.516       J2146.4-1528
 0.1364    0.0277   1.1698e-01      37.3583    6.061       J2147.1+0931
 0.0698    0.0100   4.0523e-02      99.3210    7.860       J2147.3-7536
 0.2094    0.1053   7.2892e-02       6.9749    2.429       J2148.6+0652
-0.0492    0.0648   2.9417e+02       8.3475    0.668       J2150.7-2810
 0.1905    0.0259   4.2782e-02      46.5873    8.895       J2151.8-3027
 0.0885    0.0423   4.4243e-02      17.6996    2.386       J2153.8-1137
 0.0008    0.0369   4.1562e-74      14.0245    0.031       J2156.3-0036
 0.1415    0.0198   3.8794e-01      59.5818    8.882       J2157.5+3127
 0.1042    0.0408   6.1372e-01      24.7842    3.105       J2158.1-1501
 0.1466    0.0330   1.6153e-01      36.6338    5.894       J2201.5-8339
 0.1388    0.0176   6.7674e-02      58.7797    9.250       J2201.8+5048
 0.0747    0.0157   1.3046e-01      63.2256    5.407       J2203.4+1725
 0.0514    0.0366   1.7945e-02      21.8640    1.542       J2207.5-5346
 0.1067    0.0360   5.6544e-01      26.5649    3.523       J2212.0+2356
 0.1074    0.0690   1.6531e-01       8.7271    1.829       J2212.8+0647
 0.1085    0.0665   4.5482e-01      14.3286    1.928       J2212.9-2526
 0.2131    0.1795   2.7232e-01       5.2459    1.659       J2216.8+3103
 0.0905    0.0287   4.3112e-01      33.2021    3.624       J2219.2+1806
 0.0600    0.1080   3.0192e-04       7.1094    0.613       J2219.2-0342
 0.3304    0.2194   2.9671e-01       6.6127    1.880       J2221.9-3504
 0.2569    0.1365   1.2909e-01       7.8010    2.457       J2225.6+2120
 0.1042    0.0366   1.3631e-01      28.6320    3.388       J2225.7-0457
 0.3633    0.1660   6.4812e-01       6.1854    3.342       J2226.8+0051
 0.0950    0.0152   2.3527e-02      61.7197    7.055       J2229.7-0832
 0.2265    0.1092   3.2589e-01      12.3214    2.672       J2231.0-4416
 0.1007    0.0060   1.1344e-01     199.4577   19.272       J2232.6+1143
 0.0266    0.0282   5.4032e-05      25.3495    1.014       J2235.3-4836
 0.1246    0.0158   2.8915e-01      75.0899    9.580       J2236.3+2828
 0.1161    0.0657   3.2731e-01      15.9923    2.099       J2237.0-3921
 0.2389    0.2130   1.1690e+00       4.3982    1.462       J2239.2-5657
 0.0896    0.0127   7.0384e-01      77.2714    8.604       J2244.2+4057
 0.0276    0.0595   1.3632e-07      10.3372    0.500       J2248.7-3235
 0.1042    0.1250   5.1897e-01       7.2309    1.010       J2248.9+2106
 0.0999    0.0027   1.0706e-01     443.8451   42.776       J2253.9+1609
 0.0538    0.0520   2.1712e-05       6.7384    1.055       J2256.0-2740
 0.2204    0.0332   4.0287e-01      44.3929    8.797       J2258.1-2759
 0.1142    0.0521   1.1107e-01      17.4258    2.612       J2301.0-0158
 0.1011    0.0132   1.5675e-01      82.4703    8.931       J2311.0+3425
 0.1338    0.0198   5.7478e-01      60.6145    8.500       J2321.9+3204
 0.0649    0.0444   7.1112e-01      16.9504    1.645       J2321.9+2734
 0.2569    0.1674   1.0811e+00       5.1914    2.086       J2322.1+4440
 0.1030    0.0142   3.0267e-01      76.0363    8.566       J2323.5-0317
 0.1831    0.1381   9.0057e-01       7.9482    1.708       J2323.6-0617
 0.1927    0.0325   4.9454e-01      45.9463    7.798       J2325.4-3559
 0.0922    0.0285   1.1879e-02      31.7015    3.675       J2327.5+0939
 0.0888    0.0233   1.3507e-01      42.5370    4.700       J2328.3-4036
 0.0434    0.1121   3.2137e-02       6.9249    0.414       J2329.0+0832
 0.1056    0.0065   2.2641e-01     185.4011   19.408       J2329.3-4955
 0.0269    0.0763   1.7148e-04      10.4814    0.356       J2329.3-4733
 0.2557    0.1276   1.5297e-01       8.6605    2.695       J2330.5+1102
 0.1180    0.0479   1.6426e-01      22.6566    3.382       J2331.0-2147
 0.0624    0.1417   7.4291e-03       5.6015    0.580       J2331.3-1558
 0.3437    0.2678   1.6507e+00       5.5094    1.925       J2332.1-4118
 0.0546    0.0673   7.6073e-03      12.6722    0.892       J2334.2+0736
 0.1740    0.0783   2.0251e-01      13.2436    2.880       J2335.4-0128
 0.1116    0.0496   2.6413e-01      21.3687    2.710       J2336.6-4115
 0.0597    0.0350   2.8055e-02      22.8887    1.916       J2338.0-0230
 0.1156    0.0094   8.1987e-01     129.7029   15.525       J2345.2-1555
 0.0421    0.0204   1.8112e-02      40.9128    2.311       J2348.0-1630
-0.0199    0.0594   4.9156e+04       7.7268    0.332       J2349.4+0534
 0.1035    0.1504   4.2456e-01       4.1760    0.805       J2354.1-0958
 0.1522    0.1237   4.2376e-01       6.2374    1.448       J2354.6+4554
 0.0775    0.0987   3.6513e-02       7.2451    0.973       J2354.9+8151
 0.0326    0.0400   9.0791e-05      15.1129    0.866       J2357.8-5311
 0.1073    0.0474   3.7425e-02      20.4925    2.695       J2358.3-1021
 0.0047    0.0605   6.8135e-14       6.7447    0.097       J2359.0+3922
