#4FGL LogParabola blazars (bll+BLL)
Beta      Beta_err E_peak[GeV]     det_sig   curv_sig     source_name
 0.0630    0.0217   2.0883e+01      39.1889    3.214       J0816.4-1311
 0.1572    0.0887   5.1125e+00      11.0784    2.366       J0816.9+2050
 0.0811    0.1014   2.6208e+00       7.3709    1.047       J0817.8+3243
 0.1185    0.0368   1.8279e+00      28.2169    4.001       J0817.8-0934
 0.0858    0.0110   7.5154e-01      97.0432    9.197       J0818.2+4222
 0.1446    0.0987   3.8995e+00       8.9517    1.820       J0818.4+2816
 0.0793    0.1123   1.9346e+00       5.5016    0.802       J0818.7+3153
 0.0895    0.0917   1.0253e+00       9.1211    1.204       J0819.0+2746
-0.0246    0.0649   2.0402e-01       7.4150    0.335       J0819.4-0756
 0.0034    0.0421   4.3013e-16      12.7664    0.097       J0820.3+3639
-0.0789    0.0421   1.7919e+01       8.2872    1.347       J0820.9+2353
-0.0050    0.0560   5.1407e+15       8.0086    0.069       J0820.9-1258
 0.0351    0.1108   2.1711e+02       4.5592    0.326       J0823.1-6330
 0.0972    0.0941   2.8593e-01       7.6886    1.193       J0823.3+2224
 0.0211    0.0361   1.2260e-02      19.6703    0.606       J0825.8+0309
 0.0678    0.0129   2.4793e+00      70.4961    6.042       J0825.9-2230
 0.0559    0.0565   4.7443e+01      13.8435    1.127       J0826.4-6404
 0.1728    0.0845   1.1590e+01      13.0576    2.756       J0827.0-0708
 0.0522    0.1117   1.9318e+01       4.8996    0.526       J0828.0+2307
-0.0157    0.0931   2.2007e+00       5.4544    0.170       J0828.3+4152
 0.0472    0.0884   7.5982e-02       4.9495    0.590       J0828.7-2422
 0.2054    0.1305   1.5819e+00       8.7451    2.209       J0829.0+1755
 0.0578    0.1365   1.8049e+00       5.1925    0.483       J0829.7+5105
 0.2255    0.1616   7.1421e+00       7.1992    1.934       J0831.5+1747
 0.0843    0.0164   1.9887e-01      63.8859    5.952       J0831.8+0429
-0.0270    0.0416   4.7946e+03      11.4276    0.612       J0832.4+4912
 0.1658    0.1079   7.1779e-01      10.1018    1.980       J0834.6+4402
 0.0742    0.0872   1.0350e+00       6.4338    0.974       J0835.7+0936
 0.0842    0.1398   1.9892e+01       5.7034    0.711       J0837.3+1458
-0.0417    0.0429   8.9802e+01       9.3811    0.871       J0839.4+1803
 0.1110    0.0675   5.7096e+00      15.0314    1.967       J0839.7+3540
 0.2031    0.0474   9.4199e+00      29.1686    5.916       J0841.3-3554
 0.1548    0.1802   7.8793e+00       6.5057    0.923       J0842.5+0251
 0.0504    0.0335   1.5293e+00      26.1863    1.652       J0844.2+5312
 0.0989    0.0296   1.5923e+00      31.4637    3.880       J0844.9-5458
 0.0408    0.0441   2.7886e+02      16.0781    0.991       J0847.2+1134
 0.0184    0.0467   8.8907e-03      12.7717    0.413       J0847.9-0702
 0.9999    0.0162   3.9959e+01       4.2755    2.390       J0848.7+0508
 0.0876    0.0447   5.1405e+00      20.6211    2.176       J0849.1+6607
 0.1249    0.0672   2.0270e+00      11.3703    2.291       J0849.5+0456
 0.0483    0.0165   1.3203e-01      55.7971    3.179       J0850.0+4855
-0.0012    0.0452   4.1778e+03      12.8586    0.017       J0850.5+3455
 0.0519    0.0420   2.1899e-01      18.0247    1.338       J0851.5+5528
 0.9647    0.3919   4.7324e+01       4.1189    1.339       J0854.0+2753
 0.2603    0.1082   7.3083e+00      12.1701    3.255       J0854.3+4408
 0.0526    0.0094   1.1901e-01      94.8227    6.162       J0854.8+2006
 0.0873    0.0212   1.4807e+00      48.8495    4.864       J0856.6-1105
 0.0358    0.0509   1.5284e+00      14.1250    0.716       J0856.8+2056
-0.0623    0.0398   4.0067e+01       8.0712    1.265       J0859.4+6218
 0.0501    0.0851   1.5328e-03       7.2570    0.646       J0901.2+6742
 0.8740    0.4619   1.8278e+00       4.0662    2.990       J0901.4+4542
 0.0368    0.0262   2.8982e-01      34.0441    1.511       J0902.4+2051
 0.1332    0.0384   1.2207e+01      27.6548    4.280       J0905.6+1358
 0.0617    0.0472   8.1218e-01      15.5959    1.489       J0906.3-0905
 0.0453    0.0518   4.7752e+01      17.4518    0.914       J0908.9+2311
 0.0663    0.0576   7.8414e-01      18.2416    1.286       J0909.6+0159
-0.0011    0.0907   8.0416e-09       5.7146    0.000       J0909.7+3104
 0.0459    0.0261   7.0061e+00      33.8224    2.086       J0910.6+3329
 0.0944    0.0759   3.2604e+00      12.8105    1.435       J0910.8+3859
 0.0002    0.0666  1.5510e-165       5.8817    0.000       J0911.7+3349
 0.9627    0.3761   2.4490e+01       5.9749    2.076       J0912.2+2800
-0.0649    0.0427   1.7811e+00       9.6392    1.256       J0912.5+1556
 0.0169    0.0281   4.3160e+02      23.9282    0.607       J0912.9-2102
 0.1896    0.1274   3.1669e+01       7.9912    1.976       J0913.3+8133
 0.0831    0.0191   6.4259e+00      50.7639    5.107       J0915.9+2933
 0.1379    0.1295   1.3159e+01       8.9210    1.437       J0916.7+5238
-0.0040    0.0823   8.1825e-15       6.3614    0.054       J0917.3-0342
 0.4017    0.2254   1.2819e+01       7.7409    2.477       J0920.9-2256
 0.0218    0.0551   1.5317e+00      14.0452    0.396       J0921.7+2336
 0.0041    0.0805   6.1714e-06       5.7610    0.054       J0924.0+0534
 0.0874    0.0931   1.8691e+01       8.9496    1.042       J0925.7+5959
 0.0569    0.0739   7.0463e-01      11.7574    0.859       J0925.7+3126
 0.0549    0.0674   8.9482e+00       9.2658    0.877       J0926.4+5412
 0.1380    0.1293   4.6222e+00       9.0991    1.225       J0928.5+4048
 0.0427    0.0261   7.5825e-01      28.7012    1.779       J0929.3+5014
 0.0824    0.0702   7.2023e-01      24.7562    2.040       J0930.3+8612
 0.0370    0.0748   2.2219e+02       8.2144    0.503       J0930.5+4951
 0.0478    0.1096   2.1713e-01       6.1335    0.472       J0930.7+3502
 0.3292    0.1911   6.0242e+00       6.5373    2.385       J0932.7+1041
 0.0205    0.0582   2.4022e-06      12.6348    0.329       J0934.3+3926
 0.0837    0.0960   5.2898e+00       4.1886    1.012       J0934.5-1720
 0.1146    0.1188   2.8806e+00       8.4540    1.095       J0936.5+1847
 0.0610    0.0692   9.0785e+00      11.5396    0.901       J0940.4+6148
 0.0085    0.0656   1.8859e+03       6.9379    0.124       J0942.3+2842
 0.1831    0.0518   1.1753e+00      24.1648    4.578       J0942.3-0800
 0.8361    0.5365   1.9063e+00       4.9359    2.374       J0944.2+5557
 0.2524    0.1039   1.9508e+00      15.4307    3.283       J0945.7+5759
-0.0869    0.0517   7.9565e+00       4.9823    1.356       J0946.0+4735
 0.1013    0.1485   1.9224e+01       7.5256    0.833       J0946.2+0104
 0.1093    0.0403   9.7811e+00      22.1798    3.338       J0947.1-2541
 0.1932    0.1791   1.5948e+00       6.8521    1.422       J0947.6+2215
 0.1916    0.0993   3.0312e+00      11.0439    2.593       J0950.2+0615
 0.0080    0.0373   6.0493e+00      17.5926    0.213       J0950.2+4553
 0.2373    0.1915   1.6770e+01       5.0357    1.756       J0952.1+3932
 0.2339    0.2052   8.4271e+01       7.9282    1.771       J0952.2+7503
 0.0324    0.0159   1.5277e+01      50.3263    2.214       J0953.0-0840
 0.2104    0.1044   3.3217e+01      11.3038    2.655       J0954.2+4913
 0.0108    0.0846   2.9333e+03       5.4151    0.125       J0955.1+3551
 0.2967    0.2805   1.4325e+01       4.5137    1.480       J0956.5-0958
 0.9675    0.5736   2.7400e+01       5.2854    2.429       J0958.0-0319
 0.0394    0.0108   9.4856e-02      76.5283    3.945       J0958.7+6534
 0.0249    0.0860   6.6551e-02       7.6711    0.258       J0959.4+2120
 0.0621    0.0342   2.1559e-01      26.0412    2.056       J1001.1+2911
 0.0550    0.0764   3.9072e+01       9.0442    0.759       J1002.5+2215
 0.0873    0.0994   5.2332e-01       8.1472    1.009       J1003.6+2605
 0.1946    0.1753   6.2562e+00       6.5204    1.179       J1006.5+6440
 0.1297    0.0879   1.2865e+01      10.0753    1.811       J1007.0+3455
 0.0589    0.0290   4.3448e-01      28.8534    2.296       J1008.0+0620
 0.0231    0.0346   2.1280e+03      20.7296    0.662       J1010.2-3119
 0.2294    0.1682   1.2975e+00       6.4753    1.928       J1011.6+3600
 0.0960    0.0444   1.7576e+00      21.7565    2.582       J1012.3+0629
 0.0414    0.0060   1.8584e+01     145.5699    7.520       J1015.0+4926
-0.0265    0.0464   5.8501e+00      11.1573    0.522       J1018.1+1905
 0.1536    0.0872   2.4757e+00      12.7879    2.298       J1018.8+5913
 0.1390    0.0749   1.0310e+00      17.6491    2.357       J1019.7+6321
-0.0598    0.0684   8.8653e+00       5.0124    0.672       J1021.1+1626
 0.0601    0.0705   8.1997e-01       8.8187    0.920       J1022.4-4231
 0.0590    0.0431   7.5291e+00      19.2930    1.544       J1022.7-0112
-0.0188    0.0602   9.1625e-01       7.5676    0.296       J1023.8+3002
 0.1128    0.0306   1.6396e+01      29.3856    4.219       J1023.8-4335
-0.0000    0.0543          inf      11.2041    0.000       J1024.8+2332
 0.0557    0.0977   3.1410e+02       7.7715    0.612       J1026.9+0608
 0.0397    0.0229   9.7101e+00      30.9247    1.883       J1026.9-1749
 0.0546    0.0280   2.1248e+01      27.5088    2.098       J1027.0-8542
 0.0906    0.0568   7.3891e+00      15.8505    1.774       J1027.6+6317
-0.0174    0.0279   3.6728e+02      16.7700    0.582       J1031.1+7442
 0.0427    0.0231   1.0363e+02      34.3022    1.973       J1031.3+5053
 0.0135    0.0545   5.3651e-01      16.4367    0.262       J1032.6+3737
 0.0994    0.0744   2.3147e+00      12.6954    1.461       J1032.7+6624
 0.1229    0.2668   3.2162e+01       4.2548    0.602       J1033.5+4221
 0.0081    0.0666   2.8956e-11       8.0417    0.128       J1035.6+4409
 0.3255    0.2895   5.8469e+00       4.6338    1.549       J1036.5+1231
 0.0761    0.0128   5.2995e+00      81.2857    6.926       J1037.7+5711
 0.0348    0.0220   2.8707e-02      35.0094    1.704       J1040.5+0617
 0.3605    0.2063   1.1504e+01       8.8056    2.597       J1041.0+1342
 0.2164    0.1409   5.5518e+00       7.2245    2.035       J1041.7+3902
-0.0696    0.0338   7.0853e+00       8.5510    1.624       J1041.9-0557
 0.3341    0.3270   3.7334e+00       4.3174    1.674       J1043.6+0654
 0.2473    0.2045   1.3982e+01       7.7759    1.705       J1046.8-2534
 0.1036    0.0646   1.3532e+00      17.1541    1.771       J1047.7+7238
 0.1315    0.0751   8.1475e-01      15.1400    2.148       J1049.5+1548
 0.3402    0.2667   1.2052e+00       7.2003    1.847       J1049.7+5011
 0.1094    0.0766   3.5590e+01      10.2788    1.638       J1051.4+3942
 0.1786    0.1291   6.0647e+00       9.1853    1.644       J1051.9+0103
 0.0588    0.0618   6.5218e+00      10.3049    1.080       J1052.9-3743
-0.0011    0.0327   4.3896e-13      16.8441    0.030       J1053.7+4930
 0.0228    0.0271   2.0712e-01      32.1878    0.891       J1054.5+2211
-0.0669    0.0418   4.8386e+00      10.4866    1.230       J1055.5-0125
 0.0408    0.0428   6.8593e+00      15.2383    1.018       J1057.8-2754
 0.0479    0.0101   1.0209e-01      87.9966    5.303       J1058.4+0133
 0.0113    0.0398   9.5353e-05      15.8764    0.299       J1058.6+2817
 0.1383    0.0258   6.5893e-01      42.4347    6.457       J1058.6-8003
 0.0403    0.0112   5.2535e+00      76.6749    3.948       J1058.6+5627
 0.0445    0.0143   3.4558e-01      60.9580    3.433       J1059.2-1134
 0.1280    0.0641   1.4642e+01      16.3771    2.380       J1100.3+4020
 0.1638    0.0944   1.6482e+01      11.6806    2.131       J1101.4+4108
-0.0171    0.0354   3.7729e-03      14.2962    0.440       J1103.6-2329
 0.1243    0.0290   1.0093e+00      41.3931    5.208       J1103.9-5357
-0.0323    0.0284   2.9939e+02      16.6477    1.042       J1104.4+0730
 0.0229    0.0029   5.4093e+02     294.2779    8.441       J1104.4+3812
-0.1068    0.0490   1.2683e+01       6.0128    1.279       J1105.8+3944
 0.0621    0.0414   8.9132e-01      16.5229    1.686       J1106.5-3646
-0.0282    0.0335   6.2893e+01      14.8635    0.778       J1107.6+0222
 0.1268    0.0563   4.5623e+00      19.3918    2.759       J1107.8+1501
 0.0201    0.0552   9.2700e+00      12.1520    0.368       J1109.3+2411
 0.1951    0.1310   2.0323e+01       8.8066    1.745       J1109.6+3735
 0.1128    0.0615   9.1575e+00      14.3971    2.146       J1110.2+7135
 0.0701    0.0686   4.9156e+00      15.3244    1.198       J1110.5-1836
 0.4856    0.4709   5.3969e+00       5.6150    1.445       J1111.0+3542
-0.0806    0.0450   1.5379e+01       6.0516    1.410       J1112.4+1751
 0.0072    0.0814   7.8131e-13       6.4499    0.108       J1113.8+1528
 0.2040    0.1095   2.7080e+00       9.0324    2.393       J1113.9+5523
-0.0016    0.0163   1.6919e-06      38.4752    0.118       J1117.0+2013
 0.1040    0.0996   4.6892e-01       9.8564    1.261       J1117.6+2550
 0.0753    0.0296   6.0874e+00      29.7783    2.943       J1118.0+5356
-0.0520    0.0671   1.0757e+00       5.2490    0.602       J1119.6-3047
 0.0571    0.0210   2.1833e+02      40.3129    2.947       J1120.8+4212
 0.0253    0.0982   4.7562e+00       5.3398    0.270       J1123.1-3233
 0.1546    0.1082   3.7344e+01       6.0952    1.655       J1123.8+7230
 0.0928    0.1192   1.2558e+01       6.6908    0.957       J1124.0+2045
 0.0282    0.0772   2.7675e+00       6.6015    0.397       J1124.9+2143
 0.1381    0.0505   1.4898e+01      20.1446    3.321       J1124.9+4934
 0.1395    0.0697   7.2903e+00      14.4210    2.311       J1125.1-2101
 0.0025    0.0301   9.7861e-02      16.0932    0.099       J1125.5-3557
 0.0073    0.0733   3.2632e+01       7.8489    0.120       J1125.9-0742
 0.0819    0.0666   3.5503e-01      13.7084    1.395       J1128.8+3757
 0.0908    0.0739   1.6164e+00      12.2240    1.409       J1129.1+3703
 0.5835    0.2322   1.3181e+00       8.8628    4.172       J1129.8-4217
-0.1017    0.0554   2.3846e+00       6.0340    0.808       J1130.5-3137
-0.0113    0.0357   8.7389e+03      15.5254    0.299       J1131.4+5809
 0.0267    0.0163   1.0416e-01      48.0567    1.734       J1132.7+0034
 0.7081    0.5505   2.5833e+01       4.3498    1.804       J1134.8-1729
 0.0115    0.0266   3.2453e+05      25.3744    0.423       J1136.4+6736
 0.0186    0.0163   1.1614e+03      42.4689    1.159       J1136.4+7009
-0.0346    0.0430   1.0113e+00      10.2319    0.704       J1136.8+2550
 0.2578    0.1429   1.3484e+01      10.0179    2.501       J1137.9-1708
-0.0940    0.0420   6.2618e+00       5.9295    1.669       J1138.2+4115
 0.0724    0.0983   1.3906e+02       8.2447    0.777       J1140.5+1528
 0.0459    0.0693   1.1680e+00       8.6383    0.731       J1141.5-1408
 0.0041    0.0308   1.4949e-18      16.7605    0.109       J1142.0+1548
 0.1737    0.0602   2.2788e+00      20.7372    3.644       J1143.1+6122
 0.0483    0.0177   1.0592e-01      44.1498    2.999       J1147.0-3812
-0.0191    0.0685   3.2097e+06       5.6692    0.265       J1148.6+1841
 0.2381    0.1906   8.2309e+00       5.9543    1.800       J1149.4+2441
 0.0580    0.0240   2.4697e-01      30.2533    2.670       J1150.4+2418
 0.0914    0.0203   1.1725e+01      51.9766    5.226       J1150.6+4154
 0.0485    0.0475   3.0252e+00      14.0669    1.095       J1151.5-1347
 0.0896    0.0384   1.3776e+01      25.7539    2.715       J1151.5+5859
 0.0108    0.0931   2.9626e+03       6.7500    0.119       J1152.1+2837
 0.0238    0.0961   5.6402e+00       5.6805    0.257       J1153.7+3822
 0.0528    0.0583   7.8787e+01      15.4803    0.996       J1154.0-0010
 0.1230    0.0349   1.6562e+00      27.9558    4.277       J1154.1-3243
 0.1782    0.1788   9.9632e+00       4.9506    1.192       J1155.8+6137
 0.0436    0.0396   4.9999e-01      17.7653    1.208       J1159.0+0939
 0.1309    0.0836   4.1519e+00      12.1193    1.883       J1159.5-0723
 0.0453    0.0840   5.8420e-03       8.8591    0.594       J1200.6+1229
-0.0603    0.0674   8.6300e+01       5.5327    0.801       J1202.4+4442
-0.0423    0.0397   1.1814e+02      10.1467    0.908       J1202.5+3852
 0.0955    0.0343   1.4560e+00      29.8579    3.229       J1203.1+6031
-0.0029    0.0384   2.1996e-14      11.3532    0.034       J1203.4-3925
 0.1316    0.0841   7.3069e+00      10.4859    1.944       J1204.0+1146
 0.0425    0.0369   1.1127e+01      22.3479    1.236       J1204.2-0709
 0.1814    0.1066   3.1772e+00       9.2784    2.194       J1207.7-2229
 0.2145    0.1756   1.5524e+01       5.9454    1.511       J1208.1+3017
 0.0689    0.0442   9.6141e+00      22.0462    1.762       J1209.4+4118
-0.0565    0.0581   1.3357e+01       5.6178    0.759       J1211.6+3901
 0.0349    0.0783   2.2370e+00       7.5982    0.456       J1212.0+2242
-0.0485    0.0333   2.3844e+01      13.8545    1.268       J1213.0+5129
 0.3054    0.1585   9.1047e+00      10.2501    2.885       J1213.3-2618
-0.0977    0.0307   2.4788e+01       9.7337    2.385       J1213.7+6423
 0.0260    0.0503   1.8513e+01      17.1249    0.531       J1215.1+5002
 0.1362    0.0960   1.8909e+01       8.8078    1.672       J1215.1+0731
 0.1236    0.1321   6.0436e-02       5.4326    1.080       J1215.1+3513
 0.0770    0.0908   5.0627e+00       6.5752    0.951       J1216.1-0242
 0.0910    0.0705   2.6970e+00      10.4719    1.455       J1216.1+0930
 0.0402    0.0073   4.5589e+00     112.0594    6.062       J1217.9+3007
 0.0813    0.0614   2.5590e-01      13.5639    1.476       J1218.0-0028
 0.1224    0.0358   1.5346e+00      29.7135    4.197       J1218.5-0119
 0.0482    0.0453   6.1468e+00      15.2689    1.132       J1219.7-0313
 0.0525    0.0845   2.4548e+00       7.8054    0.650       J1219.7+0444
 0.1030    0.0554   2.1216e+00      18.1729    2.180       J1220.1+3432
 0.0289    0.0141   1.2136e+03      59.7644    2.148       J1221.3+3010
 0.0162    0.0117   1.3210e-02      71.3066    1.429       J1221.5+2814
 0.0976    0.0370   4.1532e-01      29.3065    3.030       J1223.8+8039
 0.0655    0.1337   2.9567e+01       7.9897    0.427       J1223.9+7954
-0.1420    0.0583   5.6264e+00       5.0749    1.450       J1224.1+2239
 0.0604    0.0252   1.0737e+01      37.0727    2.636       J1224.4+2436
 0.0151    0.0423   2.1174e-07      17.0794    0.334       J1224.9+4334
-0.0409    0.0659   1.8654e+03       5.7342    0.561       J1226.0+5622
 0.2030    0.1083   2.1508e+01      10.1051    2.430       J1226.7+0637
 0.1107    0.0487   4.8552e+00      19.9659    2.717       J1226.8-1329
 0.1932    0.1945   2.6361e+01       6.8086    1.360       J1227.1-4437
 0.0612    0.0136   8.6194e-01      75.3958    5.045       J1230.2+2517
 0.0055    0.0538   8.2890e+05      11.7285    0.100       J1231.5+1421
-0.0192    0.0433   1.2340e+00      12.7554    0.412       J1231.6+6415
 0.0324    0.0162   3.4413e+00      50.1482    2.128       J1231.7+2847
 0.6462    0.3916   6.4336e+00       6.4876    2.980       J1233.1+1703
 0.4567    0.2926   7.2313e-01       6.7294    2.590       J1233.6+5027
 0.0103    0.0260   7.4560e-02      24.4693    0.384       J1233.7-0144
 0.0300    0.0719   9.5495e+00       9.6863    0.436       J1236.3+3858
-0.1152    0.0462   8.8512e+00       5.2732    1.224       J1237.8+6256
 0.0494    0.0451   6.1160e-01      16.0705    1.168       J1238.3-1959
 0.0231    0.0883   4.2587e+01       6.6722    0.259       J1241.5+3439
 0.1763    0.0863   1.0270e+01      12.6220    2.543       J1241.8-1456
 0.8449    0.3914   1.0094e+01       5.4132    2.011       J1241.9+0636
 0.0530    0.0157   3.6316e+01      56.7945    3.760       J1243.2+3627
-0.0061    0.0541   8.3500e+08       8.6738    0.107       J1244.5+1616
 0.0441    0.0555   9.1083e-01      16.5807    0.872       J1245.1+5709
 0.5996    0.2309   1.1694e+00       8.8763    4.234       J1245.8+0232
 0.1648    0.1379   2.6886e+00       5.7495    1.506       J1246.3+0112
 0.1337    0.0789   1.5766e+01      12.9727    2.035       J1247.0+4421
 0.0451    0.0087   9.0433e+00     104.8892    5.743       J1248.3+5820
 0.0037    0.0632   5.1163e+03       8.9222    0.046       J1248.7+5127
 0.0969    0.0837   2.1985e+01      15.1093    1.496       J1249.8+3707
 0.1038    0.0762   4.1008e+00      10.8558    1.630       J1250.6+0217
 0.0424    0.0800   6.4046e-01       8.6484    0.551       J1251.2+1039
 0.0868    0.0141   1.9428e+00      80.8781    7.474       J1253.2+5301
 0.4625    0.2426   1.6444e+01       6.1366    2.701       J1253.5-3934
 0.0473    0.0374   3.8764e+00      20.6085    1.397       J1253.8+0327
 0.0706    0.0620   5.2612e+00      16.0184    1.300       J1253.8+6242
 0.0047    0.0369   1.9650e-05      20.1336    0.080       J1254.5+2210
 0.0112    0.0718   1.1278e-08       7.2429    0.157       J1254.9-4426
 0.0175    0.0295   9.5365e+00      23.1350    0.586       J1256.2-1146
 0.0981    0.0509   2.3076e+00      20.1211    2.300       J1257.2+3646
-0.1682    0.0285   8.4306e+00       4.3754    2.766       J1257.6+2413
 0.2144    0.1234   5.4543e+00       8.9808    2.128       J1258.3+6121
 0.2588    0.1674   1.0962e+01       5.7580    2.174       J1258.7-0452
 0.0704    0.0622   2.7648e+00      14.0374    1.220       J1259.1-2311
 0.1208    0.0489   2.3028e-01      18.6674    3.000       J1259.7-3223
-0.0003    0.0349   3.9517e+34      17.4060    0.023       J1259.8-3749
 0.2368    0.1810   3.1176e-01       6.4500    1.696       J1300.0+1753
 0.0190    0.0742   1.8656e-01       6.6970    0.252       J1301.5+4413
 0.0881    0.0970   5.1728e+00       8.2562    1.074       J1301.6+4056
 0.0598    0.0206   3.2261e-01      45.8512    3.287       J1303.0+2434
 0.0660    0.0541   6.2484e+00      14.9834    1.321       J1304.2-2412
 0.0987    0.0199   7.2131e+00      47.2258    5.637       J1304.3-4353
-0.0055    0.0482   1.0819e+10      14.5365    0.135       J1305.6+7853
 0.0391    0.0205   1.0060e+01      37.7179    2.001       J1307.6-4259
 0.0825    0.0204   5.3972e+00      47.1639    4.703       J1309.4+4305
 0.0838    0.0551   7.8036e-01      16.0486    1.798       J1309.7+1153
-0.0028    0.0409   3.8411e+02      14.1036    0.046       J1310.2-1158
-0.0601    0.0357   1.0484e+01       9.6609    1.267       J1311.0+0034
 0.1523    0.1747   1.6129e+01       4.8641    1.090       J1311.8+3954
 0.1958    0.0418   2.4278e+00      32.3648    6.323       J1312.4-2156
 0.1003    0.0566   2.4397e+01      16.0160    1.929       J1312.8-2350
 0.1183    0.0346   2.3351e+00      34.2246    4.231       J1314.7+2348
 0.0160    0.0509   8.7833e+04      12.9811    0.327       J1315.0-4236
 0.2822    0.1589   1.2457e+01       8.4027    2.557       J1315.5+1135
 0.3416    0.1938   6.3243e+00       7.7828    2.476       J1319.5+1404
 0.0123    0.0386   7.2038e-01      17.0382    0.313       J1319.8+7759
-0.0210    0.0694   1.7181e+02       4.4851    0.279       J1321.9+3219
 0.3814    0.2254   6.0712e+00       7.0564    2.360       J1322.9+0437
 0.1446    0.0711   9.1994e+00      16.8500    2.643       J1323.9+1405
 0.9115    0.4722   3.4178e+00       5.6230    3.605       J1325.6-0227
 0.5506    0.3915   7.5381e+00       4.2814    2.300       J1326.1+1232
 0.1633    0.0336   7.4020e-01      35.2906    6.066       J1326.8-5256
 0.2282    0.1799   2.4786e+01       4.8846    1.415       J1327.8+2522
 0.0263    0.0412   1.0469e+01      16.6378    0.686       J1328.5-4727
 0.0451    0.0420   8.2989e+00      17.5985    1.131       J1330.2+7002
 0.1365    0.1068   1.8339e+00      11.3414    1.500       J1330.3+4441
 0.3522    0.2387   5.9716e-01       4.6895    2.181       J1330.4+3157
 0.2083    0.1919   1.4097e+01       6.8305    1.322       J1331.0+5653
 0.3114    0.1435   5.4233e-01      11.0408    2.464       J1331.2-1325
-0.0222    0.0437   2.0966e+03      11.3177    0.489       J1331.6+1711
 0.0471    0.0587   2.9598e+00      10.3048    0.871       J1335.3-2949
 0.2444    0.1745   5.4869e+00       8.1804    1.833       J1336.2+2320
 0.0053    0.0376   4.1971e+01      15.3965    0.144       J1338.9+1153
 0.0452    0.0816   5.3909e+02       8.6241    0.552       J1340.5+4409
 0.2432    0.1316   2.6312e+00       9.2873    2.576       J1340.8-0409
-0.0379    0.0387   3.2917e+00      10.6813    0.866       J1341.2+3958
 0.1372    0.1709   3.0919e+00       5.0153    1.021       J1341.6+5515
-0.0016    0.0363   1.2091e+03      14.0549    0.040       J1345.6-3356
 0.0532    0.0531   3.5771e+00      12.3796    1.093       J1347.1-2959
 0.0716    0.0388   1.1797e+01      21.3020    2.117       J1351.3+1115
 0.4744    0.2752   3.0042e+00       8.7426    2.774       J1351.7+5542
 0.1894    0.2100   4.8222e+00       4.4401    1.216       J1351.9+2847
 0.0581    0.0406   3.4269e-01      18.6076    1.578       J1353.0-4413
 0.1063    0.1168   2.2518e+00       8.9756    1.148       J1353.2+3740
 0.0218    0.0427   3.1086e-03      15.5017    0.541       J1353.3+1434
 0.0046    0.0955   1.7267e+03       4.9879    0.056       J1353.4+5600
-0.0054    0.0251   7.8360e-03      21.6466    0.198       J1353.6-6640
 0.0270    0.0554   1.5492e+00      11.5889    0.503       J1354.4+3707
 0.1484    0.1013   1.0593e+00      10.2350    1.921       J1357.5+0127
-0.0224    0.0245   6.1549e+00      18.7358    0.847       J1359.8-3746
-0.0591    0.0506   1.1435e+01       5.9439    0.997       J1402.6+1600
 0.2831    0.2219   2.5205e+01       4.5070    1.887       J1403.4+4319
 0.0900    0.0507   1.0866e+01      19.2798    2.007       J1404.8+6554
-0.0132    0.0313   4.6935e+01      15.8464    0.402       J1404.8+0402
 0.0346    0.0476   1.0237e+00      12.9260    0.777       J1406.1-2508
 0.3448    0.2350   3.9458e+01       6.1849    2.021       J1406.6-3934
 0.1417    0.1224   1.5312e+01       7.2387    1.501       J1406.9+1643
 0.0733    0.0539   1.9422e-01      14.8046    1.550       J1410.1+0202
 0.1016    0.0834   2.4183e+00       9.7575    1.443       J1410.3+1438
 0.1302    0.0826   2.0225e+00      10.6273    1.891       J1410.4+2820
-0.0218    0.0470   5.3860e+00       9.0570    0.428       J1411.8+5249
-0.0146    0.0556   3.8986e+05       8.2879    0.239       J1412.1+7427
 0.0238    0.0328   7.0569e+00      23.8379    0.731       J1415.5+4830
 0.1118    0.0787   1.3819e+01       9.2987    1.631       J1416.1-2417
 0.0633    0.0726   6.8795e+02      10.9541    0.914       J1417.9+2543
 0.0743    0.0173   1.9929e+01      56.0880    5.037       J1418.4-0233
 0.1952    0.0584   1.1540e+01      19.5387    4.077       J1418.9+7731
 0.2035    0.1750   1.2869e+01       8.5522    1.593       J1419.3+0444
 0.0282    0.0194   2.2941e-03      43.9287    1.555       J1419.8+5423
-0.0607    0.0520   4.0038e+01       6.0185    0.989       J1420.3+0612
 0.1544    0.0892   1.9296e+01      10.8300    2.030       J1422.6+5801
 0.1412    0.0571   2.2057e+00      22.3221    2.987       J1423.1+3738
 0.0502    0.0861   1.0180e+01       6.1735    0.632       J1424.1-1750
 0.1302    0.0792   9.7272e-01      12.6803    2.014       J1424.2+0433
-0.0356    0.0661   1.1219e+02       5.8547    0.474       J1424.6+1447
 0.1380    0.0560   7.0879e+00      18.5798    2.959       J1425.0+3615
 0.6293    0.3526   1.1067e+01       5.3068    2.666       J1425.4-0119
 0.1388    0.0801   2.1954e+00      12.8315    2.102       J1426.1+3403
 0.0599    0.0062   1.5085e+01     141.6372   10.901       J1427.0+2348
 0.1088    0.0261   3.4423e-01      36.4448    4.964       J1427.6-3305
 0.0138    0.0415   1.5248e-01      13.0951    0.335       J1427.7-3215
 0.0222    0.0281   2.0452e+04      26.5701    0.816       J1428.5+4240
 0.0745    0.0665   6.3661e+00       9.8201    1.278       J1431.1-3120
