Source_ID,E_peak,Beta,log_E_peak,log_Beta,Prob_Run1,Std_Run1,Prob_Run2,Std_Run2,Prob_Run3,Std_Run3,Mean_Consensus,Std_Consensus,Min_Consensus,Max_Consensus,Range_Consensus,CV_Consensus
768,0.83061,0.1889,-0.0806028445737498,-0.7237680420781664,0.3533916594520749,0.1416342132362451,0.3354498335352907,0.2318998824323042,0.3413465812107751,0.1857355017746577,0.34339602473271363,0.009144804173368567,0.3354498335352907,0.3533916594520749,0.017941825916784226,0.02663048855670839
293,1.165,0.2736,0.0663259253620378,-0.5628839069519214,0.3532631737374028,0.1992471976746226,0.3348736594572906,0.1807293925942045,0.3409949979946923,0.196378593616544,0.3430439437297952,0.00936441097099332,0.3348736594572906,0.3532631737374028,0.018389514280112207,0.027297991610630075
535,0.47241,0.9671,-0.3256809177925345,-0.0145286167104123,0.3532423549589744,0.246784394177655,0.3346397744418422,0.2533693525305641,0.3407244189970473,0.1961988492105704,0.34286884946595464,0.009484879387798255,0.3346397744418422,0.3532423549589744,0.018602580517132206,0.02766328619802832
50,0.45476,0.0818,-0.3422177421884616,-1.087246696328677,0.3526929032585023,0.2484020175498399,0.3340846474846391,0.188702072286254,0.3400445374746279,0.3185461484800462,0.34227402940592305,0.009502356099418753,0.3340846474846391,0.3526929032585023,0.018608255773863158,0.027762421350774273
547,0.78792,0.1853,-0.1035178755590539,-0.7321245806811024,0.3522429790381615,0.1941059848874353,0.3339620351639487,0.1924522027710505,0.3400219396046413,0.2110871343683183,0.34207565126891715,0.009311902379912322,0.3339620351639487,0.3522429790381615,0.018280943874212807,0.027221762417618842
366,0.14536,0.0834,-0.8375550857000221,-1.0788339493622612,0.3521666029322521,0.3491329832427021,0.3338195090707511,0.2319995150119889,0.3399560215502082,0.2456307816883989,0.34198071118440376,0.009339619337895759,0.3338195090707511,0.3521666029322521,0.018347093861501018,0.027310367980830193
340,0.11722,0.0516,-0.9309982829544,-1.2873502983727887,0.3520549134919865,0.3412595729526601,0.3337925741199423,0.2602857696334596,0.3394977053016006,0.2808709288075801,0.3417817309711764,0.009342956693648423,0.3337925741199423,0.3520549134919865,0.01826233937204419,0.027336032249997654
422,0.6023,0.4263,-0.2201871368294196,-0.3702846673528678,0.3519682435496122,0.2520386595048693,0.3336391811895055,0.2365503105398426,0.3392127021121979,0.2360247528048788,0.3416067089504386,0.009396120651967358,0.3336391811895055,0.3519682435496122,0.01832906236010673,0.027505666986985047
13,0.060414,0.0075,-1.2188624087595714,-2.1249387366083,0.3513850642555773,0.2736051215895891,0.3334526735477484,0.2415262045152951,0.3391850242199383,0.3076267632385308,0.34134092067442134,0.009158524786579808,0.3334526735477484,0.3513850642555773,0.017932390707828927,0.02683101838529706
327,0.73348,0.2976,-0.1346117236858072,-0.5263670731261589,0.3513815003490773,0.2769191047867545,0.333201223086169,0.190313782265322,0.3388621244110349,0.2410267327037011,0.34114828261542707,0.009303252648438988,0.333201223086169,0.3513815003490773,0.018180277262908273,0.027270406593904454
959,0.69576,0.4475,-0.1575405429333965,-0.3492069603480692,0.3510832938785618,0.2879727562534614,0.333044342427434,0.1714945015463885,0.3387861579249963,0.2781847422302807,0.340971264743664,0.00921585379771063,0.333044342427434,0.3510832938785618,0.01803895145112777,0.027028241028922276
1041,0.74391,0.2767,-0.1284796032547463,-0.557990840859048,0.3506768464242864,0.3369394153179494,0.3330415118736636,0.1426087427420462,0.3386258505414488,0.2544843834523813,0.34078140294646625,0.009013104948139698,0.3330415118736636,0.3506768464242864,0.017635334550622828,0.026448346669527945
1051,0.95116,0.3464,-0.0217464217877528,-0.460422116654691,0.3506257150713482,0.2478601006911686,0.3321230291662328,0.2048281952843123,0.3376632676149881,0.3508059039248603,0.34013733728418966,0.009496215665826384,0.3321230291662328,0.3506257150713482,0.01850268590511539,0.027918767937859405
161,2.1716e-05,0.0262,-4.663220167016358,-1.5816987086802543,0.3504191735034018,0.3140979160236629,0.3321097326923933,0.2474336144225099,0.3371753719584339,0.1906477478224807,0.33990142605140966,0.009454228360438957,0.3321097326923933,0.3504191735034018,0.018309440811008493,0.027814617291022616
18,0.026676,0.0601,-1.5738792912533843,-1.2211255279972604,0.350295195269641,0.2493859174149536,0.3319490277895808,0.1962428642022425,0.3370374007445503,0.2439474240474639,0.33976054126792404,0.009471382477449348,0.3319490277895808,0.350295195269641,0.018346167480060183,0.027876639716129158
661,0.91753,0.9206,-0.0373797269434956,-0.0359290294420445,0.3500940560692661,0.2494568452737706,0.3317028300599226,0.226909239315366,0.3367699343971795,0.1854012196176451,0.33952227350878944,0.00949951717039666,0.3317028300599226,0.3500940560692661,0.018391226009343453,0.02797906833160993
284,0.26485,0.2176,-0.5770000227283836,-0.6623411089738578,0.3500208281200411,0.2723304715535307,0.3316382642914843,0.1975530572354705,0.3366382900062153,0.2651200023513466,0.33943246080591355,0.009504483472086002,0.3316382642914843,0.3500208281200411,0.018382563828556797,0.02800110269214826
544,0.8917,0.1159,-0.0497812333581366,-0.935916564036404,0.3497887486076395,0.1975164278907187,0.3314866841906717,0.2364594064238698,0.3364486828210091,0.2566592226608706,0.3392413718731067,0.009465237693105722,0.3314866841906717,0.3497887486076395,0.0183020644169678,0.02790118835397916
318,4.6562,0.0455,0.6680316265024223,-1.3419886033428876,0.3496392167828197,0.1341347685448059,0.3313730094840059,0.3149130645036894,0.3362299399176195,0.2495372238731199,0.3390807220614817,0.009460909120937167,0.3313730094840059,0.3496392167828197,0.018266207298813786,0.02790164178134936
816,0.69506,0.3049,-0.1579777039794005,-0.5158425756346193,0.349505207775873,0.3474637703109448,0.3313170783005056,0.2371489707550189,0.3361232061338795,0.2952603494003183,0.3389818307367527,0.009425010048710618,0.3313170783005056,0.349505207775873,0.01818812947536741,0.027803878898722233
592,328.3,0.0626,2.5162708827293403,-1.2034256667895702,0.3492671176658898,0.3271140156845168,0.3312509483578654,0.2252704739957866,0.3360191215460201,0.2523028421965973,0.3388457291899251,0.009334766853718781,0.3312509483578654,0.3492671176658898,0.01801616930802441,0.02754872136222019
621,0.83551,0.2986,-0.0780483477827632,-0.5249101966109935,0.3489814755385819,0.313438159297015,0.3303904884562249,0.2298613302040215,0.3356821698917568,0.2067057923999629,0.3383513779621879,0.0095786065775003,0.3303904884562249,0.3489814755385819,0.018590987082357013,0.028309641746085423
625,0.41424,0.2464,-0.3827479669092032,-0.6083592965076121,0.348952734125201,0.2099285857547436,0.3302715156303845,0.3076812572314717,0.3356727460856489,0.2414684467597781,0.3382989986137448,0.009613526037243893,0.3302715156303845,0.348952734125201,0.01868121849481652,0.028417245668668812
250,0.090627,0.016,-1.042742396096762,-1.7958800173440752,0.3486317947848355,0.2734090904728398,0.3300627323664012,0.3013279451313133,0.3354980224657872,0.1909465489082696,0.3380641832056746,0.009546800798284846,0.3300627323664012,0.3486317947848355,0.018569062418434312,0.02823960948883065
307,32.37,1.0,1.510142699402573,0.0,0.3484980707050974,0.1653666901772769,0.3297295651401862,0.1990530207221682,0.3353709630666402,0.3463634247625413,0.33786619963730796,0.009629841870078868,0.3297295651401862,0.3484980707050974,0.01876850556491122,0.028501938327648375
63,13.769,0.5035,1.1389023999335937,-0.2980005251103632,0.3484636303912059,0.2395955801031821,0.3293621613470497,0.1720586441976522,0.3345982991711584,0.1886412658341713,0.33747469696980464,0.009870247116119099,0.3293621613470497,0.3484636303912059,0.019101469044156216,0.029247368505759555
1007,1.1152,0.1575,0.0473527607539341,-0.8027194418743807,0.348435859100184,0.3211392134110962,0.3292363246891681,0.1904432479169768,0.3336747604123259,0.3109117068791296,0.33711564806722594,0.010051632269943963,0.3292363246891681,0.348435859100184,0.019199534411015906,0.029816568970936128
61,0.42538,0.1386,-0.3712229330835629,-0.858236769724212,0.3481151368606786,0.2447735043693652,0.3287547544351177,0.2903041884777497,0.3333650149185923,0.2433741240825692,0.3367449687381295,0.010113069157414325,0.3287547544351177,0.3481151368606786,0.019360382425560874,0.030031833571240202
488,0.43064,0.1675,-0.3658856331923685,-0.775985188627136,0.3479875724030511,0.2512080630525043,0.3286819248908075,0.2214161734046145,0.333317847047638,0.1834953387383658,0.3366624481138322,0.010078034217333264,0.3286819248908075,0.3479875724030511,0.019305647512243618,0.029935129309623474
1042,5.4797,0.1137,0.7387567825882035,-0.9442395353122652,0.3479556251967592,0.3221903831370725,0.3280415691555332,0.2035145826411025,0.3331548599016535,0.239460782980734,0.3363840180846487,0.01034229200571015,0.3280415691555332,0.3479556251967592,0.019914056041226036,0.03074549069585309
497,1.9331,0.4393,0.286254320828791,-0.3572387967346795,0.3475967920018823,0.1837026579123973,0.3279134963196731,0.255266689926614,0.3330789095580184,0.2858836686828996,0.3361963992931913,0.010205248106489144,0.3279134963196731,0.3475967920018823,0.019683295682209223,0.03035501815127751
888,0.47992,0.0567,-0.3188311510706014,-1.2464169411070931,0.3474941415978377,0.2732416730386552,0.3277581731033029,0.1775166045457221,0.3329982407156534,0.3121164471120159,0.33608351847226475,0.01022332222082908,0.3277581731033029,0.3474941415978377,0.019735968494534795,0.030418992169301624
678,1.5437,0.5756,0.1885629041579057,-0.2398792147354324,0.3471525394075007,0.2666234143203037,0.327686100838178,0.3090921305862519,0.3328211602690832,0.3158522819147937,0.3358866001715873,0.010088768457557226,0.327686100838178,0.3471525394075007,0.019466438569322675,0.030036232919208632
1073,1.2646,0.59,0.1019531774771994,-0.2291479883578558,0.346918348943961,0.2452478894664362,0.3275642250648936,0.2967708894372828,0.3327151184380961,0.2145059453310023,0.3357325641489835,0.010023685038207601,0.3275642250648936,0.346918348943961,0.01935412387906743,0.02985615877046094
992,3.4794,0.4558,0.5415043591318591,-0.3412256791556432,0.3460860430447515,0.190153372931263,0.3275468556617659,0.1442711454041608,0.3325494583399003,0.2430250071970616,0.33539411901547256,0.009591373101632715,0.3275468556617659,0.3460860430447515,0.0185391873829856,0.028597319606600034
191,0.26201,0.3227,-0.5816821328713212,-0.491201034596095,0.3458411675092782,0.2443756640743383,0.3274596238376884,0.2345021928851106,0.3324220536117063,0.2399796532373195,0.3352409483195576,0.009509464362838992,0.3274596238376884,0.3458411675092782,0.018381543671589784,0.02836605768730205
107,0.086545,0.0447,-1.062758017738154,-1.3496924768680636,0.3458089899907032,0.3081469738293426,0.3272043497819858,0.2785584737038732,0.3323044370094243,0.1793843653602667,0.3351059255940378,0.009613501601458524,0.3272043497819858,0.3458089899907032,0.018604640208717382,0.02868794784078294
245,0.57241,0.8663,-0.2422927877234366,-0.0623316856009949,0.3457858751596909,0.2008798111221303,0.3270485768176838,0.2347852460282478,0.3320007509749862,0.2790343658559833,0.33494506765078697,0.009709445803180236,0.3270485768176838,0.3457858751596909,0.018737298342007103,0.028988172840991217
438,0.51122,0.2153,-0.2913921640051126,-0.6669559701765129,0.3457337431595251,0.279974962419418,0.326805075039255,0.264900726178918,0.3318318263817297,0.1455872548182903,0.33479021486016997,0.00980498169268349,0.326805075039255,0.3457337431595251,0.01892866812027011,0.02928694138778599
716,0.56061,0.1763,-0.2513391596865341,-0.7537476877006779,0.3450956466856297,0.178191996902063,0.3255266104292172,0.2376325642420166,0.3317704040976889,0.322423991046001,0.33413088707084526,0.009995784356473358,0.3255266104292172,0.3450956466856297,0.019569036256412486,0.029915773860188594
27,0.30009,0.2373,-0.5227484764751105,-0.624702261782661,0.3448010683935353,0.2477694008135174,0.3254788569082482,0.2852050149146173,0.3315170536768067,0.2349513853526413,0.3339323263261967,0.009884944139888151,0.3254788569082482,0.3448010683935353,0.019322211485287122,0.02960163801037883
695,0.69795,0.189,-0.1561756884110514,-0.7235381958267558,0.3444563579054733,0.2072916387853553,0.3249645668875999,0.2910053576077686,0.3313459809357515,0.3262393145005259,0.3335889685762749,0.009937591480724496,0.3249645668875999,0.3444563579054733,0.019491791017873406,0.029789927482428116
1083,0.21614,0.0993,-0.6652648528681666,-1.0030507515046188,0.3444042125946737,0.2428030127119468,0.3249336251497764,0.202745066530047,0.3313034142383143,0.1871213142663765,0.33354708399425476,0.00992731002551242,0.3249336251497764,0.3444042125946737,0.01947058744489727,0.029762843701115906
817,2.5716,0.4932,0.4102034170894535,-0.3069769320763059,0.3442727247669892,0.3194734558881661,0.3248843564680987,0.2932532022211627,0.3312215061551316,0.2354835305803396,0.3334595291300732,0.009886038966675706,0.3248843564680987,0.3442727247669892,0.019388368298890513,0.02964689207112303
567,1.819,0.6742,0.2598326990634835,-0.1712112518150468,0.3441085283588522,0.2744320025319215,0.3243454288223096,0.2321695508510153,0.3311654269272131,0.263722855820007,0.3332064613694583,0.010038395888718767,0.3243454288223096,0.3441085283588522,0.019763099536542594,0.030126653445419507
