E_peak beta sigma_det beta_Rel number 
0.35064 0.2404 11.144 0.34151414309484196 391 
1.6353 0.8232 7.5176 0.44812925170068024 392 
1.4804 0.5205 16.6765 0.2578290105667628 393 
3.3023 0.1661 4.3913 0.9229379891631547 394 
1.0005 0.5611 6.6256 0.4469791481019426 395 
0.7523 0.1507 5.9014 0.7889847378898475 396 
0.41563 0.2016 11.0346 0.4885912698412699 397 
1.3269 0.2162 4.1136 0.9764107308048104 398 
0.30792 0.3923 6.7026 0.35457557991333166 399 
1.746 0.4355 21.2522 0.20642939150401834 400 
0.16885 0.1252 5.7299 1.4129392971246006 401 
2.1681 0.582 16.659 0.229553264604811 402 
0.78253 0.2525 5.7683 0.5956435643564356 403 
0.5151 0.1793 5.1045 0.822643614054657 404 
1.6297 0.9786 13.4853 0.12814224402207236 405 
0.024163 0.1174 9.4566 0.7137989778534923 406 
0.13642 0.1466 6.5276 0.8349249658935879 407 
1.1419 0.3646 4.5294 0.663466812945694 408 
0.49666 0.2556 18.3374 0.21205007824726135 409 
0.52086 0.916 6.1305 0.4699781659388646 410 
1.2036 0.5526 9.2373 0.45005428881650383 411 
0.69786 0.5003 8.5346 0.37377573455926444 412 
0.93953 0.3098 5.2373 0.6329890251775339 413 
0.65753 0.2592 20.1146 0.22299382716049382 414 
0.0701 0.1782 6.8528 0.7704826038159371 415 
2.0375 0.5382 15.4832 0.30044593088071353 416 
1.8797 0.6469 6.5439 0.42603184417993506 417 
1.06 0.4038 18.9621 0.24665676077265972 418 
1.0142 0.2331 6.909 0.6469326469326468 419 
1.9784 0.2337 5.8579 0.8609328198545143 420 
2.4825 0.9812 14.0229 0.11598043212392989 421 
0.6023 0.4263 9.8251 0.28993666432090076 422 
1.4357 0.3492 9.1932 0.4375715922107674 423 
0.51551 0.3023 22.0584 0.15812107178299703 424 
2.9743 0.0712 4.6352 1.6137640449438202 425 
10.915 0.1942 5.7719 1.177651905252317 426 
1.0361 0.9997 4.2179 0.04571371411423426 427 
0.62579 0.7638 9.2015 0.31133804660905995 428 
7.6247 0.1012 4.7905 1.3804347826086956 429 
0.38363 0.0587 4.422 1.441226575809199 430 
0.055978 0.1748 10.3 0.5074370709382151 431 
0.72072 0.2639 9.9209 0.4854111405835543 432 
0.0025024 0.0444 5.8819 1.9707207207207205 433 
1.6393 0.0684 35.9212 0.20029239766081872 434 
8.0748 0.2803 19.1292 0.3150196218337496 435 
1.2045 0.3657 13.1948 0.2863002461033634 436 
0.39067 0.5258 5.7362 0.4720426017497147 437 
0.51122 0.2153 4.9363 1.9934974454249885 438 
3.5231 0.471 7.7135 0.49872611464968153 439 
3.2436 0.2828 5.278 0.8490099009900991 440 
0.97424 0.3058 11.3088 0.37737083060824067 441 
0.49848 0.5413 6.5905 0.5084056900055423 442 
0.45888 0.1627 5.1948 1.6613398893669329 443 
0.27522 0.1895 4.3255 0.8902374670184696 444 
0.15787 0.042 4.7289 1.788095238095238 445 
1.2769 0.1673 8.08 0.6802151823072324 446 
0.47453 0.2273 5.6619 2.6995160580730313 447 
0.049172 0.1046 4.6741 1.964627151051625 448 
0.19536 0.1546 19.35 0.277490297542044 449 
1.4388 0.6649 5.0227 0.5339148744172055 450 
2.9913 0.3361 7.685 0.5275215709610235 451 
0.67961 0.2687 4.9992 0.5381466319315221 452 
10.061 0.5084 9.5161 0.4933123524783636 453 
0.94044 0.2811 4.7241 1.016364283173248 454 
0.3795 0.43 7.4138 0.40744186046511627 455 
3.4356 0.0951 5.6581 1.1472134595162986 456 
0.30256 0.0982 8.6404 0.7942973523421589 457 
2.7961 0.3367 4.4978 0.7160677160677161 458 
1.0175 0.7461 4.1942 0.5745878568556494 459 
0.37328 0.3731 14.9132 0.19565800053604931 460 
0.46007 0.4022 17.472 0.22600696171059173 461 
0.68305 0.2784 10.1559 0.3807471264367816 462 
1.8573 0.5145 8.0264 0.4505344995140914 463 
1.2396 0.6127 6.6953 0.5102007507752571 464 
99.738 0.0447 4.6216 2.3736017897091726 465 
0.52093 0.575 5.0855 0.5 466 
0.13425 0.2026 4.6128 1.4763079960513326 467 
1.316 0.4768 6.7802 0.49328859060402686 468 
1.94 0.4947 12.8664 0.3616333131190621 469 
0.99555 0.4825 7.1105 0.48373056994818653 470 
1.0531 0.2913 11.0791 0.3055269481634054 471 
18.976 0.0853 4.1123 2.9835873388042202 472 
0.56455 0.4593 4.9351 0.6540387546266058 473 
0.12166 0.1565 5.4501 0.6376996805111821 474 
1.8713 0.2721 6.009 0.6457184858507901 475 
1.0259 0.29 7.8856 0.6551724137931035 476 
0.84351 0.3472 6.9895 1.9133064516129032 477 
0.91932 0.2433 5.0084 0.6210439786272093 478 
2.3582 0.3663 8.5879 0.4215124215124215 479 
0.15719 0.1718 5.0251 0.8311990686845169 480 
0.37201 0.142 24.0568 0.34225352112676055 481 
0.020714 0.0733 5.1112 1.6193724420190996 482 
0.00067041 0.0601 6.4387 1.3610648918469217 483 
0.30027 0.1487 11.7469 0.472763954270343 484 
1.7819 0.524 18.8386 0.21736641221374045 485 
3.6078 0.0668 8.5134 1.5404191616766467 486 
0.29298 0.1286 7.0806 0.73950233281493 487 
0.43064 0.1675 4.7059 0.8107462686567164 488 
1.6472 0.6611 9.1789 0.3662078354258055 489 
0.43612 0.3213 4.2161 0.6352318705259883 490 
0.91516 0.7972 6.9346 0.35674862017059705 491 
1.4017 0.7207 7.8483 0.4073817122242265 492 
2.0399 0.1954 5.0969 0.7415557830092119 493 
0.23512 0.0592 4.3753 1.5236486486486487 494 
0.73228 0.1989 11.4304 0.43539467068878834 495 
1.614 0.2935 7.8444 0.500511073253833 496 
1.9331 0.4393 5.036 0.5879808786706122 497 
0.47346 0.2588 18.3282 0.2878670788253478 498 
0.25885 0.3144 9.3409 0.47709923664122134 499 
0.93308 0.5533 5.4811 0.5082233869510211 500 
0.4894 0.5031 9.6188 0.3363148479427549 501 
0.33783 0.6168 4.6676 0.17996108949416342 502 
0.34709 0.0989 5.3376 1.1102123356926188 503 
0.023511 0.0809 4.6764 1.4412855377008653 504 
2.6621 0.6657 30.5315 0.13970256872465076 505 
0.43712 0.1945 5.9316 0.5928020565552699 506 
0.68894 0.3212 5.2235 0.574719800747198 507 
0.79038 0.5211 13.6967 0.28574170024947226 508 
0.81126 0.3397 17.9647 0.23667942302031203 509 
0.22035 0.1944 5.9422 0.712448559670782 510 
0.54769 0.0831 4.3634 1.1889290012033695 511 
0.39538 0.2942 9.133 0.40958531611148874 512 
6.0994e-06 0.0168 7.9728 3.0178571428571432 513 
0.73664 0.726 8.3143 0.43732782369146006 514 
0.41618 0.1777 5.3306 4.616207090602138 515 
0.10596 0.1244 5.6334 0.8151125401929261 516 
1.1622 0.1021 36.4684 0.18511263467189032 517 
20.413 0.1031 8.3459 0.7798254122211445 518 
1.7417 0.527 7.4253 0.4717267552182163 519 
1.8654 0.5583 5.7539 0.6134694608633352 520 
4.6602 0.2245 4.3124 0.9006681514476614 521 
0.52388 0.17 5.1572 0.6399999999999999 522 
0.01807 0.0299 5.8211 2.1438127090301005 523 
