Beta,Beta_err,E_peak[GeV],det_sig,curv_sig,source_name
0.229465221950367,0.025372959003876424,8.421012092736656e-70,0.020016128788157228,0.0882926501244032,J0314.1+2827
0.5458755679832226,0.061435451662163756,6.44165447123161e-69,0.0,0.19541389281151234,J0314.1+5033
0.3001572876616567,0.04414424997063315,7.559886004775476e-69,0.025821195303193115,0.0894358146728532,J0314.4-4805
0.1894442502621461,0.03181017267708211,9.609489332203652e-68,0.01369433568202505,0.04155739358482953,J0327.6+2620
0.12818944425026213,0.013226829554798545,3.975352383886621e-103,0.09974769040510068,0.0031605137515970678,J0328.4-4736
0.21915414190842358,0.021097145542112068,3.6651005160594624e-70,0.046256759064876224,0.09414296281352968,J0328.5+6114
0.10625655365256902,0.016327968988605664,1.0021566664099205e-65,0.03605194939971071,0.019299307376773583,J0328.6-1129
0.5484096469765816,0.03740162105015858,6.763074790110144e-69,0.1307145312597967,0.3196153587519333,J0330.1+5038
0.6697832925550506,0.03538118172207212,3.5329276746514673e-69,0.08004505682911484,0.32217066774258624,J0330.7+5845
0.19110450891296749,0.026500646070715377,1.0504505892320727e-67,0.009063254685672414,0.048214645955214845,J0333.0-3044
0.18009437259699404,0.02880300716551157,1.2775167526765771e-68,0.03535577382509561,0.03570708089570305,J0333.4-2705
0.4397063963649073,0.01625748854692823,1.243395209119618e-68,0.5180908357782356,0.48436554367561024,J0336.0+7502
0.19477455435162527,0.02121461294490779,7.695987060001541e-70,0.034759051903996946,0.06482415439445902,J0337.5+2423
0.6388500524292204,0.015858099377422767,1.40214126164985e-69,0.5371297243187965,0.9678569026965235,J0340.4+5302
0.24065012233484795,0.028521085398801837,2.0993607024570594e-69,0.05573728668812847,0.10127092999798265,J0341.9+3153
0.17170569730863333,0.017855045224950076,2.173226526996842e-68,0.09625816438824109,0.04915607558335014,J0343.3-6303
0.24073750436910168,0.026124750381769063,8.45721327890318e-70,0.021821428803075277,0.09340326810570909,J0346.2+3235
0.9576197133869275,0.06794314577704688,5.4629130401294e-69,0.021503609519011868,0.2590276376840831,J0358.1+2850
0.7703600139811253,0.054363914013861155,4.6285912346915196e-69,0.05231262174964921,0.2909017550938067,J0359.3+3626
0.1208493533729465,0.015858099377422767,1.6855888469537087e-55,0.0019177258841105577,0.0036312285656647163,J0405.9+3041
0.1066934638238378,0.015341242805121579,3.6536239698066703e-65,0.01067613350139561,0.021720126420550063,J0406.2+0639
0.050768961901433055,0.010478092329378599,1.447200184857121e-67,0.03428772806776685,0.10012776544953265,J0407.7-5702
0.21915414190842358,0.027205450487489725,2.247092351536625e-68,0.04201052046691328,0.07659202474615022,J0409.2+2542
0.6943376441803564,0.08452954305180314,6.28668258491874e-68,0.03399369117910955,0.18425122722076526,J0409.4-3822
0.8525865082139112,0.06672148478797134,4.1193868905491794e-69,0.051512668449625654,0.3064353439580392,J0409.7+4006
0.1935512058720727,0.019687536708563373,7.78248478779943e-71,0.08848564516233648,0.06690874857104431,J0413.1-0304
0.13815099615519047,0.020838717255961474,3.0381267811753836e-67,0.010520466913282914,0.009817766121982381,J0414.3+4522
0.22404753582663403,0.02694702220133913,6.3640144804744664e-68,0.05526380081595236,0.08445968663842378,J0414.6+5711
0.9841838518000698,0.02704099612357571,7.851035970114767e-69,0.19779385852069173,0.43648712258758654,J0414.7-4300
0.40781195386228586,0.01407259485492776,1.1897096202726643e-68,0.5094837706771712,0.5117342478649721,J0418.9+6636
0.5334673191191891,0.06244567132620698,1.2530231841639067e-68,0.07748736830498543,0.2126286060117006,J0423.0-0943
0.49676686473261095,0.014659931868906378,2.938843102518678e-69,0.45762517647618406,0.7123260036312286,J0426.5+5434
0.23654316672492132,0.02245976741454247,1.9996148809982286e-70,0.14152254895389887,0.11801492838410328,J0427.3+0504
0.36097518350227187,0.03162222483260895,1.3701763845028113e-69,0.023302423426091887,0.16717100396745344,J0427.4+6433
0.13561691716183152,0.0072829789733348995,1.3471462681968728e-76,0.38471051419700897,0.02340125075650595,J0427.8-6704
0.537049982523593,0.04919534829084929,3.0608488022799047e-69,0.060712131399896646,0.26555040010759196,J0427.9+3632
0.5462250961202377,0.06000234934805591,2.446044827851806e-68,0.07976399215613358,0.21572187478985946,J0435.5+3232
0.3220027962250961,0.023258545753553392,6.533928984056074e-69,0.14068367900684714,0.21740299912581534,J0436.9+2915
0.25192240475358263,0.020439328086456012,1.0700916583224216e-67,0.16778479959007794,0.12527738551543272,J0438.0-7329
0.10083886752883606,0.015223775402325855,8.554263267349611e-66,0.035883310595921966,0.026629009481541253,J0438.2-4243
0.16523942677385528,0.033243274991189946,6.666024801663714e-70,0.011361498896280658,0.022123596261179476,J0439.6-8322
0.06090527787486891,0.009914248795959122,4.0657783255025805e-67,0.07567125811033734,0.09347051307914732,J0442.0-5432
0.3240999650471863,0.02563138729002702,1.5247631518139104e-69,0.04020522045199523,0.17584560554098583,J0442.8+3609
0.20246417336595596,0.04181839539527781,3.114149272125087e-69,0.005980191426662673,0.037119225337905994,J0444.8-3514
0.43524991261796575,0.04592975449312815,2.64361087576061e-69,0.0049489002804160714,0.1724161118956358,J0445.7+1535
0.31413841314225793,0.03169270527428639,3.846491565893861e-69,0.0742702588173231,0.1294465738686033,J0448.7-2116
0.4060643131772107,0.03855280159755668,2.528383270430563e-69,0.062054755722368626,0.19702777217403,J0452.9+5117
0.327070954211814,0.027675320098672622,2.77693907417392e-69,0.04305910790072795,0.1671037589940152,J0453.3+2843
0.32042991960852846,0.04019734523669681,5.451513517676962e-68,0.059955418818793293,0.11169390088090915,J0455.9+6757
0.08878014680181753,0.024785621989897803,2.7686975275360086e-67,0.028804804908686407,0.02252706610180889,J0459.7-5413
0.11787836420831875,0.004158346058968636,6.871909420010783e-66,0.2588432675281659,0.030865442808150092,0500.9-6945e
0.6389374344634742,0.09033243274991191,6.2849110375105915e-68,6.486107838030164e-05,0.16091722143769752,J0502.2+3016
0.8041768612373297,0.0735111006695642,2.9580990526072557e-68,0.11335122057739333,0.30515768946271266,J0506.1+5028
0.14470464872422228,0.024151298014800895,2.5979357621505046e-74,0.012325766928200949,0.010691950776679443,J0506.3-0620
0.5106606081789584,0.05333020086925878,4.300007702380036e-68,0.03295591392502492,0.14141617914060925,J0512.3+3329
0.0313701502970989,0.011182896746152944,9.75352383886621e-68,0.0025079616973711777,0.10786093739492973,J0512.5-2201
0.47527088430618664,0.012569012099142489,1.3039359161981053e-68,0.8171825644773169,0.732163270795508,J0523.3-2527
0.5897413491786088,0.06911781980500412,9.245166756527766e-69,0.07715657680524596,0.21168717638356532,J0524.7-8304
0.22763019923103806,0.02534946552331728,4.398444119232843e-70,0.03679568976513804,0.0862080559478179,J0527.1+1152
0.19792030758476056,0.022718195700693063,2.7861049064160827e-68,0.09180437033946126,0.07006926232264138,J0527.4+6647
0.11543166724921354,0.0211676259837895,2.6145729030270354e-56,0.00392841931389952,0.0072624571313294325,J0529.1-2449
0.2818070604683677,0.030165629037941972,2.0717861819302165e-69,0.02173927143712691,0.12521014054199447,J0529.9-0224
0.15440405452638936,0.0038764242922588975,2.5115150581529696e-69,0.4574954543194235,0.135633111424921,0530.0-6900e
0.591139461726669,0.06599318689063785,3.7641531233151044e-69,0.01650714444778359,0.18848766054737406,J0531.7+1241
0.12880111849003842,0.003500528603312581,5.481783871216206e-67,0.41493361468627776,0.012776544953264742,0531.8-6639e
0.24676686473261095,0.029789733348995658,3.7159362242933066e-70,0.0018917814527584231,0.08741846546970614,J0532.6+3358
0.7486018874519398,0.03843533419476095,7.015481783871216e-69,0.20736951572556842,0.5076323044852398,J0533.6+5945
0.3118664802516602,0.030259602960178555,1.6498498035893092e-69,0.023311071569875913,0.14370250823750924,J0534.0+3746
0.3497029010835372,0.037025725361212264,5.344142339983054e-69,0.07436971247083954,0.14982180082038868,J0535.1-5422
0.4188220901782593,0.05767649477270058,4.344373411384118e-69,0.013929997600140104,0.14067648443278866,J0535.3+0934
0.9404054526389374,0.13950428756020206,2.7148578910883463e-68,0.021311188319817,0.2093336023132271,J0536.1-1205
0.238465571478504,0.027604839656995186,6.978972502503273e-70,0.02022152220302814,0.0894358146728532,J0537.5+0959
0.39767563788885,0.034652883824738634,6.448124470461372e-69,0.06960026117394227,0.21720126420550062,J0538.9+3549
0.19092974484445996,0.02739339833196288,7.776322883771086e-69,0.022104655512002552,0.04915607558335014,J0539.2-6333
0.4309681929395316,0.031927640079877834,7.340522221366402e-69,0.20835540411694883,0.24255261919171542,J0540.0-7552
0.4493184201328207,0.08579819100199695,2.024878687514442e-67,0.026074153508876236,0.09044448927442673,J0540.2+0655
0.18315274379587554,0.023704921884177145,3.537934221674498e-70,0.010855582484914389,0.048685360769282496,J0540.6+5540
0.8964522894092974,0.0589451427228944,7.160979742740507e-69,0.03764320785597383,0.27825970008741846,J0540.7+3611
0.14068507514854944,0.014847879713379539,4.217207116999153e-71,0.1751595042019168,0.01519736399704122,J0543.5-8741
0.2527962250961202,0.029789733348995658,9.980744049911423e-70,0.018757823867579612,0.10396072893551207,J0543.9-0418
0.022282418734708126,0.008575120404087868,2.2001848571208505e-67,0.016105005761825802,0.14935108600632102,J0544.4+2238
0.1791331702202027,0.031128861740866907,8.973272741277055e-71,0.0033208872130708056,0.03725371528478246,J0544.8+5209
0.37495630898287313,0.015012334077293552,1.9761996456905184e-68,0.4221288703145979,0.4250554771030865,J0545.7+6016
0.14619014330653615,0.01606954070245507,2.941924054532851e-70,0.05094837706771713,0.022594311075247127,J0545.8-0905
0.4965047186298497,0.046047221895923876,2.3584687668489567e-69,0.012433868725501437,0.15661354313765047,J0546.5-1100
0.42327857392520096,0.0425466932926113,8.856196564738504e-68,0.10792451035290909,0.14235760876874454,J0550.5-4356
0.48339741349178605,0.04221778456478328,7.759377647693138e-69,0.0332672471012503,0.11962880774662094,J0550.9+2552
0.8033030408947921,0.04783272641841889,3.1172302241392593e-69,0.08679277101661093,0.35458274493981573,J0551.7+0446
0.09882908074099964,0.020885704217079762,4.76962181314026e-63,0.00468729393094891,0.019837267164279467,J0553.5+4810
0.8808982873121285,0.0646540584987666,4.0456751136101054e-69,0.02072960065034042,0.2859256270593773,J0553.6+0100
0.3125655365256903,0.05034652883824739,2.6852037279519373e-68,0.058774947192272,0.09030999932755027,J0553.9-5048
0.200279622509612,0.025913309056736757,3.9216667950396674e-69,0.04319531616532654,0.06186537556317665,J0554.0-0839
0.10040195735756727,0.013273816515916834,1.1178464145420935e-65,0.006070996936395068,0.03194136238316186,J0554.2-0259
0.5339042292904579,0.038341360272524376,4.0742509435415544e-69,0.07358273138649202,0.305830139197095,J0555.1+0150
0.15029709891646276,0.020885704217079762,3.320264961873219e-75,0.045283842889171866,0.023334005783067713,J0557.5-4452
0.38116043341488987,0.03444144249970633,1.0294230917353462e-68,0.10473334529659892,0.1669020240737005,J0558.1-2113
0.837119888150996,0.11354399154234701,5.247477470538397e-69,0.027209222380531292,0.2457803779167507,J0601.0-1016
0.42432715833624607,0.0577939621754963,7.757066933682509e-69,0.03371046447018228,0.14134893416717098,J0601.4-6057
0.5505941978329255,0.04461411958181605,6.094508203034737e-69,0.07551559152222465,0.2905655302266155,J0609.0+2136
0.584673191191891,0.0418653823563961,4.1537395055072016e-69,0.05459573170863538,0.3327281285723892,J0609.0+2006
0.09804264243271582,0.016398449430283096,6.010321189247478e-68,0.02278353479904957,0.026897989375294196,J0610.8-4911
0.3835197483397413,0.07196053095266064,2.019872140491412e-68,0.005184562198531112,0.09925358079483558,J0611.4-4722
0.29535127577770004,0.04172442147304123,5.637063852730493e-69,0.0014031613289602618,0.08271131732902966,J0611.5-2918
0.725882558545963,0.09430283096440738,3.533081722252176e-69,0.02621900991725888,0.2705937731154596,J0612.6+1520
0.14907375043691015,0.015999060260777638,1.6726488484941846e-73,0.021153359695758295,0.025754824826844193,J0613.1+1749
0.09673191191890945,0.016468929871960532,5.807209427713164e-64,0.029686915574658343,0.029453298365947143,J0617.6-4028
0.47623208668297795,0.049430283096440736,1.456751136101055e-69,0.020952290352779415,0.2000537959787506,J0618.7+1211
0.4262495630898287,0.030565018207447437,6.031271662943849e-69,0.05972840504446225,0.30361105507363323,J0618.9+2240
0.16235581964348128,0.013038881710325386,7.077254871755373e-69,0.08441236944005431,0.05547710308654428,J0620.1+2246
0.2267563788885005,0.021097145542112068,7.473927443580066e-70,0.03734052282353248,0.10026225539640912,J0620.4+1445
1.0,0.0006813109362152004,1.6436878995609642e-67,0.006077483044233112,0.1504270055813328,J0620.7-5034
0.8423628102062215,0.07595442264771526,6.252098898559655e-69,0.032006780144726674,0.20617308856163,J0622.5+3120
0.3072352324362111,0.043298484670503935,1.711314796272048e-69,0.02074473490196249,0.10140541994485912,J0624.7-4903
0.2704473960153792,0.05065194408551627,1.175460217207117e-67,0.020926345921427295,0.07215385649922668,J0625.5+7029
0.36412093673540713,0.03951603430048162,2.0688592775167526e-68,0.031012243609562257,0.14766996167036514,J0631.0+5626
0.15990912268437607,0.02549042640667215,2.3898174535931602e-67,0.006589885563437384,0.026629009481541253,J0633.9+5840
0.350139811254806,0.06902384588276754,1.0329661865516445e-69,0.032847812127724446,0.1028848093605003,J0634.6-3046
0.1748514505417686,0.03237401621050158,3.1565893861203112e-68,0.010972332425998932,0.031470647569094214,J0640.9-5204
0.46242572527088427,0.04555385880418184,4.2971578217669255e-69,0.011709586683588208,0.1824356129379329,J0642.4+1048
0.24449493184201326,0.03444144249970633,1.881306323654009e-69,0.04705238829300776,0.07511263533050905,J0642.9-6501
0.5603809856693464,0.07473276165863973,5.805591927905722e-69,0.004434335725265776,0.17100396745343285,J0648.6-3623
0.3761796574624257,0.05095735933278515,1.64415004236309e-67,0.07934239514666169,0.12164615694976799,J0650.2-5144
0.16384131422579515,0.02868553976271585,1.191404143880459e-71,0.007977912640775561,0.02535135498621478,J0651.9-4330
0.5870325061167423,0.07762245976741455,4.01055226064854e-68,0.020993369035753592,0.1636742653486652,J0656.5+4218
0.45630898287312127,0.03693175143897568,1.4036047138565818e-68,0.158150767414659,0.21478044516172415,J0657.4-4658
0.08764418035651869,0.014753905791142961,1.5558037433566973e-66,0.03336453871882074,0.03900208459417658,J0658.7+2318
0.32331352673890246,0.04597674145424645,1.8364784718478011e-68,0.024296959961256318,0.10967655167776208,J0700.2-5118
0.17214260747990212,0.027322917890285448,7.693753369791266e-71,0.007670903536442203,0.03368973169255598,J0700.4-4308
0.5132820692065712,0.04153647362856807,9.956866671801585e-69,0.1235517061706668,0.23461771232600362,J0700.6+3558
0.515466620062915,0.057770468694937155,3.1141492721250866e-68,0.030060947793318,0.16797794364871227,J0700.8+1551
0.07462425725270883,0.01611652766357336,8.490333513055534e-68,0.008663278035660624,0.0384641248066707,J0701.5-2842
0.24615519049283466,0.024762128509338663,2.3728722175152126e-68,0.07882566855556539,0.11149216596059444,J0704.3-4829
0.4998252359314924,0.05189709855515094,6.074250943541554e-69,0.02935396203897285,0.20812319279133884,J0705.8-0004
0.17222998951415586,0.024973569834370966,2.2172841407995067e-68,0.035288750710769326,0.03368973169255598,J0708.6+1747
0.41261796574624254,0.025654880770586166,2.8190710929677267e-69,0.11988705524218043,0.31369780108936857,J0709.1-1034
0.8158860538273331,0.0707858569247034,1.3291997227143188e-68,0.10973197240377316,0.3039472799408244,J0712.0-6431
0.5095246417336595,0.08948666744978269,3.7076946776553956e-69,0.03129547031848952,0.16058099657050634,J0712.8-5637
0.4081614819993009,0.049148361329731,2.0181005930832628e-69,0.021877641737671524,0.18142693833635934,J0715.7-1128
0.3769660957707095,0.03279689886056619,7.548640529923747e-69,0.08530312824981026,0.1880169457333064,J0718.8-5004
0.12058720727018524,0.012169622929637027,6.367634599091119e-52,0.11939843511838225,0.00894358146728532,J0722.4-2650
0.4242397763019923,0.03317279454951251,1.7888777632288379e-69,0.0445552367753666,0.24208190437764776,J0722.7-2309
0.09201328206920656,0.012780453424174793,1.2848340137102364e-66,0.03719999048704184,0.04397821262860601,J0723.1-3048
0.09856693463823836,0.017878538705509223,1.2352306862820611e-70,0.004737020757707128,0.025082375092461837,J0724.8+3016
0.9986018874519398,0.011018442382238931,8.96480012323808e-68,0.028809128980578427,0.1783336695582005,J0725.6-5008
0.26048584411045084,0.020039938916950547,8.260802587999692e-68,0.16785614677629626,0.14612332728128571,J0725.7-0549
0.3535477105907025,0.04658757194878421,1.293922822152045e-68,0.05277745947804127,0.11283706542935915,J0731.0+6607
0.4848829080740999,0.04708093504052625,1.7784795501810058e-69,0.029364772218702914,0.1938672584224329,J0731.5-1910
0.1025865082139112,0.013532244802067429,1.5309250558422552e-67,0.017804366015389372,0.028511868737811846,J0734.3-4448
0.3693638587906326,0.023094091389639377,2.5209889855965494e-69,0.19674743312282308,0.26837468899199785,J0736.9-3231
0.056536176162181054,0.00951485962645366,6.26326734961103e-68,0.055064893508919466,0.09972429560890324,J0737.4+6535
0.07986717930793427,0.012451544696346767,1.1056766540861127e-66,0.03578818101429754,0.052989039069329565,J0738.6+1311
0.06675987416987066,0.01329730999647598,1.8736809674189323e-68,0.014386187184748142,0.061058435881917825,J0741.0-5226
0.3905103110800419,0.012803946904733937,6.612262189016406e-69,0.5323581109859532,0.5478447986013045,J0744.0-2525
