ANN_Position,Source_ID,ANN_E_peak,ANN_Beta,ANN_Sigma_det,ANN_Beta_Rel,ANN_Log_E_peak,ANN_Log_Beta,ANN_Log_Sigma_det,ANN_Log_Beta_Rel,ANN_Prob_Mean,ANN_Prob_Std,OCSVM_Anomaly_Rank,OCSVM_Prediction,OCSVM_Anomaly_Score,OCSVM_Log_E_peak,OCSVM_Log_Beta,OCSVM_Log_sigma_det,OCSVM_Log_beta_Rel
307,57,18.371,0.9911,4.2564,0.1519523761477146,1.2641327971692584,-0.0038825238627119,0.6290424345195677,-0.8182925042726062,0.2998634279612884,0.0105126506854263,100.0,-1,0.05259130823675218,1.510142699402573,0.0,0.6172625170913744,-3.0457574905606752
923,1107,20.633,0.1857,5.0246,2.648896068928379,1.3145623781778388,-0.7311880962602195,0.7011014940114779,0.4230649188195509,0.1074318615796122,0.0040967724603566,91.0136683894653,-1,0.027977326633290778,-0.2177209164938518,-0.2477978468234789,0.6275911396281744,0.736926298155737
285,18,0.026676,0.0601,4.2883,2.1547420965058235,-1.5738792912533843,-1.2211255279972604,0.632285160030591,0.3333952964145311,0.3088221170143372,0.0096331539973076,89.25553910143624,-1,0.02316172847515885,-0.7468074301215563,-1.245651664288981,0.6597546162681032,1.8747961201113512
