Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,E_peak,Beta,Sigma_det,Beta_Rel,log_E_peak,log_Beta,log_Sigma_det,log_Beta_Rel,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
596,0.743540456303317,0.3762781907502606,0.9067814003364915,0.7451637290826985,0.9837409095307719,0.0938191705444693,0.9881970720221539,1.2712,0.4036,19.3727,0.23092170465807732,0.10421388419932318,-0.39404884243512706,1.2871901531602177,-0.6365352452108916,False,False,True,False
1046,0.7155824228442722,0.361085164703624,0.8965929825845421,0.6006876177529001,0.9642939552023362,0.13146700464813516,0.9848705540334476,1.3713,0.3462,4.3628,0.7047949162333911,0.13713247600899317,-0.4606729364606249,0.6397653044634994,-0.15193723720064564,False,False,True,False
397,0.6134859186647454,0.2897692224265251,0.5953254581401555,0.48246588135646606,0.8144088965702236,0.21568721837071397,0.9595421388861681,0.41563,0.2016,11.0346,0.4885912698412699,-0.38129311278897504,-0.6955094722265123,1.0427565947753064,-0.3110542972758759,False,False,True,False
556,0.5994215656414082,0.25275266236868416,0.6438818733609957,0.46221967516496676,0.7061733085575548,0.25832033269890525,0.9265126384246191,0.07633,0.0593,4.2719,1.4873524451939293,-1.1173047376184029,-1.2269453066357374,0.6306210778321802,0.17241389176755717,False,False,True,False
106,0.5925185977081153,0.22744509280374306,0.5621784952219895,0.4071450565894715,0.6604656437492679,0.3870213990918444,0.9457823938880032,13.893,0.1439,11.8161,0.6108408617095206,1.1427960357135558,-0.8419392060633948,1.0724741577663524,-0.21407191886283325,False,False,True,False
371,0.5854814306935958,0.44604738691883644,0.8734739179449225,0.11892350771356129,0.8735353893455153,0.08004427718750436,0.9814300612764751,13.855,0.2306,5.0215,0.9991326973113617,1.1416065301182505,-0.6371406970413198,0.7008334670285428,-0.00037682820750577727,False,False,True,False
146,0.5732697616186808,0.3453443997694749,0.6875976883757363,0.27701783428314575,0.8285981472756753,0.14393017139207523,0.9292049667667713,11.498,0.34,9.0474,0.5352941176470588,1.060622304309956,-0.46852108295774486,0.956523791593644,-0.27140752905718035,False,False,True,False
622,0.5685269214153353,0.30375878973948656,0.6157997001411241,0.3650723216298877,0.746227571674879,0.17459648201971195,0.940938531611074,0.33105,0.237,4.4419,0.8616033755274262,-0.4801064077826637,-0.6252516539898961,0.6475687770992071,-0.06469260825921243,False,False,True,False
162,0.5439770130220274,0.36005908688820537,0.590397595697138,0.45092558833986385,0.7024654878676638,6.961876460321115e-12,0.9760963931985096,0.18913,0.4006,5.0247,0.5274588117823265,-0.7232395774422224,-0.39728905504244255,0.7011101372897544,-0.2778114479052441,False,False,True,False
136,0.5424322727633949,0.4150279881739153,0.6615364111670641,0.23104199097649056,0.8268227561126963,3.1601848506179196e-05,0.9927286037122173,0.95302,0.3488,13.6926,0.39220183486238536,-0.020897985197458762,-0.4574235237394704,1.1364859213583254,-0.40649037887643213,False,False,True,False
29,0.5368806268886848,0.11981451882173372,0.5899210808843385,0.5084215623195806,0.6157422861127384,0.33984999391377985,0.630468211212987,6.1427,0.7739,5.4138,0.3990179609768704,0.788359305564385,-0.11131515334030107,0.7335022077513035,-0.3990075549960003,False,False,True,False
573,0.5324441952198764,0.33808219638635156,0.5770340725697417,0.1858297075058153,0.8298482825470026,0.18360736503546646,0.8859015484413556,2.0132,0.4445,10.8222,0.40832395950506184,0.3038869217251018,-0.3521282346937675,1.0343155556632582,-0.38899513593410123,False,False,True,False
821,0.5300781911595369,0.4370958788353105,0.7182436038705365,0.12023680046071605,0.8585473301702529,0.0037964891833024324,0.9495667321128771,1.5437,0.6922,9.8576,0.3111817393816816,0.1885629041579057,-0.15976840504189108,0.9937711914493343,-0.5069858959961462,False,False,True,False
110,0.5204598572958691,0.4277299901804904,0.640864100653751,0.15205958451623836,0.8167210392165327,1.0655891350660721e-05,0.9926439062014729,0.34322,0.3537,4.2845,0.5552728300819904,-0.46442741302449025,-0.4513649401852484,0.6319001471668083,-0.25549357636382075,False,False,True,False
643,0.517568271286821,0.2776245781644064,0.4059094819599425,0.3878133327353706,0.504840520057427,0.2935395556014758,0.9957384660798893,0.75217,0.2658,12.5577,0.30398796087283675,-0.12368399223012935,-0.5754450233932868,1.0989101036705038,-0.517143615832127,False,False,True,False
