Source_ID,Mean_Prob,Std_Dev,Median_Prob,Q25_Prob,Q75_Prob,Min_Prob,Max_Prob,E_peak,Beta,Sigma_det,Beta_Rel,log_E_peak,log_Beta,log_Sigma_det,log_Beta_Rel,Very_High_Conf,High_Conf,Moderate_Conf,Low_Uncertainty
371,0.7526260666232135,0.41254060927792047,0.9687064097982409,0.8129409490786822,0.9779517343942102,0.025427067279971568,0.9781041725649628,13.855,0.2306,5.0215,0.9991326973113617,1.1416065301182505,-0.6371406970413198,0.7008334670285428,-0.00037682820750577727,False,False,True,False
1046,0.6857979164594291,0.41997377219813015,0.9654375475074635,0.4102847034999745,0.9821107641409538,0.07815460488031811,0.9930019622684356,1.3713,0.3462,4.3628,0.7047949162333911,0.13713247600899317,-0.4606729364606249,0.6397653044634994,-0.15193723720064564,False,False,True,False
331,0.61089769421546,0.24327044602424516,0.5846976892778325,0.42304010478393517,0.679710193902169,0.3790026750750451,0.9880378080383189,9.5884,0.2022,6.2851,1.1587537091988132,0.9817461432349174,-0.6942188487450177,0.7983121919826278,0.06399113734198054,False,False,True,False
556,0.6091561722528451,0.2572793922110203,0.5787538581858709,0.39362964939578887,0.7563655746112442,0.34960539412702973,0.9674263849442921,0.07633,0.0593,4.2719,1.4873524451939293,-1.1173047376184029,-1.2269453066357374,0.6306210778321802,0.17241389176755717,False,False,True,False
821,0.606360022185583,0.45461486045657334,0.8566362073274166,0.20183417938359918,0.9659599962905555,0.029331176594926147,0.9780385513314175,1.5437,0.6922,9.8576,0.3111817393816816,0.1885629041579057,-0.15976840504189108,0.9937711914493343,-0.5069858959961462,False,False,True,False
596,0.6018024954534968,0.4897854793665225,0.9513145464294565,0.11558531919549608,0.958943075218132,0.017692291791462728,0.9654772446329368,1.2712,0.4036,19.3727,0.23092170465807732,0.10421388419932318,-0.39404884243512706,1.2871901531602177,-0.6365352452108916,False,False,True,False
622,0.5985385618181941,0.29760491399373795,0.6820069760393146,0.41593431380838813,0.710244328575302,0.20404857744082336,0.9804586132271426,0.33105,0.237,4.4419,0.8616033755274262,-0.4801064077826637,-0.6252516539898961,0.6475687770992071,-0.06469260825921243,False,False,True,False
1072,0.5850957142809861,0.28957522912670225,0.5276233408815719,0.3666795884698007,0.8042206792690596,0.27085540396081803,0.9560995588236798,0.71992,0.5041,4.6202,0.6407458837532236,-0.14271576119219395,-0.29748330256184946,0.6646607757761195,-0.19331417510704765,False,False,True,False
479,0.5838062485227423,0.15286946903743678,0.637619146388387,0.5149535620618221,0.6946900887660262,0.3502077423622183,0.7215607030352581,2.3582,0.3663,8.5879,0.4215124215124215,0.3725806350309132,-0.43616308133545506,0.9338869787426645,-0.3751896226648276,False,False,True,False
335,0.5643288977816259,0.4710409485764173,0.7204450412006205,0.12949351531837386,0.9724708755886121,6.310485740030016e-05,0.9991719519431221,0.67177,0.409,6.0491,0.41955990220048905,-0.17277939484590937,-0.38827669199265824,0.7816907640559065,-0.3772060244946551,False,False,True,False
106,0.5449604846365794,0.23082968665831516,0.5865626499718631,0.3602775517386437,0.6274214885789604,0.2848795469767618,0.8656611859166683,13.893,0.1439,11.8161,0.6108408617095206,1.1427960357135558,-0.8419392060633948,1.0724741577663524,-0.21407191886283325,False,False,True,False
1010,0.5422290078219758,0.46021539445032844,0.6422967850896005,0.1256457024519736,0.9498944259367885,1.91957128525423e-05,0.9932889299186641,58.718,0.2163,4.1131,1.2963476652797041,1.7687712546097138,-0.6649434805609086,0.6141692684491813,0.11272148985552959,False,False,True,False
560,0.5361258050853385,0.4478099187930139,0.6386651222994342,0.13977722556587407,0.910954515772864,0.0002627991083990119,0.9909693626801214,1.4393,0.3499,13.1306,0.3046584738496713,0.15815132539270274,-0.45605605751709355,1.1182845715377316,-0.516186737792353,False,False,True,False
110,0.5360796357916348,0.43793423345422544,0.751633262541525,0.1399731490680148,0.7953458316404568,1.2139702934307775e-06,0.9934447217378841,0.34322,0.3537,4.2845,0.5552728300819904,-0.46442741302449025,-0.4513649401852484,0.6319001471668083,-0.25549357636382075,False,False,True,False
397,0.5282085974403821,0.3064973276950088,0.5377748198686741,0.30547719198660284,0.6488678613031303,0.18252768156965987,0.966395432473843,0.41563,0.2016,11.0346,0.4885912698412699,-0.38129311278897504,-0.6955094722265123,1.0427565947753064,-0.3110542972758759,False,False,True,False
348,0.528046008224557,0.347819895657615,0.4604927203083725,0.2717984521067602,0.835106603218885,0.13687756416230015,0.9359547013264677,0.60748,0.5968,4.9726,0.5080428954423593,-0.21646801572573054,-0.22417118553538762,0.6965835256348845,-0.29409961750459646,False,False,True,False
1006,0.5215303393499947,0.21456596400613223,0.5542737413500084,0.4315185975000728,0.6053861729893136,0.21875885639793224,0.7977143285126463,0.3582,0.364,5.4401,0.4774725274725275,-0.4458744184869873,-0.438898616350944,0.7356068829792511,-0.3210516115364083,False,False,True,False
586,0.5164472957882107,0.39135524053470616,0.5348044067067588,0.27962926274547933,0.7777315931289536,0.0015634569337373639,0.9885077594261241,0.32576,0.5315,5.6836,0.814299153339605,-0.48710224367935406,-0.27449673114068446,0.754623505584502,-0.08921601676080247,False,False,True,False
172,0.5112379124793722,0.3232409455620106,0.4931282100309324,0.24286857304398432,0.6876325137068164,0.17358787129733902,0.958972394317789,0.13411,0.2563,5.5749,1.1498244245025362,-0.8725388374884626,-0.5912513938157561,0.7462370816147819,0.060631529665681166,False,False,True,False
573,0.5105219743547963,0.28438067487401164,0.3623274650455049,0.32039359262168554,0.7397247701555019,0.24345215734731002,0.8867118866039793,2.0132,0.4445,10.8222,0.40832395950506184,0.3038869217251018,-0.3521282346937675,1.0343155556632582,-0.38899513593410123,False,False,True,False
591,0.5044264423326232,0.4693189380947543,0.7049300757341695,0.007081974730366657,0.810120162142227,1.1715095222600835e-11,0.9999999990446378,0.7903,0.5448,8.2158,0.45668135095447876,-0.10220801806077531,-0.2637629010952713,0.9146498585403428,-0.3403867228859476,False,False,True,False
558,0.502413672357767,0.4743161342326024,0.6588523922478706,5.252511649269518e-07,0.8534282961551293,6.956446288294417e-10,0.9997871474390255,1.9311,0.5416,6.498,0.5437592319054653,0.2858047638486317,-0.2663213443229121,0.812779707008964,-0.2645933565539675,False,False,True,False
361,0.5008635605302605,0.3765332417415651,0.5034907866484002,0.31339845714911113,0.6917542241400118,9.150053586346448e-05,0.9955828341779157,22.299,0.0595,7.9846,1.3949579831932775,1.3482853875226117,-1.2254830342714504,0.9022531644138869,0.14456112664752438,False,False,True,False
146,0.4918908072486247,0.3847156943583522,0.6434737772862456,0.09209099084865802,0.6876617568984235,0.08828482383327634,0.9479426873765202,11.498,0.34,9.0474,0.5352941176470588,1.060622304309956,-0.46852108295774486,0.956523791593644,-0.27140752905718035,False,False,False,False
612,0.485284667683057,0.3669903686589512,0.46740340465966845,0.3120888073562308,0.6748429927931168,2.360674581985573e-09,0.9720881312455945,1.2335,0.1456,5.7405,0.7403846153846154,0.09113915382575485,-0.8368386250229816,0.7589497212801806,-0.13054261412629847,False,False,False,False
643,0.48471625638230414,0.310671598913328,0.3735009271592803,0.3329146678657562,0.5315828795873361,0.18961784147641061,0.9959649658227376,0.75217,0.2658,12.5577,0.30398796087283675,-0.12368399223012935,-0.5754450233932868,1.0989101036705038,-0.517143615832127,False,False,False,False
626,0.480558276635632,0.42928894148860935,0.20989654737194863,0.17219917109740124,0.8994777828861864,0.12443059375149802,0.9967872880711255,1.1276,0.324,10.7485,0.34012345679012346,0.0521550671995647,-0.48945498979338786,1.0313478607933446,-0.4683634156908459,False,False,False,False
418,0.476567063913205,0.2986446500157655,0.40917569056905007,0.32483441078520353,0.4246308283760806,0.23146882805349503,0.9927255617821957,1.06,0.4038,18.9621,0.24665676077265972,0.02530586526477026,-0.3938336853923795,1.2778864325752741,-0.6079069761839218,False,False,False,False
584,0.47034909734070884,0.30268554113598795,0.5241717560067204,0.24199721945316188,0.6529790983139754,0.09344071745126031,0.8391566954784262,1.6522,0.4032,8.9174,0.453125,0.2180626178263746,-0.39447947656253113,0.9502382478459174,-0.3437819760849311,False,False,False,False
1104,0.46961018748950767,0.2861376860021919,0.42958114280280957,0.3673370626001269,0.5190885136858191,0.12316033501670781,0.9088838833420751,2.7037,0.3672,4.5918,0.9937363834422658,0.4319585010371133,-0.43509732747079516,0.6619829637130961,-0.0027288091645565533,False,False,False,False
545,0.46711413990257916,0.3154794857037737,0.3698691843410038,0.2902071849908439,0.47916742835263426,0.19637778297317027,0.9999491188552435,2.0232,0.3687,6.6072,0.3024138866286954,0.3060388163363484,-0.43332686239388346,0.8200174531049362,-0.5193982702219371,False,False,False,False
569,0.46416724045834,0.2978685077160398,0.3615216054209143,0.26321025170986306,0.5601457577648825,0.19837342709361191,0.9375851603024284,0.54992,0.3611,6.7336,0.4192744392135143,-0.25970048520684996,-0.4423725115731734,0.8282473141678421,-0.3775016132627726,False,False,False,False
624,0.46282758281490183,0.3069976976713174,0.5423650697323841,0.36487059713107145,0.5788320751959273,1.4400237442349107e-16,0.8280701720151259,0.14409,0.0925,4.2011,1.1632432432432434,-0.8413661586413754,-1.0338582672609673,0.6233630192983596,0.0656705385913378,False,False,False,False
