Source_ID,E_peak,Beta,Sigma_det,Beta_Rel,log_E_peak,log_Beta,log_Sigma_det,log_Beta_Rel,Prob_Run1,Prob_Run2,Prob_Run3,Std_Run1,Std_Run2,Std_Run3,Mean_Prob_Consensus,Std_Prob_Consensus,Min_Prob_Consensus,Max_Prob_Consensus,Mean_Uncertainty_Consensus
693,0.26758,0.065,4.6126,1.5446153846153845,-0.5725463505986803,-1.1870866433571443,0.6639457946635757,0.1888203561661449,0.2606363861568316,0.2414836956919674,0.2655550401682617,0.2762158619750023,0.1236767781982563,0.2619819314872059,0.2558917073390202,0.012717758805593343,0.2414836956919674,0.2655550401682617,0.22062485722015482
698,0.6459,0.3955,6.7774,0.4240202275600505,-0.1898347154568503,-0.4028535121663046,0.8310631183191277,-0.3726134252276096,0.2600426769340488,0.241384336403696,0.2650539870314152,0.1909067927029828,0.1628131545256961,0.3094794859418189,0.25549366678972,0.012473299891346986,0.241384336403696,0.2650539870314152,0.22106647772349927
1042,5.4797,0.1137,5.665,1.1213720316622693,0.7387567825882035,-0.9442395353122652,0.753199914199416,0.0497497200822392,0.2595361313353991,0.240634942962454,0.2646550833424475,0.2000340448135624,0.2430606475331156,0.1571188679206064,0.2549420525467669,0.012651915108226455,0.240634942962454,0.2646550833424475,0.20007118675576144
702,0.3363,0.2588,5.0678,2.501159196290572,-0.4732731326853644,-0.5870357280033373,0.7048194671801695,0.3981413350212677,0.2594355214201168,0.2405316768779682,0.2640716674116569,0.3011535093981016,0.2123209978677004,0.1080341894200716,0.2546796219032473,0.012469832546688741,0.2405316768779682,0.2640716674116569,0.20716956556195787
38,0.23882,0.4794,8.7836,0.4549436795994994,-0.6219293059935578,-0.3193019703023649,0.9436725500399644,-0.3420423641189347,0.2592956670907311,0.2404911664292513,0.2638087318351439,0.2196754552533142,0.2650416256627921,0.1001628538494643,0.25453185511837545,0.012367200269078255,0.2404911664292513,0.2638087318351439,0.1949599782551902
128,0.91082,0.7123,13.647,0.2309420188122981,-0.0405674416117104,-0.1473370556554307,1.1350371915496176,-0.6364970420585762,0.2589239165629884,0.2401742422876791,0.2637204959187575,0.1697876686785848,0.1726578540722569,0.2017222382234742,0.2542728849231417,0.012443093927995148,0.2401742422876791,0.2637204959187575,0.18138925365810532
593,3.0973,0.1502,4.811,1.2989347536617843,0.4909832725297273,-0.8233300673318504,0.6822353569025642,0.1135873367263685,0.2588535192119233,0.2394810906717571,0.2631553822150837,0.4233030768286956,0.3573321225027694,0.3915607149806872,0.2538299973662547,0.012611298458923201,0.2394810906717571,0.2631553822150837,0.3907319714373841
753,1.6741,0.4241,9.2842,0.4001414760669653,0.2237813963998135,-0.3725317275402904,0.967744487445321,-0.3977864301420338,0.2587379056413063,0.2392523741968759,0.262741080979007,0.1750489041766975,0.3229100884629697,0.1742102557706797,0.2535771202723964,0.012566030232026291,0.2392523741968759,0.262741080979007,0.2240564161367823
965,1.5914,0.57,10.131,0.3692982456140351,0.2017793537250607,-0.2441251443275086,1.005652315355074,-0.4326227555008042,0.2584427445746958,0.2388649127819813,0.2625261757003495,0.3237138504243557,0.1047961736677627,0.2412728965377877,0.2532779443523422,0.012647933100932108,0.2388649127819813,0.2625261757003495,0.22326097354330202
862,1.5026,0.3699,15.9853,0.2643957826439578,0.1768433845037388,-0.4319156686846059,1.2037207911940055,-0.5777454765277927,0.2580345520217212,0.2388648845522616,0.2624865999263261,0.1658873089402028,0.1744813821406159,0.2889903205934965,0.2531286788334363,0.012551774898713668,0.2388648845522616,0.2624865999263261,0.20978633722477172
507,0.68894,0.3212,5.2235,0.574719800747198,-0.1618185992876812,-0.4932244633933567,0.71796159904163,-0.2405438399167501,0.2579156157238791,0.238825428155791,0.262392826740884,0.3688220626567181,0.1679959523195996,0.2524021525996587,0.2530446235401847,0.012516009454189856,0.238825428155791,0.262392826740884,0.26307338919199214
323,2.6873,0.9749,8.0804,0.2113037234588163,0.4293161521316618,-0.0110399296096619,0.9074328599692592,-0.6750928500211847,0.2578784351059122,0.2385960270151199,0.2623043791634908,0.1902131053144808,0.2094733831905334,0.4269356322618742,0.2529262804281743,0.012606124200640412,0.2385960270151199,0.2623043791634908,0.27554070692229615
960,1.6275,0.6596,6.5672,0.4968162522741055,0.2115209972402295,-0.1807193530275188,0.8173802426578927,-0.3038042055901053,0.2572144774947645,0.237719446143423,0.2621821568878918,0.25504906410071,0.2028274787575936,0.2452750774739212,0.2523720268420264,0.012930315173461165,0.237719446143423,0.2621821568878918,0.23438387344407494
65,0.26272,0.1671,4.7355,1.4087372830640337,-0.5805068645606533,-0.7770235501066086,0.6753658409478986,0.1488300086140245,0.2569175228957753,0.237683677144713,0.2617001965306402,0.4014582428012721,0.1527229577871248,0.2642579576662884,0.2521004655237095,0.012712251261990704,0.237683677144713,0.2617001965306402,0.27281305275156176
1043,0.28976,0.9344,5.4449,0.2760059931506849,-0.5379615670300167,-0.0294671702316757,0.7359899079950084,-0.5590814876303867,0.2561118167718465,0.2370631509828304,0.2616550624969907,0.4282329723605501,0.2670310670834893,0.158248757834804,0.2516100100838892,0.0128992335265269,0.2370631509828304,0.2616550624969907,0.28450426575961446
462,0.68305,0.2784,10.1559,0.3807471264367816,-0.1655475043282696,-0.5553307690614755,1.0067184159450873,-0.4193633656737542,0.2547892723673576,0.2369976832329113,0.2612594420824895,0.3109099329318254,0.2327724938145023,0.2064785548508462,0.2510154658942528,0.012563417014932987,0.2369976832329113,0.2612594420824895,0.2500536605323913
1091,0.2834,0.2343,6.4436,0.520273154075971,-0.5476001540885584,-0.6302277114030372,0.8091285728420596,-0.2837685829785809,0.2538731389109826,0.236624275845518,0.2611817981497885,0.2633564999779569,0.1835159448478932,0.3688567196253179,0.2505597376354297,0.012609597394080912,0.236624275845518,0.2611817981497885,0.27190972148372267
567,1.819,0.6742,17.9288,0.2500741619697419,0.2598326990634835,-0.1712112518150468,1.253551222589586,-0.6019311778962296,0.2538653238172403,0.2362744252860851,0.2611038120173622,0.2290242363600715,0.2955619346356845,0.2361700346703827,0.25041452037356254,0.012769324362236384,0.2362744252860851,0.2611038120173622,0.25358540188871287
