E_peak beta sigma beta_Rel 0,1=astro,DM 
2.518908573691414 -0.3139897086847144 0.9874875061330928 0.5285686622552135 1.0
1.9228810912082932 -0.6595558851598816 1.345177616542704 0.3957132604330137 1.0
2.463445031770428 -0.5346171485515817 0.7923216363515735 0.2881236055425517 1.0
2.5711262770843115 -1.246646787358504 0.6942541120252784 0.4477706845658835 1.0
1.3864989655506532 -0.9519468268843908 1.098989639401177 -0.4128711244593414 1.0
2.4424797690644486 -0.8982529260536337 1.8209891764160493 0.3460309353482548 1.0
4.010723865391773 -0.6499459064209697 0.8190830757437026 0.5497117083653559 1.0
-0.1231473523986565 -0.2102078322693246 1.199480914862356 -0.4420719506966372 1.0
3.0195316845312554 -0.7104110474574032 0.7729814503449638 0.5452131015061025 1.0
2.681693392004564 -0.6172627342386696 1.0253058652647702 0.1875721196745494 1.0
1.6291036501771363 -0.2333641136897324 1.0161973535124391 -0.341101665812004 1.0
2.012837224705172 -0.3716110699496884 0.6949560022498181 0.2419564410306482 1.0
3.6962689967455327 -1.193277496923819 0.9320169064342012 0.5069338435418501 1.0
-0.3825802532628234 -0.0808695861393856 0.8730298120610442 0.4796773163426501 1.0
3.3251049829714074 -1.356448631437055 0.6814221557210085 0.2591041066549808 1.0
3.326949994165999 -0.7020207558406376 0.6756867086994012 0.5668283848667847 1.0
2.4471580313422194 -1.2597952644925503 1.2079035303860517 0.228231512204255 1.0
3.7386220279179434 -0.6258017420709173 2.1997551772534747 0.3789249867526298 1.0
2.8694664100808667 -1.0712969725694028 0.8673496171887926 0.260506462151709 1.0
-0.1331221856625011 -0.3277173752110794 0.712144414214886 -0.2133427628985945 1.0
3.4794313371977363 -0.6515004297161623 1.6264430253312947 0.4478665846936835 1.0
3.6994908452722046 -1.623423042943488 0.9288053708932842 0.0109908223606766 1.0
-0.1743791749964998 -0.5249101966109935 1.2946866242794433 -0.2555052771747518 1.0
2.179838928023187 -1.050317309204796 1.450557009418329 0.5509653725767077 1.0
3.4310419453358856 -1.0516848593106525 1.1162755875805443 0.1028373817580334 1.0
3.166430113843283 -1.203148250950113 1.3255156633631482 0.578262935642338 1.0
1.4399639359209049 -0.1863523046531033 0.9641653106217354 -0.0328265194934237 1.0
1.2787536009528289 -0.3397987986193181 0.7180031682670175 -0.8784458267282129 1.0
4.003891166236911 -0.5275361033930105 1.346548558548474 0.2265929579406783 1.0
3.504470862494419 -0.2090115249111841 1.0584260244570054 0.4470576280399795 1.0
2.7638022240745928 -1.2436682326789423 1.026941627959029 0.300573084015415 1.0
1.3332456989619628 -0.90204892900585 1.4601458174917503 -0.1397695734292021 1.0
3.481729196960016 -0.9850596502070634 1.4273237863572472 -0.0554219728199383 1.0
0.3617278360175928 -0.6846595233727117 0.8127128667653687 0.0389600857180715 1.0
0.83416628394262 -0.3796557002455067 2.041787318971752 -0.0094712993744415 1.0
2.648652695131223 -1.356646038023137 0.6367886890343748 0.3124299669400484 1.0
0.2390490931401915 -0.4839937696139523 0.7701890227359933 -0.1339891878111793 1.0
1.5970366649776535 -1.011887159731648 0.6178387477170033 0.1693439278658737 1.0
0.9485596621089616 -0.8674201523402629 0.8863779067585722 -0.3531276642556752 1.0
2.3267453795653217 -0.1852863873040233 1.5094713521025485 0.1675576203435917 1.0
3.2187979981117376 -0.4803032328401469 0.7912694809102685 0.4142963966713892 1.0
3.579897869603104 -1.041818502435052 1.5536403362313542 0.2853526042671141 1.0
3.071882007306125 -0.8306195046880505 0.8037301709745439 0.2933169127897676 1.0
0.4079005401426351 -0.1131146410139913 1.3031960574204888 -0.3514646409298352 1.0
3.436162647040756 -1.527975302299719 0.6295115342004532 0.3893304624929786 1.0
2.4513258084895195 -1.072989131024349 1.2579184503140584 0.5417793931239598 1.0
1.949097125112916 -0.7481185454474724 1.131297796597623 0.4110651597800969 1.0
3.2581581933407944 -1.018725167293411 1.161667412437736 0.3844003077493287 1.0
2.7591388162811663 -0.221921138062545 1.408748606184244 0.2788259893990175 1.0
